Resource,Derating_Factor_1
NUC_8158_GF,0.95
NG_CT_4060_GF,0.95
NG_CCGT_4060_GF,0.95
COAL_4060_GF,0.95
NUC_4060_GF,0.95
NG_CT_8152_GF,0.95
NG_CCGT_8152_GF,0.95
COAL_8152_GF,0.95
NUC_8152_GF,0.95
NG_CT_13417_GF,0.95
NG_CCGT_13417_GF,0.95
COAL_13417_GF,0.95
NUC_13417_GF,0.95
NG_CT_6008_GF,0.95
NG_CCGT_6008_GF,0.95
COAL_6008_GF,0.95
NUC_6008_GF,0.95
NG_CT_13126_GF,0.95
NG_CCGT_13126_GF,0.95
COAL_13126_GF,0.95
NUC_13126_GF,0.95
NG_CT_8139_GF,0.95
NG_CCGT_8139_GF,0.95
COAL_8139_GF,0.95
NUC_8139_GF,0.95
NG_CT_4059_GF,0.95
NG_CCGT_4059_GF,0.95
COAL_4059_GF,0.95
NUC_4059_GF,0.95
NG_CT_8116_GF,0.95
NG_CCGT_8116_GF,0.95
COAL_8116_GF,0.95
NUC_8116_GF,0.95
NG_CT_6007_GF,0.95
NG_CCGT_6007_GF,0.95
COAL_6007_GF,0.95
NUC_6007_GF,0.95
NG_CT_8115_GF,0.95
NG_CCGT_8115_GF,0.95
COAL_8115_GF,0.95
NUC_8115_GF,0.95
NG_CT_6006_GF,0.95
NG_CCGT_6006_GF,0.95
COAL_6006_GF,0.95
NUC_6006_GF,0.95
NG_CT_4058_GF,0.95
NG_CCGT_4058_GF,0.95
COAL_4058_GF,0.95
NUC_4058_GF,0.95
NG_CT_4052_GF,0.95
NG_CCGT_4052_GF,0.95
COAL_4052_GF,0.95
NUC_4052_GF,0.95
NG_CT_8080_GF,0.95
NG_CCGT_8080_GF,0.95
COAL_8080_GF,0.95
NUC_8080_GF,0.95
NG_CT_8079_GF,0.95
NG_CCGT_8079_GF,0.95
COAL_8079_GF,0.95
NUC_8079_GF,0.95
NG_CT_8078_GF,0.95
NG_CCGT_8078_GF,0.95
COAL_8078_GF,0.95
NUC_8078_GF,0.95
NG_CT_1048_GF,0.95
NG_CCGT_1048_GF,0.95
COAL_1048_GF,0.95
NUC_1048_GF,0.95
NG_CT_8051_GF,0.95
NG_CCGT_8051_GF,0.95
COAL_8051_GF,0.95
NUC_8051_GF,0.95
NG_CT_8050_GF,0.95
NG_CCGT_8050_GF,0.95
COAL_8050_GF,0.95
NUC_8050_GF,0.95
NG_CT_8049_GF,0.95
NG_CCGT_8049_GF,0.95
COAL_8049_GF,0.95
NUC_8049_GF,0.95
NG_CT_8046_GF,0.95
NG_CCGT_8046_GF,0.95
COAL_8046_GF,0.95
NUC_8046_GF,0.95
NG_CT_2103_GF,0.95
NG_CCGT_2103_GF,0.95
COAL_2103_GF,0.95
NUC_2103_GF,0.95
NG_CT_7414_GF,0.95
NG_CCGT_7414_GF,0.95
COAL_7414_GF,0.95
NUC_7414_GF,0.95
NG_CT_12597_GF,0.95
NG_CCGT_12597_GF,0.95
COAL_12597_GF,0.95
NUC_12597_GF,0.95
NG_CT_4035_GF,0.95
NG_CCGT_4035_GF,0.95
COAL_4035_GF,0.95
NUC_4035_GF,0.95
NG_CT_7400_GF,0.95
NG_CCGT_7400_GF,0.95
COAL_7400_GF,0.95
NUC_7400_GF,0.95
NG_CT_5326_GF,0.95
NG_CCGT_5326_GF,0.95
COAL_5326_GF,0.95
NUC_5326_GF,0.95
NG_CT_1073_GF,0.95
NG_CCGT_1073_GF,0.95
COAL_1073_GF,0.95
NUC_1073_GF,0.95
NG_CT_5325_GF,0.95
NG_CCGT_5325_GF,0.95
COAL_5325_GF,0.95
NUC_5325_GF,0.95
NG_CT_7392_GF,0.95
NG_CCGT_7392_GF,0.95
COAL_7392_GF,0.95
NUC_7392_GF,0.95
NG_CT_5324_GF,0.95
NG_CCGT_5324_GF,0.95
COAL_5324_GF,0.95
NUC_5324_GF,0.95
NG_CT_12994_GF,0.95
NG_CCGT_12994_GF,0.95
COAL_12994_GF,0.95
NUC_12994_GF,0.95
NG_CT_7357_GF,0.95
NG_CCGT_7357_GF,0.95
COAL_7357_GF,0.95
NUC_7357_GF,0.95
NG_CT_7353_GF,0.95
NG_CCGT_7353_GF,0.95
COAL_7353_GF,0.95
NUC_7353_GF,0.95
NG_CT_1072_GF,0.95
NG_CCGT_1072_GF,0.95
COAL_1072_GF,0.95
NUC_1072_GF,0.95
NG_CT_12958_GF,0.95
NG_CCGT_12958_GF,0.95
COAL_12958_GF,0.95
NUC_12958_GF,0.95
NG_CT_5282_GF,0.95
NG_CCGT_5282_GF,0.95
COAL_5282_GF,0.95
NUC_5282_GF,0.95
NG_CT_2085_GF,0.95
NG_CCGT_2085_GF,0.95
COAL_2085_GF,0.95
NUC_2085_GF,0.95
NG_CT_13356_GF,0.95
NG_CCGT_13356_GF,0.95
COAL_13356_GF,0.95
NUC_13356_GF,0.95
NG_CT_7307_GF,0.95
NG_CCGT_7307_GF,0.95
COAL_7307_GF,0.95
NUC_7307_GF,0.95
NG_CT_13357_GF,0.95
NG_CCGT_13357_GF,0.95
COAL_13357_GF,0.95
NUC_13357_GF,0.95
NG_CT_2084_GF,0.95
NG_CCGT_2084_GF,0.95
COAL_2084_GF,0.95
NUC_2084_GF,0.95
NG_CT_13355_GF,0.95
NG_CCGT_13355_GF,0.95
COAL_13355_GF,0.95
NUC_13355_GF,0.95
NG_CT_5207_GF,0.95
NG_CCGT_5207_GF,0.95
COAL_5207_GF,0.95
NUC_5207_GF,0.95
NG_CT_7184_GF,0.95
NG_CCGT_7184_GF,0.95
COAL_7184_GF,0.95
NUC_7184_GF,0.95
NG_CT_2083_GF,0.95
NG_CCGT_2083_GF,0.95
COAL_2083_GF,0.95
NUC_2083_GF,0.95
NG_CT_13358_GF,0.95
NG_CCGT_13358_GF,0.95
COAL_13358_GF,0.95
NUC_13358_GF,0.95
NG_CT_7170_GF,0.95
NG_CCGT_7170_GF,0.95
COAL_7170_GF,0.95
NUC_7170_GF,0.95
NG_CT_2082_GF,0.95
NG_CCGT_2082_GF,0.95
COAL_2082_GF,0.95
NUC_2082_GF,0.95
NG_CT_7169_GF,0.95
NG_CCGT_7169_GF,0.95
COAL_7169_GF,0.95
NUC_7169_GF,0.95
NG_CT_7168_GF,0.95
NG_CCGT_7168_GF,0.95
COAL_7168_GF,0.95
NUC_7168_GF,0.95
NG_CT_7167_GF,0.95
NG_CCGT_7167_GF,0.95
COAL_7167_GF,0.95
NUC_7167_GF,0.95
NG_CT_12862_GF,0.95
NG_CCGT_12862_GF,0.95
COAL_12862_GF,0.95
NUC_12862_GF,0.95
NG_CT_12861_GF,0.95
NG_CCGT_12861_GF,0.95
COAL_12861_GF,0.95
NUC_12861_GF,0.95
NG_CT_7166_GF,0.95
NG_CCGT_7166_GF,0.95
COAL_7166_GF,0.95
NUC_7166_GF,0.95
NG_CT_7165_GF,0.95
NG_CCGT_7165_GF,0.95
COAL_7165_GF,0.95
NUC_7165_GF,0.95
NG_CT_7164_GF,0.95
NG_CCGT_7164_GF,0.95
COAL_7164_GF,0.95
NUC_7164_GF,0.95
NG_CT_7159_GF,0.95
NG_CCGT_7159_GF,0.95
COAL_7159_GF,0.95
NUC_7159_GF,0.95
NG_CT_7144_GF,0.95
NG_CCGT_7144_GF,0.95
COAL_7144_GF,0.95
NUC_7144_GF,0.95
NG_CT_12806_GF,0.95
NG_CCGT_12806_GF,0.95
COAL_12806_GF,0.95
NUC_12806_GF,0.95
NG_CT_7137_GF,0.95
NG_CCGT_7137_GF,0.95
COAL_7137_GF,0.95
NUC_7137_GF,0.95
NG_CT_12805_GF,0.95
NG_CCGT_12805_GF,0.95
COAL_12805_GF,0.95
NUC_12805_GF,0.95
NG_CT_7136_GF,0.95
NG_CCGT_7136_GF,0.95
COAL_7136_GF,0.95
NUC_7136_GF,0.95
NG_CT_7135_GF,0.95
NG_CCGT_7135_GF,0.95
COAL_7135_GF,0.95
NUC_7135_GF,0.95
NG_CT_7133_GF,0.95
NG_CCGT_7133_GF,0.95
COAL_7133_GF,0.95
NUC_7133_GF,0.95
NG_CT_6277_GF,0.95
NG_CCGT_6277_GF,0.95
COAL_6277_GF,0.95
NUC_6277_GF,0.95
NG_CT_1063_GF,0.95
NG_CCGT_1063_GF,0.95
COAL_1063_GF,0.95
NUC_1063_GF,0.95
NG_CT_5012_GF,0.95
NG_CCGT_5012_GF,0.95
COAL_5012_GF,0.95
NUC_5012_GF,0.95
NG_CT_12761_GF,0.95
NG_CCGT_12761_GF,0.95
COAL_12761_GF,0.95
NUC_12761_GF,0.95
NG_CT_12743_GF,0.95
NG_CCGT_12743_GF,0.95
COAL_12743_GF,0.95
NUC_12743_GF,0.95
NG_CT_12961_GF,0.95
NG_CCGT_12961_GF,0.95
COAL_12961_GF,0.95
NUC_12961_GF,0.95
NG_CT_1062_GF,0.95
NG_CCGT_1062_GF,0.95
COAL_1062_GF,0.95
NUC_1062_GF,0.95
NG_CT_12742_GF,0.95
NG_CCGT_12742_GF,0.95
COAL_12742_GF,0.95
NUC_12742_GF,0.95
NG_CT_7058_GF,0.95
NG_CCGT_7058_GF,0.95
COAL_7058_GF,0.95
NUC_7058_GF,0.95
NG_CT_7355_GF,0.95
NG_CCGT_7355_GF,0.95
COAL_7355_GF,0.95
NUC_7355_GF,0.95
NG_CT_12998_GF,0.95
NG_CCGT_12998_GF,0.95
COAL_12998_GF,0.95
NUC_12998_GF,0.95
NG_CT_12741_GF,0.95
NG_CCGT_12741_GF,0.95
COAL_12741_GF,0.95
NUC_12741_GF,0.95
NG_CT_12740_GF,0.95
NG_CCGT_12740_GF,0.95
COAL_12740_GF,0.95
NUC_12740_GF,0.95
NG_CT_13016_GF,0.95
NG_CCGT_13016_GF,0.95
COAL_13016_GF,0.95
NUC_13016_GF,0.95
NG_CT_7054_GF,0.95
NG_CCGT_7054_GF,0.95
COAL_7054_GF,0.95
NUC_7054_GF,0.95
NG_CT_13377_GF,0.95
NG_CCGT_13377_GF,0.95
COAL_13377_GF,0.95
NUC_13377_GF,0.95
NG_CT_12729_GF,0.95
NG_CCGT_12729_GF,0.95
COAL_12729_GF,0.95
NUC_12729_GF,0.95
NG_CT_7034_GF,0.95
NG_CCGT_7034_GF,0.95
COAL_7034_GF,0.95
NUC_7034_GF,0.95
NG_CT_12622_GF,0.95
NG_CCGT_12622_GF,0.95
COAL_12622_GF,0.95
NUC_12622_GF,0.95
NG_CT_7033_GF,0.95
NG_CCGT_7033_GF,0.95
COAL_7033_GF,0.95
NUC_7033_GF,0.95
NG_CT_7032_GF,0.95
NG_CCGT_7032_GF,0.95
COAL_7032_GF,0.95
NUC_7032_GF,0.95
NG_CT_7031_GF,0.95
NG_CCGT_7031_GF,0.95
COAL_7031_GF,0.95
NUC_7031_GF,0.95
NG_CT_4162_GF,0.95
NG_CCGT_4162_GF,0.95
COAL_4162_GF,0.95
NUC_4162_GF,0.95
NG_CT_7029_GF,0.95
NG_CCGT_7029_GF,0.95
COAL_7029_GF,0.95
NUC_7029_GF,0.95
NG_CT_13406_GF,0.95
NG_CCGT_13406_GF,0.95
COAL_13406_GF,0.95
NUC_13406_GF,0.95
NG_CT_12706_GF,0.95
NG_CCGT_12706_GF,0.95
COAL_12706_GF,0.95
NUC_12706_GF,0.95
NG_CT_12705_GF,0.95
NG_CCGT_12705_GF,0.95
COAL_12705_GF,0.95
NUC_12705_GF,0.95
NG_CT_12702_GF,0.95
NG_CCGT_12702_GF,0.95
COAL_12702_GF,0.95
NUC_12702_GF,0.95
NG_CT_4161_GF,0.95
NG_CCGT_4161_GF,0.95
COAL_4161_GF,0.95
NUC_4161_GF,0.95
NG_CT_12701_GF,0.95
NG_CCGT_12701_GF,0.95
COAL_12701_GF,0.95
NUC_12701_GF,0.95
NG_CT_7024_GF,0.95
NG_CCGT_7024_GF,0.95
COAL_7024_GF,0.95
NUC_7024_GF,0.95
NG_CT_12692_GF,0.95
NG_CCGT_12692_GF,0.95
COAL_12692_GF,0.95
NUC_12692_GF,0.95
NG_CT_12689_GF,0.95
NG_CCGT_12689_GF,0.95
COAL_12689_GF,0.95
NUC_12689_GF,0.95
NG_CT_1074_GF,0.95
NG_CCGT_1074_GF,0.95
COAL_1074_GF,0.95
NUC_1074_GF,0.95
NG_CT_2024_GF,0.95
NG_CCGT_2024_GF,0.95
COAL_2024_GF,0.95
NUC_2024_GF,0.95
NG_CT_7007_GF,0.95
NG_CCGT_7007_GF,0.95
COAL_7007_GF,0.95
NUC_7007_GF,0.95
NG_CT_7005_GF,0.95
NG_CCGT_7005_GF,0.95
COAL_7005_GF,0.95
NUC_7005_GF,0.95
NG_CT_4116_GF,0.95
NG_CCGT_4116_GF,0.95
COAL_4116_GF,0.95
NUC_4116_GF,0.95
NG_CT_6304_GF,0.95
NG_CCGT_6304_GF,0.95
COAL_6304_GF,0.95
NUC_6304_GF,0.95
NG_CT_6302_GF,0.95
NG_CCGT_6302_GF,0.95
COAL_6302_GF,0.95
NUC_6302_GF,0.95
NG_CT_2023_GF,0.95
NG_CCGT_2023_GF,0.95
COAL_2023_GF,0.95
NUC_2023_GF,0.95
NG_CT_6301_GF,0.95
NG_CCGT_6301_GF,0.95
COAL_6301_GF,0.95
NUC_6301_GF,0.95
NG_CT_12623_GF,0.95
NG_CCGT_12623_GF,0.95
COAL_12623_GF,0.95
NUC_12623_GF,0.95
NG_CT_12673_GF,0.95
NG_CCGT_12673_GF,0.95
COAL_12673_GF,0.95
NUC_12673_GF,0.95
NG_CT_6297_GF,0.95
NG_CCGT_6297_GF,0.95
COAL_6297_GF,0.95
NUC_6297_GF,0.95
NG_CT_12672_GF,0.95
NG_CCGT_12672_GF,0.95
COAL_12672_GF,0.95
NUC_12672_GF,0.95
NG_CT_12671_GF,0.95
NG_CCGT_12671_GF,0.95
COAL_12671_GF,0.95
NUC_12671_GF,0.95
NG_CT_6296_GF,0.95
NG_CCGT_6296_GF,0.95
COAL_6296_GF,0.95
NUC_6296_GF,0.95
NG_CT_12670_GF,0.95
NG_CCGT_12670_GF,0.95
COAL_12670_GF,0.95
NUC_12670_GF,0.95
NG_CT_12669_GF,0.95
NG_CCGT_12669_GF,0.95
COAL_12669_GF,0.95
NUC_12669_GF,0.95
NG_CT_4103_GF,0.95
NG_CCGT_4103_GF,0.95
COAL_4103_GF,0.95
NUC_4103_GF,0.95
NG_CT_12507_GF,0.95
NG_CCGT_12507_GF,0.95
COAL_12507_GF,0.95
NUC_12507_GF,0.95
NG_CT_1052_GF,0.95
NG_CCGT_1052_GF,0.95
COAL_1052_GF,0.95
NUC_1052_GF,0.95
NG_CT_12645_GF,0.95
NG_CCGT_12645_GF,0.95
COAL_12645_GF,0.95
NUC_12645_GF,0.95
NG_CT_12644_GF,0.95
NG_CCGT_12644_GF,0.95
COAL_12644_GF,0.95
NUC_12644_GF,0.95
NG_CT_6260_GF,0.95
NG_CCGT_6260_GF,0.95
COAL_6260_GF,0.95
NUC_6260_GF,0.95
NG_CT_12628_GF,0.95
NG_CCGT_12628_GF,0.95
COAL_12628_GF,0.95
NUC_12628_GF,0.95
NG_CT_6259_GF,0.95
NG_CCGT_6259_GF,0.95
COAL_6259_GF,0.95
NUC_6259_GF,0.95
NG_CT_12627_GF,0.95
NG_CCGT_12627_GF,0.95
COAL_12627_GF,0.95
NUC_12627_GF,0.95
NG_CT_12626_GF,0.95
NG_CCGT_12626_GF,0.95
COAL_12626_GF,0.95
NUC_12626_GF,0.95
NG_CT_6258_GF,0.95
NG_CCGT_6258_GF,0.95
COAL_6258_GF,0.95
NUC_6258_GF,0.95
NG_CT_6257_GF,0.95
NG_CCGT_6257_GF,0.95
COAL_6257_GF,0.95
NUC_6257_GF,0.95
NG_CT_1051_GF,0.95
NG_CCGT_1051_GF,0.95
COAL_1051_GF,0.95
NUC_1051_GF,0.95
NG_CT_6254_GF,0.95
NG_CCGT_6254_GF,0.95
COAL_6254_GF,0.95
NUC_6254_GF,0.95
NG_CT_12616_GF,0.95
NG_CCGT_12616_GF,0.95
COAL_12616_GF,0.95
NUC_12616_GF,0.95
NG_CT_12614_GF,0.95
NG_CCGT_12614_GF,0.95
COAL_12614_GF,0.95
NUC_12614_GF,0.95
NG_CT_12612_GF,0.95
NG_CCGT_12612_GF,0.95
COAL_12612_GF,0.95
NUC_12612_GF,0.95
NG_CT_2118_GF,0.95
NG_CCGT_2118_GF,0.95
COAL_2118_GF,0.95
NUC_2118_GF,0.95
NG_CT_12611_GF,0.95
NG_CCGT_12611_GF,0.95
COAL_12611_GF,0.95
NUC_12611_GF,0.95
NG_CT_12610_GF,0.95
NG_CCGT_12610_GF,0.95
COAL_12610_GF,0.95
NUC_12610_GF,0.95
NG_CT_6242_GF,0.95
NG_CCGT_6242_GF,0.95
COAL_6242_GF,0.95
NUC_6242_GF,0.95
NG_CT_12643_GF,0.95
NG_CCGT_12643_GF,0.95
COAL_12643_GF,0.95
NUC_12643_GF,0.95
NG_CT_13376_GF,0.95
NG_CCGT_13376_GF,0.95
COAL_13376_GF,0.95
NUC_13376_GF,0.95
NG_CT_13345_GF,0.95
NG_CCGT_13345_GF,0.95
COAL_13345_GF,0.95
NUC_13345_GF,0.95
NG_CT_13344_GF,0.95
NG_CCGT_13344_GF,0.95
COAL_13344_GF,0.95
NUC_13344_GF,0.95
NG_CT_13336_GF,0.95
NG_CCGT_13336_GF,0.95
COAL_13336_GF,0.95
NUC_13336_GF,0.95
NG_CT_13327_GF,0.95
NG_CCGT_13327_GF,0.95
COAL_13327_GF,0.95
NUC_13327_GF,0.95
NG_CT_4102_GF,0.95
NG_CCGT_4102_GF,0.95
COAL_4102_GF,0.95
NUC_4102_GF,0.95
NG_CT_13324_GF,0.95
NG_CCGT_13324_GF,0.95
COAL_13324_GF,0.95
NUC_13324_GF,0.95
NG_CT_12589_GF,0.95
NG_CCGT_12589_GF,0.95
COAL_12589_GF,0.95
NUC_12589_GF,0.95
NG_CT_13323_GF,0.95
NG_CCGT_13323_GF,0.95
COAL_13323_GF,0.95
NUC_13323_GF,0.95
NG_CT_13307_GF,0.95
NG_CCGT_13307_GF,0.95
COAL_13307_GF,0.95
NUC_13307_GF,0.95
NG_CT_13305_GF,0.95
NG_CCGT_13305_GF,0.95
COAL_13305_GF,0.95
NUC_13305_GF,0.95
NG_CT_13303_GF,0.95
NG_CCGT_13303_GF,0.95
COAL_13303_GF,0.95
NUC_13303_GF,0.95
NG_CT_13298_GF,0.95
NG_CCGT_13298_GF,0.95
COAL_13298_GF,0.95
NUC_13298_GF,0.95
NG_CT_6168_GF,0.95
NG_CCGT_6168_GF,0.95
COAL_6168_GF,0.95
NUC_6168_GF,0.95
NG_CT_6116_GF,0.95
NG_CCGT_6116_GF,0.95
COAL_6116_GF,0.95
NUC_6116_GF,0.95
NG_CT_13233_GF,0.95
NG_CCGT_13233_GF,0.95
COAL_13233_GF,0.95
NUC_13233_GF,0.95
NG_CT_13231_GF,0.95
NG_CCGT_13231_GF,0.95
COAL_13231_GF,0.95
NUC_13231_GF,0.95
NG_CT_13229_GF,0.95
NG_CCGT_13229_GF,0.95
COAL_13229_GF,0.95
NUC_13229_GF,0.95
NG_CT_13227_GF,0.95
NG_CCGT_13227_GF,0.95
COAL_13227_GF,0.95
NUC_13227_GF,0.95
NG_CT_13225_GF,0.95
NG_CCGT_13225_GF,0.95
COAL_13225_GF,0.95
NUC_13225_GF,0.95
NG_CT_13223_GF,0.95
NG_CCGT_13223_GF,0.95
COAL_13223_GF,0.95
NUC_13223_GF,0.95
NG_CT_13221_GF,0.95
NG_CCGT_13221_GF,0.95
COAL_13221_GF,0.95
NUC_13221_GF,0.95
NG_CT_13219_GF,0.95
NG_CCGT_13219_GF,0.95
COAL_13219_GF,0.95
NUC_13219_GF,0.95
NG_CT_13182_GF,0.95
NG_CCGT_13182_GF,0.95
COAL_13182_GF,0.95
NUC_13182_GF,0.95
NG_CT_4068_GF,0.95
NG_CCGT_4068_GF,0.95
COAL_4068_GF,0.95
NUC_4068_GF,0.95
NG_CT_4067_GF,0.95
NG_CCGT_4067_GF,0.95
COAL_4067_GF,0.95
NUC_4067_GF,0.95
NG_CT_4065_GF,0.95
NG_CCGT_4065_GF,0.95
COAL_4065_GF,0.95
NUC_4065_GF,0.95
NG_CT_13128_GF,0.95
NG_CCGT_13128_GF,0.95
COAL_13128_GF,0.95
NUC_13128_GF,0.95
NG_CT_6027_GF,0.95
NG_CCGT_6027_GF,0.95
COAL_6027_GF,0.95
NUC_6027_GF,0.95
NG_CT_8141_GF,0.95
NG_CCGT_8141_GF,0.95
COAL_8141_GF,0.95
NUC_8141_GF,0.95
NG_CT_13094_GF,0.95
NG_CCGT_13094_GF,0.95
COAL_13094_GF,0.95
NUC_13094_GF,0.95
NG_CT_13090_GF,0.95
NG_CCGT_13090_GF,0.95
COAL_13090_GF,0.95
NUC_13090_GF,0.95
NG_CT_13088_GF,0.95
NG_CCGT_13088_GF,0.95
COAL_13088_GF,0.95
NUC_13088_GF,0.95
NG_CT_13086_GF,0.95
NG_CCGT_13086_GF,0.95
COAL_13086_GF,0.95
NUC_13086_GF,0.95
NG_CT_13332_GF,0.95
NG_CCGT_13332_GF,0.95
COAL_13332_GF,0.95
NUC_13332_GF,0.95
NG_CT_13338_GF,0.95
NG_CCGT_13338_GF,0.95
COAL_13338_GF,0.95
NUC_13338_GF,0.95
NG_CT_13340_GF,0.95
NG_CCGT_13340_GF,0.95
COAL_13340_GF,0.95
NUC_13340_GF,0.95
NG_CT_13028_GF,0.95
NG_CCGT_13028_GF,0.95
COAL_13028_GF,0.95
NUC_13028_GF,0.95
NG_CT_12993_GF,0.95
NG_CCGT_12993_GF,0.95
COAL_12993_GF,0.95
NUC_12993_GF,0.95
NG_CT_4007_GF,0.95
NG_CCGT_4007_GF,0.95
COAL_4007_GF,0.95
NUC_4007_GF,0.95
NG_CT_12969_GF,0.95
NG_CCGT_12969_GF,0.95
COAL_12969_GF,0.95
NUC_12969_GF,0.95
NG_CT_3120_GF,0.95
NG_CCGT_3120_GF,0.95
COAL_3120_GF,0.95
NUC_3120_GF,0.95
NG_CT_12944_GF,0.95
NG_CCGT_12944_GF,0.95
COAL_12944_GF,0.95
NUC_12944_GF,0.95
NG_CT_12881_GF,0.95
NG_CCGT_12881_GF,0.95
COAL_12881_GF,0.95
NUC_12881_GF,0.95
NG_CT_12786_GF,0.95
NG_CCGT_12786_GF,0.95
COAL_12786_GF,0.95
NUC_12786_GF,0.95
NG_CT_12782_GF,0.95
NG_CCGT_12782_GF,0.95
COAL_12782_GF,0.95
NUC_12782_GF,0.95
NG_CT_12759_GF,0.95
NG_CCGT_12759_GF,0.95
COAL_12759_GF,0.95
NUC_12759_GF,0.95
NG_CT_1033_GF,0.95
NG_CCGT_1033_GF,0.95
COAL_1033_GF,0.95
NUC_1033_GF,0.95
NG_CT_12720_GF,0.95
NG_CCGT_12720_GF,0.95
COAL_12720_GF,0.95
NUC_12720_GF,0.95
NG_CT_12711_GF,0.95
NG_CCGT_12711_GF,0.95
COAL_12711_GF,0.95
NUC_12711_GF,0.95
NG_CT_12680_GF,0.95
NG_CCGT_12680_GF,0.95
COAL_12680_GF,0.95
NUC_12680_GF,0.95
NG_CT_4111_GF,0.95
NG_CCGT_4111_GF,0.95
COAL_4111_GF,0.95
NUC_4111_GF,0.95
NG_CT_12666_GF,0.95
NG_CCGT_12666_GF,0.95
COAL_12666_GF,0.95
NUC_12666_GF,0.95
NG_CT_12662_GF,0.95
NG_CCGT_12662_GF,0.95
COAL_12662_GF,0.95
NUC_12662_GF,0.95
NG_CT_13428_GF,0.95
NG_CCGT_13428_GF,0.95
COAL_13428_GF,0.95
NUC_13428_GF,0.95
NG_CT_13427_GF,0.95
NG_CCGT_13427_GF,0.95
COAL_13427_GF,0.95
NUC_13427_GF,0.95
NG_CT_13425_GF,0.95
NG_CCGT_13425_GF,0.95
COAL_13425_GF,0.95
NUC_13425_GF,0.95
NG_CT_12658_GF,0.95
NG_CCGT_12658_GF,0.95
COAL_12658_GF,0.95
NUC_12658_GF,0.95
NG_CT_13415_GF,0.95
NG_CCGT_13415_GF,0.95
COAL_13415_GF,0.95
NUC_13415_GF,0.95
NG_CT_13412_GF,0.95
NG_CCGT_13412_GF,0.95
COAL_13412_GF,0.95
NUC_13412_GF,0.95
NG_CT_13403_GF,0.95
NG_CCGT_13403_GF,0.95
COAL_13403_GF,0.95
NUC_13403_GF,0.95
NG_CT_12641_GF,0.95
NG_CCGT_12641_GF,0.95
COAL_12641_GF,0.95
NUC_12641_GF,0.95
NG_CT_13389_GF,0.95
NG_CCGT_13389_GF,0.95
COAL_13389_GF,0.95
NUC_13389_GF,0.95
NG_CT_13386_GF,0.95
NG_CCGT_13386_GF,0.95
COAL_13386_GF,0.95
NUC_13386_GF,0.95
NG_CT_5049_GF,0.95
NG_CCGT_5049_GF,0.95
COAL_5049_GF,0.95
NUC_5049_GF,0.95
NG_CT_12727_GF,0.95
NG_CCGT_12727_GF,0.95
COAL_12727_GF,0.95
NUC_12727_GF,0.95
NG_CT_12726_GF,0.95
NG_CCGT_12726_GF,0.95
COAL_12726_GF,0.95
NUC_12726_GF,0.95
NG_CT_12725_GF,0.95
NG_CCGT_12725_GF,0.95
COAL_12725_GF,0.95
NUC_12725_GF,0.95
NG_CT_12723_GF,0.95
NG_CCGT_12723_GF,0.95
COAL_12723_GF,0.95
NUC_12723_GF,0.95
NG_CT_12722_GF,0.95
NG_CCGT_12722_GF,0.95
COAL_12722_GF,0.95
NUC_12722_GF,0.95
NG_CT_12525_GF,0.95
NG_CCGT_12525_GF,0.95
COAL_12525_GF,0.95
NUC_12525_GF,0.95
NG_CT_12524_GF,0.95
NG_CCGT_12524_GF,0.95
COAL_12524_GF,0.95
NUC_12524_GF,0.95
NG_CT_6080_GF,0.95
NG_CCGT_6080_GF,0.95
COAL_6080_GF,0.95
NUC_6080_GF,0.95
NG_CT_6079_GF,0.95
NG_CCGT_6079_GF,0.95
COAL_6079_GF,0.95
NUC_6079_GF,0.95
NG_CT_6078_GF,0.95
NG_CCGT_6078_GF,0.95
COAL_6078_GF,0.95
NUC_6078_GF,0.95
NG_CT_12504_GF,0.95
NG_CCGT_12504_GF,0.95
COAL_12504_GF,0.95
NUC_12504_GF,0.95
NG_CT_12503_GF,0.95
NG_CCGT_12503_GF,0.95
COAL_12503_GF,0.95
NUC_12503_GF,0.95
NG_CT_12502_GF,0.95
NG_CCGT_12502_GF,0.95
COAL_12502_GF,0.95
NUC_12502_GF,0.95
NG_CT_8088_GF,0.95
NG_CCGT_8088_GF,0.95
COAL_8088_GF,0.95
NUC_8088_GF,0.95
NG_CT_8087_GF,0.95
NG_CCGT_8087_GF,0.95
COAL_8087_GF,0.95
NUC_8087_GF,0.95
NG_CT_8071_GF,0.95
NG_CCGT_8071_GF,0.95
COAL_8071_GF,0.95
NUC_8071_GF,0.95
NG_CT_8070_GF,0.95
NG_CCGT_8070_GF,0.95
COAL_8070_GF,0.95
NUC_8070_GF,0.95
NG_CT_5360_GF,0.95
NG_CCGT_5360_GF,0.95
COAL_5360_GF,0.95
NUC_5360_GF,0.95
NG_CT_4030_GF,0.95
NG_CCGT_4030_GF,0.95
COAL_4030_GF,0.95
NUC_4030_GF,0.95
NG_CT_4026_GF,0.95
NG_CCGT_4026_GF,0.95
COAL_4026_GF,0.95
NUC_4026_GF,0.95
NG_CT_7349_GF,0.95
NG_CCGT_7349_GF,0.95
COAL_7349_GF,0.95
NUC_7349_GF,0.95
NG_CT_12777_GF,0.95
NG_CCGT_12777_GF,0.95
COAL_12777_GF,0.95
NUC_12777_GF,0.95
NG_CT_12776_GF,0.95
NG_CCGT_12776_GF,0.95
COAL_12776_GF,0.95
NUC_12776_GF,0.95
WND_13246_1,0.147
