Network_Lines,Start_Zone,End_Zone,Line_Max_Flow_MW,Line_Max_Reinforcement_MW,Line_Reinforcement_Cost_per_MWyr,Line_Loss_Percentage,Line_Voltage_kV,Line_Reactance_Ohms
2134,1044,1052,395.9,0.0,4049.1927835252486,0.0014,1,0.01151
2135,1044,1066,750.0,0.0,2831.982022415694,0.00172,1,0.01789
2136,1044,1066,396.9,0.0,5351.439951654751,0.00173,1,0.01468
2137,1044,1133,750.0,0.0,1996.0730927182076,0.00123,1,0.01275
2138,1044,1133,750.0,0.0,1996.0730927182076,0.00123,1,0.01275
2139,1044,1245,403.8,0.0,13234.416001185858,0.00526,1,0.04248
2140,1044,1299,443.0,0.0,4812.105950178021,0.00352,1,0.02515
2141,1045,1227,112.9,0.0,2799.485108246398,0.00365,1,0.01899
2142,1046,1065,2020.0,0.0,7412.152846803017,0.00105,1,0.01278
2143,1047,1205,443.0,0.0,1779.269431527619,0.00129,1,0.00919
2144,1047,1245,411.7,0.0,9100.416287670283,0.00385,1,0.03069
2145,1047,1313,454.0,0.0,2280.6261199488536,0.0009,1,0.00876
2146,1048,1027,221.0,0.0,410.96717901131024,0.0008,1,0.00518
2147,1048,1027,221.0,0.0,410.96717901131024,0.0008,1,0.00518
2148,1048,1160,140.3,0.0,1589.915559689805,0.00378,1,0.0191
2149,1048,1207,149.0,0.0,3212.8698590853155,0.00927,1,0.03846
2150,1049,1219,221.0,0.0,1459.0641368489603,0.0039,1,0.02665
2151,1049,1219,221.0,0.0,1459.0641368489603,0.0039,1,0.02665
2152,1050,1167,132.4,0.0,3732.8210934760114,0.00947,1,0.03794
2153,1050,1188,149.0,0.0,2047.8315756148756,0.00617,1,0.02696
2154,1050,1243,204.4,0.0,401.51906759110625,0.00072,1,0.00343
2155,1050,1243,204.4,0.0,401.51906759110625,0.00072,1,0.00343
2156,1050,1252,149.0,0.0,3996.586470309178,0.00593,1,0.02596
2157,1050,1288,221.0,0.0,773.9091997756954,0.0021,1,0.01432
2158,1050,1288,221.0,0.0,773.9091997756954,0.0021,1,0.01432
2159,1051,1217,2020.0,0.0,2151.1757258615,0.00031,1,0.0037
2160,1052,1183,523.0,0.0,1636.0235241967089,0.00141,1,0.01004
2161,1052,1253,647.0,0.0,3915.084237077212,0.00296,1,0.02891
2162,1052,1255,483.2,0.0,3391.2159538501523,0.00123,1,0.01193
2163,1052,1299,411.5,0.0,2096.576197348877,0.00066,1,0.00635
2164,1053,1135,221.0,0.0,1212.3822959974223,0.00335,1,0.02337
2165,1053,1135,221.0,0.0,1212.3822959974223,0.00335,1,0.02337
2166,1054,1254,98.0,0.0,5717.9937008292,0.00882,1,0.0504
2167,1055,1065,2020.0,0.0,952.8995299508184,0.00014,1,0.00165
2168,1056,1066,548.0,0.0,1539.9482451985953,0.001,1,0.00977
2169,1056,1147,449.3,0.0,2699.660885219198,0.00138,1,0.01201
2170,1056,1162,548.0,0.0,9824.28156012296,0.00628,1,0.06139
2171,1056,1245,428.3,0.0,6051.331288832182,0.00308,1,0.02543
2172,1056,1267,422.1,0.0,2353.5828154656074,0.00091,1,0.00907
2173,1057,1115,221.0,0.0,2284.663031699413,0.00613,1,0.04269
2174,1057,1115,221.0,0.0,2284.663031699413,0.00613,1,0.04269
2175,1057,1115,221.0,0.0,2284.663031699413,0.00613,1,0.04269
2176,1059,1142,221.0,0.0,2816.446258690331,0.00969,1,0.05535
2177,1060,1043,221.0,0.0,1724.3984605934677,0.00446,1,0.03049
2178,1060,1043,221.0,0.0,1724.3984605934677,0.00446,1,0.03049
2179,1060,1145,108.7,0.0,4289.486480348347,0.00702,1,0.03547
2180,1060,1202,221.0,0.0,1115.189421280777,0.00959,1,0.02345
2181,1060,1207,98.0,0.0,3297.283661925732,0.01257,1,0.03074
2182,1060,1216,131.0,0.0,2994.0127222843457,0.00568,1,0.02261
2183,1060,1273,113.9,0.0,2075.75875291414,0.00114,1,0.00497
2184,1061,1074,2437.0,0.0,3493.9009150059883,0.0006,1,0.00726
2185,1061,1074,2437.0,0.0,3493.9009150059883,0.0006,1,0.00726
2186,1061,1100,3302.0,0.0,4089.358353639633,0.0005,1,0.00773
2187,1061,1498,2411.0,0.0,5683.84346347439,0.00097,1,0.01173
2188,1061,1498,2411.0,0.0,5683.84346347439,0.00097,1,0.01173
2189,1061,1498,2411.0,0.0,5683.84346347439,0.00097,1,0.01173
2190,1062,1177,647.0,0.0,5562.781607331573,0.00419,1,0.04091
2191,1063,1306,450.0,0.0,1394.113132197401,0.01342,1,0.05869
2192,1064,1239,98.0,0.0,6225.079864511023,0.00781,1,0.04461
2193,1065,1051,2020.0,0.0,4155.298970303914,0.00059,1,0.00714
2194,1065,1154,2138.1,0.0,6675.572313178133,0.00041,1,0.0078
2195,1065,1312,2079.6,0.0,7960.377172538225,0.00086,1,0.01026
2196,1066,1147,454.9,0.0,2957.413840040982,0.00122,1,0.01293
2197,1066,1245,476.7,0.0,7176.7369040566255,0.00313,1,0.02593
2198,1066,1255,490.7,0.0,7190.05296145042,0.0027,1,0.02739
2199,1067,1025,221.0,0.0,1592.3446125078399,0.00427,1,0.02759
2200,1067,1025,221.0,0.0,1592.3446125078399,0.00427,1,0.02759
2201,1067,1025,221.0,0.0,1592.3446125078399,0.00427,1,0.02759
2202,1074,1094,2020.0,0.0,2389.5555443892667,0.00034,1,0.00413
2203,1074,1628,2411.0,0.0,6892.689960448301,0.00097,1,0.01173
2204,1074,1628,2411.0,0.0,6892.689960448301,0.00097,1,0.01173
2205,1075,1095,850.0,0.0,2505.553826104723,0.00351,1,0.02507
2206,1076,1126,450.0,0.0,1227.3258111365324,0.01114,1,0.04621
2207,1076,1278,149.0,0.0,3355.421331561705,0.01033,1,0.04605
2208,1076,2270,264.0,0.0,4760.494084557488,0.02197,1,0.10586
2209,1080,1141,176.0,0.0,1160.166918449702,0.00412,1,0.01838
2210,1083,1127,221.0,0.0,1977.6617982527391,0.00536,1,0.03659
2211,1083,1309,187.1,0.0,1546.9112273082485,0.00324,1,0.01527
2212,1083,1316,163.8,0.0,1030.5032760499312,0.00246,1,0.01093
2213,1083,1318,221.0,0.0,646.4086523908223,0.00317,1,0.01386
2214,1084,1161,221.0,0.0,2284.5399853494077,0.01965,1,0.04804
2215,1085,1089,147.3,0.0,6170.144810144787,0.01237,1,0.06501
2216,1085,1305,221.0,0.0,4756.3110872373045,0.02122,1,0.09289
2217,1086,1176,149.0,0.0,2538.9933645696865,0.00537,1,0.02229
2218,1087,1045,251.0,0.0,750.877414942004,0.00228,1,0.01555
2219,1087,1045,251.0,0.0,750.877414942004,0.00228,1,0.01555
2220,1087,1086,98.0,0.0,2824.654435804903,0.01077,1,0.02588
2221,1087,1315,221.0,0.0,1150.6000991849985,0.00312,1,0.02171
2222,1087,1315,221.0,0.0,1150.6000991849985,0.00312,1,0.02171
2223,1088,1316,221.0,0.0,1631.552095998597,0.00442,1,0.03018
2224,1088,1316,221.0,0.0,1631.552095998597,0.00442,1,0.03018
2225,1088,1316,128.1,0.0,2814.7776207313814,0.00395,1,0.01934
2226,1088,1321,250.0,0.0,1931.9608749682893,0.00976,1,0.04048
2227,1089,1187,98.0,0.0,11624.050005164567,0.01775,1,0.10129
2228,1089,1305,98.0,0.0,14881.739852389026,0.0227,1,0.13634
2229,1090,1203,221.0,0.0,1351.4135020145677,0.00366,1,0.025
2230,1090,1203,221.0,0.0,1351.4135020145677,0.00366,1,0.025
2231,1090,1208,149.0,0.0,3469.8928801063857,0.01044,1,0.04569
2232,1091,1114,221.0,0.0,1170.8426176917565,0.00317,1,0.02048
2233,1091,1114,221.0,0.0,1170.8426176917565,0.00317,1,0.02048
2234,1091,1160,131.2,0.0,3213.3308554765017,0.00399,1,0.02372
2235,1091,1193,130.0,0.0,1366.8483465983861,0.00691,1,0.01691
2236,1091,1257,149.0,0.0,1834.25825772588,0.00552,1,0.02415
2237,1092,1185,101.7,0.0,1101.7752365216702,0.0014,1,0.00754
2238,1092,1189,98.0,0.0,1743.5357620220593,0.00266,1,0.01519
2239,1092,1208,98.0,0.0,2029.6660502410366,0.0031,1,0.01769
2240,1092,1277,149.0,0.0,2216.2940672005184,0.00667,1,0.02767
2241,1092,1285,118.3,0.0,2002.1188096158564,0.0054,1,0.0218
2242,1093,1119,98.0,0.0,10952.605220842182,0.01671,1,0.10034
2243,1093,1251,98.0,0.0,3707.1097454042374,0.00566,1,0.0323
2244,1093,1285,130.1,0.0,4779.680126885825,0.00651,1,0.03605
2245,1093,2448,131.5,0.0,5109.832576000142,0.01001,1,0.04127
2246,1094,2180,2277.2,0.0,2445.5158400531186,0.0002,1,0.00284
2247,1095,1014,1400.0,0.0,1614.4620225027465,0.00197,1,0.0205
2248,1096,1108,221.0,0.0,3109.0035641795575,0.00862,1,0.06005
2249,1096,1108,221.0,0.0,3109.0035641795575,0.00862,1,0.06005
2250,1096,1168,149.0,0.0,4277.678158350839,0.01177,1,0.05149
2251,1096,2270,264.0,0.0,3581.883289522208,0.01144,1,0.05683
2252,1100,1041,2768.0,0.0,3402.750827964392,0.00039,1,0.00803
2253,1100,1785,2020.0,0.0,7961.1512120210755,0.00113,1,0.01368
2254,1101,1042,548.0,0.0,7545.189309315809,0.00498,1,0.04865
2255,1101,1177,523.0,0.0,5679.692602012682,0.00493,1,0.03524
2256,1103,412,220.0,0.0,4849.014752978026,0.04153,1,0.10149
2257,1104,1160,221.0,0.0,458.48435911447456,0.00078,1,0.00501
2258,1104,1160,221.0,0.0,458.48435911447456,0.00078,1,0.00501
2259,1104,1160,106.5,0.0,951.4088578807407,0.00126,1,0.00582
2260,1104,1210,129.4,0.0,1076.0921290620115,0.00182,1,0.00964
2261,1104,1221,165.9,0.0,1171.8647632397847,0.00175,1,0.0089
2262,1104,1310,149.0,0.0,1146.7215506782102,0.00258,1,0.01129
2263,1105,1189,149.0,0.0,3418.118835503137,0.01029,1,0.04585
2264,1105,1238,98.0,0.0,3380.6979010143828,0.00516,1,0.03097
2265,1106,1176,149.0,0.0,1881.9127580592683,0.0085,1,0.03718
2266,1106,1203,117.2,0.0,1799.341923482271,0.0015,1,0.00757
2267,1106,1208,98.0,0.0,6229.333958339409,0.0095,1,0.05707
2268,1106,1227,149.0,0.0,1039.155678558855,0.00313,1,0.01394
2269,1107,1088,98.0,0.0,9204.572064253069,0.02711,1,0.06628
2270,1109,1029,2020.0,0.0,935.109061627514,0.00013,1,0.00161
2271,1109,1307,2768.0,0.0,1120.2676371204323,9.0e-5,1,0.00182
2272,1109,1312,2768.0,0.0,791.6058653438653,9.0e-5,1,0.00182
2273,1110,1317,548.0,0.0,1419.4247503487202,0.00095,1,0.00925
2274,1110,1317,421.9,0.0,1843.6709248426137,0.00096,1,0.0094
2275,1111,1031,221.0,0.0,1791.5599204788784,0.00776,1,0.03392
2276,1111,1127,142.1,0.0,4634.974485178037,0.00935,1,0.04353
2277,1111,1128,143.7,0.0,3822.5324661475183,0.00607,1,0.0273
2278,1112,1033,221.0,0.0,1158.7163900785197,0.00399,1,0.02277
2279,1112,1159,220.0,0.0,1713.0579367674245,0.00587,1,0.03351
2280,1112,1164,98.0,0.0,6266.134826159595,0.0239,1,0.05842
2281,1113,1292,98.0,0.0,8152.814598143411,0.0311,1,0.07602
2282,1114,1043,221.0,0.0,1536.9309129349258,0.00473,1,0.03056
2283,1114,1043,221.0,0.0,1536.9309129349258,0.00473,1,0.03056
2284,1114,1216,98.0,0.0,2493.8060748917396,0.00405,1,0.02315
2285,1115,1122,211.0,0.0,4322.914157915347,0.01842,1,0.07644
2286,1115,1281,149.0,0.0,6332.032410888235,0.01906,1,0.08338
2287,1116,1287,149.0,0.0,6158.020127114541,0.01845,1,0.08069
2288,1117,1036,221.0,0.0,881.2194545107767,0.00239,1,0.01662
2289,1117,1036,221.0,0.0,881.2194545107767,0.00239,1,0.01662
2290,1117,1121,221.0,0.0,845.198127448871,0.00394,1,0.01755
2291,1117,1161,221.0,0.0,2671.143771652192,0.00718,1,0.05004
2292,1117,1161,221.0,0.0,2671.143771652192,0.00718,1,0.05004
2293,1117,1214,134.0,0.0,3295.7716662339108,0.00748,1,0.03812
2294,1117,1280,98.0,0.0,6014.184483414226,0.00918,1,0.0551
2295,1117,1280,140.0,0.0,4209.929138389958,0.01477,1,0.04886
2296,1118,1220,220.0,0.0,3727.8963499678866,0.01441,1,0.08233
2297,1118,1804,98.0,0.0,12409.460861743211,0.03513,1,0.08585
2298,1119,1167,106.7,0.0,2370.9323655482817,0.00364,1,0.01814
2299,1119,1186,102.1,0.0,3344.2441442137665,0.0052,1,0.02988
2300,1119,1244,200.0,0.0,2067.8476694427986,0.01619,1,0.03957
2301,1119,2448,178.6,0.0,3258.4813267595223,0.00902,1,0.03889
2302,1119,2448,178.6,0.0,3258.4813267595223,0.00902,1,0.03889
2303,1120,1276,149.0,0.0,8167.862310384968,0.02452,1,0.10724
2304,1120,1301,98.0,0.0,8200.726993382686,0.01251,1,0.07513
2305,1121,1213,230.0,0.0,4771.217917265007,0.0041,1,0.035
2306,1121,1214,149.0,0.0,1743.7510573909606,0.00525,1,0.02339
2307,1122,1228,131.0,0.0,5058.504465660887,0.02579,1,0.06305
2308,1123,1128,98.0,0.0,6716.587052458638,0.00931,1,0.05592
2309,1124,1022,149.0,0.0,3520.7859490713527,0.01059,1,0.04636
2310,1125,1131,246.0,0.0,2216.298888852189,0.01102,1,0.04818
2311,1125,1321,220.0,0.0,3439.9688186334756,0.01529,1,0.06688
2312,1128,1169,98.0,0.0,5317.697884085425,0.018,1,0.04326
2313,1128,1192,111.6,0.0,3031.7978570483765,0.00312,1,0.01182
2314,1128,1200,137.0,0.0,1194.3172342996613,0.00779,1,0.01906
2315,1129,1254,149.0,0.0,6847.006633597667,0.02051,1,0.0914
2316,1130,1304,98.0,0.0,11672.572605000663,0.0178,1,0.10172
2317,1131,985,149.0,0.0,3564.8708085888684,0.01042,1,0.04644
2318,1131,1220,195.0,0.0,7498.938568037063,0.00677,1,0.03018
2319,1131,1220,195.0,0.0,7498.938568037063,0.00677,1,0.03018
2320,1132,1146,2020.0,0.0,3646.885748390824,0.00052,1,0.00627
2321,1132,1182,4352.0,0.0,980.7394530511149,0.00014,1,0.00318
2322,1133,1147,443.0,0.0,7354.064024996213,0.00533,1,0.03805
2323,1133,1223,505.7,0.0,2168.705808358319,0.00088,1,0.00823
2324,1134,1227,181.3,0.0,2125.0600126587606,0.00683,1,0.02571
2325,1134,1227,181.3,0.0,2125.0600126587606,0.00683,1,0.02571
2326,1134,1252,221.0,0.0,3449.2600844002604,0.00613,1,0.04273
2327,1134,1252,221.0,0.0,3449.2600844002604,0.00613,1,0.04273
2328,1134,1279,250.0,0.0,715.8266143196333,0.00214,1,0.01491
2329,1135,1319,221.0,0.0,1506.1297906406426,0.00408,1,0.02634
2330,1135,1319,221.0,0.0,1506.1297906406426,0.00408,1,0.02634
2331,1136,1278,149.0,0.0,6819.661939070307,0.02052,1,0.09148
2332,1137,1162,443.0,0.0,8416.392746069405,0.00504,1,0.036
2333,1137,1183,548.0,0.0,4795.241315309827,0.00248,1,0.02429
2334,1137,1223,383.3,0.0,1747.9280783096926,0.00092,1,0.00826
2335,1137,1255,435.3,0.0,4267.277048803126,0.00083,1,0.00767
2336,1138,1289,221.0,0.0,1519.2775975557709,0.00612,1,0.0418
2337,1138,1289,221.0,0.0,1519.2775975557709,0.00612,1,0.0418
2338,1138,2740,119.3,0.0,1744.148311296988,0.00342,1,0.01267
2339,1140,397,149.0,0.0,7150.306394117189,0.01482,1,0.06605
2340,1140,1167,133.8,0.0,4329.536359693713,0.00803,1,0.03049
2341,1140,1252,98.0,0.0,415.7284169797072,0.00973,1,0.05559
2342,1140,1252,113.4,0.0,359.27147146394447,0.00123,1,0.00467
2343,1140,2448,147.6,0.0,1631.8017871523111,0.006,1,0.02024
2344,1141,349,149.0,0.0,6849.0110374002525,0.01785,1,0.07953
2345,1141,1197,175.0,0.0,2511.2433184972233,0.00926,1,0.0405
2346,1141,1250,221.0,0.0,3222.3004433908054,0.00873,1,0.05961
2347,1142,1129,98.0,0.0,9862.493202284842,0.03763,1,0.09196
2348,1143,1306,98.0,0.0,7350.446422105361,0.02815,1,0.06884
2349,1144,1106,221.0,0.0,1596.832022884097,0.00432,1,0.02954
2350,1144,1106,221.0,0.0,1596.832022884097,0.00432,1,0.02954
2351,1144,1249,250.0,0.0,408.9386405635526,0.00206,1,0.00903
2352,1145,1026,221.0,0.0,1303.9582170820177,0.00176,1,0.01201
2353,1145,1026,221.0,0.0,1303.9582170820177,0.00176,1,0.01201
2354,1145,1026,221.0,0.0,1303.9582170820177,0.00176,1,0.01201
2355,1145,1160,221.0,0.0,683.5394479485908,0.00216,1,0.01479
2356,1145,1160,221.0,0.0,683.5394479485908,0.00216,1,0.01479
2357,1145,1160,108.5,0.0,1392.2785068814615,0.00465,1,0.01935
2358,1145,1216,149.0,0.0,1930.0142956854652,0.00526,1,0.02342
2359,1145,1216,102.9,0.0,2794.6757051227823,0.00483,1,0.02334
2360,1145,1295,149.0,0.0,2389.638677433758,0.00719,1,0.03146
2361,1145,2733,134.0,0.0,4754.422212791736,0.00789,1,0.0379
2362,1146,1055,3146.0,0.0,869.9679196019968,0.00011,1,0.00227
2363,1146,1074,3146.0,0.0,7172.268163607514,0.00084,1,0.01712
2364,1146,1340,3146.0,0.0,6560.715236693926,0.00084,1,0.01712
2365,1147,1183,402.4,0.0,11782.367917690108,0.00403,1,0.04136
2366,1147,1245,443.0,0.0,6383.884624749883,0.00506,1,0.03614
2367,1147,1245,480.6,0.0,5884.437970795252,0.00236,1,0.01964
2368,1147,1247,443.0,0.0,1166.9158323777972,0.00087,1,0.00624
2369,1148,1019,221.0,0.0,1291.646860323834,0.00329,1,0.02128
2370,1153,1167,144.1,0.0,2568.776167024543,0.0044,1,0.02036
2371,1153,1194,149.0,0.0,5985.946927670114,0.01804,1,0.07482
2372,1153,1238,98.0,0.0,1820.3742225165336,0.00295,1,0.00722
2373,1154,1222,2020.0,0.0,4969.549406229146,0.00065,1,0.00782
2374,1155,1218,548.0,0.0,2336.851437867665,0.0015,1,0.01464
2375,1155,1275,443.0,0.0,4736.277778592176,0.00343,1,0.02448
2376,1155,1299,443.0,0.0,4908.891649926912,0.00357,1,0.02552
2377,1158,1039,98.0,0.0,8791.606461863666,0.03354,1,0.08197
2378,1158,1242,250.0,0.0,728.5488318696254,0.00345,1,0.01429
2379,1159,1188,221.0,0.0,963.241866138481,0.00829,1,0.02025
2380,1159,1227,98.0,0.0,1693.5523754407845,0.00258,1,0.01476
2381,1159,1243,136.0,0.0,3412.9434169565584,0.00625,1,0.032
2382,1159,1279,171.6,0.0,1102.1911561875825,0.00133,1,0.00682
2383,1159,1279,171.6,0.0,1102.1911561875825,0.00133,1,0.00682
2384,1159,1285,221.0,0.0,1374.5135729390622,0.00372,1,0.02404
2385,1159,1285,221.0,0.0,1374.5135729390622,0.00372,1,0.02404
2386,1160,1123,250.0,0.0,646.5825974860009,0.00341,1,0.01491
2387,1160,1179,149.0,0.0,4415.135448743104,0.01297,1,0.05381
2388,1160,1257,98.0,0.0,3106.351786752818,0.01181,1,0.02887
2389,1160,1310,148.0,0.0,512.0981822321652,0.00145,1,0.00516
2390,1161,1139,149.0,0.0,3879.3209290974773,0.01188,1,0.04928
2391,1162,1183,432.3,0.0,3105.6881545271654,0.00104,1,0.00961
2392,1162,1218,523.0,0.0,2349.563696306113,0.00202,1,0.01441
2393,1162,1253,383.7,0.0,7537.149661768236,0.00172,1,0.01783
2394,1162,1255,443.0,0.0,4359.7570796047585,0.00317,1,0.02266
2395,1162,1267,548.0,0.0,11373.62343602332,0.00682,1,0.06665
2396,1162,1275,443.0,0.0,7504.277639611804,0.00546,1,0.03901
2397,1162,1275,443.0,0.0,7504.277639611804,0.00546,1,0.03901
2398,1162,1299,647.0,0.0,987.7379706191389,0.00073,1,0.00718
2399,1163,1194,149.0,0.0,3083.8991345516383,0.00915,1,0.04079
2400,1165,1093,149.0,0.0,3174.211720194577,0.00956,1,0.0418
2401,1165,1116,149.0,0.0,1987.7716473470693,0.00599,1,0.02482
2402,1166,1107,98.0,0.0,6833.4956668266295,0.01119,1,0.06392
2403,1167,1186,149.0,0.0,1559.8012851135734,0.00497,1,0.02172
2404,1168,1191,98.0,0.0,8450.005790698886,0.01289,1,0.07363
2405,1169,1170,98.0,0.0,3299.7204131074654,0.01258,1,0.03077
2406,1169,1190,149.0,0.0,3003.5656704006383,0.00904,1,0.04029
2407,1169,1202,98.0,0.0,6090.316542512957,0.02322,1,0.05678
2408,1170,1280,98.0,0.0,3712.042071069168,0.01416,1,0.03461
2409,1171,1172,221.0,0.0,646.7093386011246,0.00175,1,0.01131
2410,1171,1172,221.0,0.0,646.7093386011246,0.00175,1,0.01131
2411,1171,1314,243.0,0.0,652.8924136058318,0.00169,1,0.0118
2412,1171,1314,243.0,0.0,652.8924136058318,0.00169,1,0.0118
2413,1172,1192,133.7,0.0,4613.512384507529,0.01131,1,0.04663
2414,1172,1202,149.0,0.0,2501.1378238085344,0.00752,1,0.03293
2415,1172,1210,121.9,0.0,6049.557705069701,0.00799,1,0.04328
2416,1172,1257,149.0,0.0,2116.616089239158,0.00637,1,0.02643
2417,1173,1075,443.0,0.0,7207.718521405794,0.00528,1,0.03774
2418,1173,1594,460.0,0.0,10244.667442463124,0.00756,1,0.05401
2419,1175,1124,149.0,0.0,4857.329715357287,0.01462,1,0.06065
2420,1175,1136,221.0,0.0,3333.107324731593,0.01488,1,0.06632
2421,1176,1115,221.0,0.0,3492.6763040933038,0.00835,1,0.05393
2422,1178,1191,98.0,0.0,9985.28749473183,0.01507,1,0.09046
2423,1178,1291,98.0,0.0,8969.911696697991,0.03488,1,0.08525
2424,1179,1214,149.0,0.0,2708.751491146186,0.00815,1,0.03567
2425,1180,1126,220.0,0.0,4049.8360765362804,0.018,1,0.07467
2426,1180,1601,450.0,0.0,1611.669078230438,0.01465,1,0.06078
2427,1180,2709,129.4,0.0,9118.424396031316,0.01495,1,0.06366
2428,1181,1089,149.0,0.0,7161.057611195751,0.02156,1,0.08942
2429,1181,1179,149.0,0.0,6621.64736908632,0.01994,1,0.08268
2430,1182,1217,2020.0,0.0,1739.6462321678732,0.00025,1,0.003
2431,1182,1298,2020.0,0.0,834.0048091547394,0.00012,1,0.00144
2432,1183,1255,548.0,0.0,1428.8964355150124,0.00092,1,0.00901
2433,1183,1299,427.6,0.0,1738.3466745505677,0.00088,1,0.00757
2434,1184,1024,221.0,0.0,733.3252193407657,0.00208,1,0.01421
2435,1184,1024,221.0,0.0,733.3252193407657,0.00208,1,0.01421
2436,1184,1024,221.0,0.0,733.3252193407657,0.00208,1,0.01421
2437,1185,1188,174.0,0.0,1164.1169355548484,0.00256,1,0.01249
2438,1185,1189,135.7,0.0,579.3209763274116,0.00155,1,0.00711
2439,1185,1208,98.0,0.0,1651.5945967891203,0.00252,1,0.01513
2440,1185,1243,109.0,0.0,1684.1741220878744,0.00286,1,0.01632
2441,1185,1252,149.0,0.0,4684.86181040136,0.00797,1,0.03555
2442,1186,1188,98.0,0.0,4966.806558769801,0.01894,1,0.04631
2443,1186,1189,118.1,0.0,2322.2528143713266,0.00407,1,0.0168
2444,1186,1288,133.5,0.0,760.6334335326953,0.0018,1,0.00521
2445,1186,1319,245.0,0.0,1357.0062338882515,0.00518,1,0.02956
2446,1189,1050,149.0,0.0,889.9146172931286,0.00268,1,0.01111
2447,1189,1274,127.0,0.0,2644.2404009645056,0.00327,1,0.01845
2448,1189,1302,98.0,0.0,3532.5958988116627,0.00539,1,0.03236
2449,1190,1206,221.0,0.0,901.6326882406662,0.00232,1,0.01501
2450,1190,1206,221.0,0.0,901.6326882406662,0.00232,1,0.01501
2451,1192,1250,165.0,0.0,3081.6526097038236,0.01027,1,0.04493
2452,1192,1280,221.0,0.0,2790.22693712893,0.0096,1,0.05765
2453,1192,1309,119.9,0.0,9802.796089076177,0.01765,1,0.07934
2454,1192,1318,130.6,0.0,7350.553816845661,0.00958,1,0.04093
2455,1193,1316,149.0,0.0,3587.3760102947585,0.0108,1,0.04812
2456,1195,1051,2020.0,0.0,10021.992159902213,0.00142,1,0.01727
2457,1195,1260,2020.0,0.0,7996.2223401906285,0.00114,1,0.01377
2458,1196,1322,443.0,0.0,5017.950337133951,0.00367,1,0.02624
2459,1197,263,149.0,0.0,5160.3832546119565,0.01229,1,0.05481
2460,1197,1080,149.0,0.0,1673.8524382102617,0.00581,1,0.0241
2461,1200,1040,98.0,0.0,2483.8751730338704,0.00379,1,0.02164
2462,1201,1214,149.0,0.0,6925.567141258146,0.02084,1,0.09119
2463,1202,1310,98.0,0.0,2849.4819039317026,0.00408,1,0.02332
2464,1203,1045,221.0,0.0,908.9390985723778,0.00245,1,0.01672
2465,1203,1045,221.0,0.0,908.9390985723778,0.00245,1,0.01672
2466,1203,1045,221.0,0.0,908.9390985723778,0.00245,1,0.01672
2467,1203,1112,221.0,0.0,1182.3670241335285,0.0032,1,0.02187
2468,1203,1112,221.0,0.0,1182.3670241335285,0.0032,1,0.02187
2469,1203,1227,160.0,0.0,1276.5475154289709,0.00196,1,0.00999
2470,1204,543,149.0,0.0,4958.93466885221,0.01492,1,0.06529
2471,1204,1287,98.0,0.0,10620.935127996261,0.01605,1,0.09634
2472,1205,1212,548.0,0.0,5841.016216035407,0.00375,1,0.03669
2473,1205,1261,647.0,0.0,3200.4015976915525,0.00233,1,0.0228
2474,1205,1317,443.0,0.0,6749.717307710061,0.00491,1,0.03508
2475,1206,1246,131.5,0.0,10385.716508248903,0.019,1,0.09482
2476,1207,1296,149.0,0.0,1551.773913408033,0.00467,1,0.01938
2477,1208,1274,149.0,0.0,2221.880173215619,0.00669,1,0.0298
2478,1209,1054,114.0,0.0,10082.162633863323,0.018,1,0.10807
2479,1210,1206,250.0,0.0,713.9267712115369,0.00231,1,0.01613
2480,1210,1206,250.0,0.0,713.9267712115369,0.00231,1,0.01613
2481,1210,1221,221.0,0.0,856.5592520550107,0.00232,1,0.01616
2482,1210,1221,221.0,0.0,856.5592520550107,0.00232,1,0.01616
2483,1210,1295,98.0,0.0,3860.6718768253663,0.01472,1,0.036
2484,1212,1245,548.0,0.0,2237.7922185602965,0.00147,1,0.01434
2485,1212,1267,457.2,0.0,1986.1562514909297,0.00097,1,0.0106
2486,1213,1161,221.0,0.0,4486.207156821046,0.0023,1,0.016
2487,1213,1246,140.0,0.0,4116.387526110161,0.009,1,0.05404
2488,1215,1179,221.0,0.0,2221.2900079926644,0.00593,1,0.04134
2489,1215,1262,221.0,0.0,1117.4776532173223,0.00252,1,0.01629
2490,1215,1262,221.0,0.0,1117.4776532173223,0.00252,1,0.01629
2491,1219,1034,221.0,0.0,1159.5137178271946,0.00321,1,0.02074
2492,1219,1034,221.0,0.0,1159.5137178271946,0.00321,1,0.02074
2493,1219,1156,221.0,0.0,2668.930454330828,0.00723,1,0.05035
2494,1220,1804,220.0,0.0,7856.744196844754,0.02383,1,0.14308
2495,1220,2428,450.0,0.0,1024.122413588643,0.00796,1,0.03813
2496,1221,1310,98.0,0.0,2557.834525947878,0.00383,1,0.02298
2497,1222,1132,2400.0,0.0,1034.5078740216982,0.00025,1,0.00304
2498,1222,1691,2000.0,0.0,13882.763142723375,0.0015,1,0.019
2499,1222,1882,1853.3,0.0,107.74558635951726,1.0e-5,1,9.0e-5
2500,1223,1255,647.0,0.0,2946.360379151343,0.00218,1,0.02128
2501,1223,1286,443.0,0.0,6425.2716450839835,0.00473,1,0.03381
2502,1224,1138,221.0,0.0,1334.1015647830172,0.0044,1,0.03067
2503,1224,1138,221.0,0.0,1334.1015647830172,0.0044,1,0.03067
