Resource,Zone,Model,New_Build,Can_Retire,Existing_Cap_MW,Max_Cap_MW,Min_Cap_MW,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Var_OM_Cost_per_MWh,Heat_Rate_MMBTU_per_MWh,Fuel,Min_Power,Ramp_Up_Percentage,Ramp_Dn_Percentage,region,cluster
NUC_13024_GF,2346,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13009_GF,2331,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13009_GF,2331,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13009_GF,2331,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13009_GF,2331,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13039_GF,2361,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13039_GF,2361,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13039_GF,2361,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13039_GF,2361,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_1011_GF,11,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_1011_GF,11,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_1011_GF,11,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_1011_GF,11,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12946_GF,2268,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12946_GF,2268,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12946_GF,2268,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12946_GF,2268,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13080_GF,2402,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13080_GF,2402,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13080_GF,2402,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13080_GF,2402,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13082_GF,2404,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13082_GF,2404,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13082_GF,2404,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13082_GF,2404,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13416_GF,2738,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13416_GF,2738,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13416_GF,2738,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13416_GF,2738,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_4133_GF,511,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_4133_GF,511,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_4133_GF,511,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_4133_GF,511,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12619_GF,1975,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12619_GF,1975,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12619_GF,1975,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12619_GF,1975,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12592_GF,1949,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12592_GF,1949,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12592_GF,1949,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12592_GF,1949,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13115_GF,2437,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13115_GF,2437,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13115_GF,2437,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13115_GF,2437,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_4121_GF,499,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_4121_GF,499,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_4121_GF,499,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_4121_GF,499,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13421_GF,2743,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13421_GF,2743,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13421_GF,2743,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13421_GF,2743,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_6329_GF,1294,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_6329_GF,1294,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_6329_GF,1294,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_6329_GF,1294,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_6001_GF,1011,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_6001_GF,1011,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_6001_GF,1011,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_6001_GF,1011,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13418_GF,2740,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13418_GF,2740,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13418_GF,2740,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13418_GF,2740,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13314_GF,2636,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13314_GF,2636,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13314_GF,2636,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13314_GF,2636,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12681_GF,2033,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12681_GF,2033,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12681_GF,2033,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12681_GF,2033,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12987_GF,2309,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12987_GF,2309,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12987_GF,2309,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12987_GF,2309,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13388_GF,2710,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13388_GF,2710,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13388_GF,2710,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13388_GF,2710,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13145_GF,2467,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13145_GF,2467,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13145_GF,2467,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13145_GF,2467,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13309_GF,2631,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13309_GF,2631,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13309_GF,2631,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13309_GF,2631,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12657_GF,2011,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12657_GF,2011,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12657_GF,2011,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12657_GF,2011,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13390_GF,2712,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13390_GF,2712,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13390_GF,2712,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13390_GF,2712,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13254_GF,2576,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13254_GF,2576,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13254_GF,2576,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13254_GF,2576,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13138_GF,2460,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13138_GF,2460,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13138_GF,2460,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13138_GF,2460,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13397_GF,2719,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13397_GF,2719,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13397_GF,2719,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13397_GF,2719,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13187_GF,2509,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13187_GF,2509,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13187_GF,2509,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13187_GF,2509,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13400_GF,2722,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13400_GF,2722,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13400_GF,2722,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13400_GF,2722,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12634_GF,1989,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12634_GF,1989,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12634_GF,1989,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12634_GF,1989,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13394_GF,2716,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13394_GF,2716,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13394_GF,2716,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13394_GF,2716,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13399_GF,2721,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13399_GF,2721,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13399_GF,2721,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13399_GF,2721,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13212_GF,2534,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13212_GF,2534,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13212_GF,2534,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13212_GF,2534,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13293_GF,2615,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13293_GF,2615,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13293_GF,2615,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13293_GF,2615,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13295_GF,2617,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13295_GF,2617,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13295_GF,2617,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13295_GF,2617,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13368_GF,2690,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13368_GF,2690,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13368_GF,2690,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13368_GF,2690,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13215_GF,2537,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13215_GF,2537,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13215_GF,2537,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13215_GF,2537,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13252_GF,2574,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13252_GF,2574,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13252_GF,2574,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13252_GF,2574,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13251_GF,2573,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13251_GF,2573,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13251_GF,2573,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13251_GF,2573,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12545_GF,1903,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12545_GF,1903,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12545_GF,1903,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12545_GF,1903,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_2001_GF,128,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_2001_GF,128,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_2001_GF,128,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_2001_GF,128,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13383_GF,2705,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13383_GF,2705,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13383_GF,2705,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13383_GF,2705,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13213_GF,2535,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13213_GF,2535,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13213_GF,2535,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13213_GF,2535,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_4100_GF,478,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_4100_GF,478,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_4100_GF,478,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_4100_GF,478,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_4069_GF,455,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_4069_GF,455,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_4069_GF,455,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_4069_GF,455,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_7312_GF,1599,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_7312_GF,1599,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_7312_GF,1599,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_7312_GF,1599,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_7086_GF,1405,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_7086_GF,1405,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_7086_GF,1405,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_7086_GF,1405,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13408_GF,2730,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13408_GF,2730,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13408_GF,2730,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13408_GF,2730,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
