Branch
Nom kV (Max),From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,MW From ,Lim MVA,% of MVA Limit (Max),MW Loss
161.0,5269,MIDLOTHIAN 2 0,5445,MIDLOTHIAN 1 1,1,Closed,Line,NO,-114.8,310.0,37.4,0.22
161.0,5445,MIDLOTHIAN 1 1,5269,MIDLOTHIAN 2 0,2,Closed,Line,NO,115.0,310.0,37.4,0.22
115.0,7017,HOUSTON 73 0,7241,HOUSTON 70 0,1,Closed,Line,NO,52.3,149.0,37.4,0.12
115.0,8045,FAIRFIELD 1 2,8144,STREETMAN 0,1,Closed,Line,NO,36.3,98.0,37.3,0.18
230.0,1107,IND W TWFV 6_230,1127,IND W TWFV 16_230,1,Closed,Line,NO,-182.1,493.2,37.2,1.24
500.0,5048,MANSFIELD 1,5047,MANSFIELD 0,1,Closed,Transformer,YES,-486.8,1354.0,37.2,0.32
500.0,8155,BREMOND 0,5358,RIESEL 1 0,1,Closed,Line,NO,-1022.2,2768.0,37.2,3.68
115.0,7173,KINGWOOD 2 0,7387,HUMBLE 1 0,1,Closed,Line,NO,-32.8,98.0,37.2,0.05
115.0,4045,FALCON HEIGHTS 1 1,4044,FALCON HEIGHTS 1 0,1,Closed,Transformer,YES,10.5,28.5,37.2,0.02
500.0,7355,THOMPSONS 9,7346,THOMPSONS 0,1,Closed,Transformer,YES,85.6,253.3,37.2,0.02
115.0,3030,SAN ANGELO 1 0,3072,MILES 0,1,Closed,Line,NO,70.4,190.0,37.1,0.42
500.0,12564,STERLING CITY 1 500,1095,IND W TWFV 1_500,1,Closed,Line,NO,-1054.6,2857.1,37.1,5.85
500.0,12564,STERLING CITY 1 500,1095,IND W TWFV 1_500,2,Closed,Line,NO,-1054.6,2857.1,37.1,5.85
230.0,4184,SAN PERLITA 1,4183,SAN PERLITA 0,1,Closed,Transformer,YES,147.7,400.0,37.1,0.24
115.0,6180,LA VERNIA 0,6100,ADKINS 0,1,Closed,Line,NO,48.7,149.0,37.1,0.29
115.0,7408,POINT COMFORT 1 2,13122,PORT LAVACA 1 1,1,Closed,Line,NO,-79.8,216.0,37.1,0.14
115.0,7218,MONTGOMERY 0,8009,PLANTERSVILLE 0,1,Closed,Line,NO,-79.4,220.0,37.1,1.46
161.0,2015,FORESTBURG 0,2037,LINDSAY 0,1,Closed,Line,NO,-94.8,259.0,37.1,0.75
115.0,4007,MCALLEN 2 0,4040,MISSION 4 1,1,Closed,Line,NO,-42.8,123.6,37.0,0.04
115.0,4047,FALCON HEIGHTS 1 3,4044,FALCON HEIGHTS 1 0,1,Closed,Transformer,YES,10.0,27.6,37.0,0.01
500.0,12620,BASTROP 1 1,12621,BASTROP 1 500,1,Closed,Transformer,YES,-270.4,732.0,37.0,0.07
161.0,5285,CHICO 0,2039,SUNSET 0,1,Closed,Line,NO,91.5,251.0,36.9,0.48
115.0,4055,CORPUS CHRISTI 9 0,4168,CORPUS CHRISTI 14 0,1,Closed,Line,NO,38.2,144.2,36.9,0.03
115.0,13220,MCCARNEY 2 1,13315,HASKELL 4 1,1,Closed,Line,NO,121.7,330.0,36.9,0.59
161.0,5030,SPRINGTOWN 0,5430,WEATHERFORD 2 0,1,Closed,Line,NO,-113.2,310.0,36.9,0.41
115.0,4055,CORPUS CHRISTI 9 0,4109,CORPUS CHRISTI 11 0,1,Closed,Line,NO,45.7,149.0,36.9,0.33
115.0,6181,MANOR 0,6116,TAYLOR 0,1,Closed,Line,NO,-35.9,98.0,36.9,0.14
115.0,4187,COTULLA 0,4189,CARRIZO SPRINGS 0,1,Closed,Line,NO,72.5,197.0,36.9,1.54
115.0,3023,STAMFORD 0,3049,ANSON 0,1,Closed,Line,NO,132.6,362.0,36.9,2.78
115.0,6077,LA GRANGE 2,6311,NEW ULM 0,1,Closed,Line,NO,53.7,149.0,36.9,0.30
115.0,6014,WAELDER 0,6139,RED ROCK 0,1,Closed,Line,NO,-29.8,98.0,36.9,0.12
500.0,12633,KRESS 1 500,12582,TULIA 1 500,1,Closed,Line,NO,-810.1,2205.4,36.8,1.27
115.0,8106,MOUNT PLEASANT 2 1,12912,CUNNINGHAM 1 1,1,Closed,Line,NO,-71.1,194.0,36.8,0.21
115.0,6176,AUSTIN 39 0,6154,DRIPPING SPRINGS 0,1,Closed,Line,NO,-54.4,149.0,36.8,0.34
161.0,5351,GARLAND 1 1,5336,ROWLETT 1 0,3,Closed,Line,NO,150.4,409.0,36.8,0.26
161.0,5351,GARLAND 1 1,5336,ROWLETT 1 0,2,Closed,Line,NO,150.4,409.0,36.8,0.26
161.0,5351,GARLAND 1 1,5336,ROWLETT 1 0,1,Closed,Line,NO,150.4,409.0,36.8,0.26
115.0,4099,ODEM 0,4037,SINTON 0,1,Closed,Line,NO,54.2,149.0,36.8,0.45
161.0,5074,PROSPER 0,5331,CELINA 0,1,Closed,Line,NO,-88.4,251.0,36.8,0.31
115.0,4079,MISSION 3 0,4157,MISSION 2 0,3,Closed,Line,NO,40.5,110.9,36.7,0.05
161.0,2022,PARIS 2 1,12986,PARIS 5 1,1,Closed,Line,NO,-77.8,213.1,36.7,0.13
161.0,13046,CHILICOTHE 1 1,13349,VERNON 4 1,1,Closed,Line,NO,88.4,241.8,36.7,0.15
161.0,12842,BAIRD 1 1,13243,CISCO 2 1,1,Closed,Line,NO,85.1,246.2,36.7,0.19
115.0,1058,IRAAN 3 0,1087,SHEFFIELD 0,2,Closed,Line,NO,79.7,221.0,36.7,0.98
115.0,1058,IRAAN 3 0,1087,SHEFFIELD 0,1,Closed,Line,NO,79.7,221.0,36.7,0.98
230.0,3082,MERKEL 1 0,3053,WINGATE 0,1,Closed,Line,NO,194.6,548.0,36.7,0.60
161.0,2007,HONEY GROVE 0,2122,TELEPHONE 0,1,Closed,Line,NO,68.5,187.0,36.7,0.39
161.0,5103,RICHARDSON 2 1,5072,DALLAS 19 0,5,Closed,Line,NO,113.5,310.0,36.6,0.14
161.0,5103,RICHARDSON 2 1,5072,DALLAS 19 0,4,Closed,Line,NO,113.5,310.0,36.6,0.14
161.0,5103,RICHARDSON 2 1,5072,DALLAS 19 0,3,Closed,Line,NO,113.5,310.0,36.6,0.14
161.0,5103,RICHARDSON 2 1,5072,DALLAS 19 0,2,Closed,Line,NO,113.5,310.0,36.6,0.14
161.0,5072,DALLAS 19 0,5103,RICHARDSON 2 1,1,Closed,Line,NO,-113.4,310.0,36.6,0.14
500.0,2115,PARIS 1 2,2113,PARIS 1 0,1,Closed,Transformer,YES,92.8,254.9,36.6,0.14
115.0,13186,FORT STOCKTON 9 1,13389,ALPINE 1 1,1,Closed,Line,NO,-44.9,124.1,36.6,0.50
161.0,5463,IRVING 4 0,5148,IRVING 5 0,1,Closed,Line,NO,52.1,187.0,36.6,0.12
161.0,5176,GRAFORD 0,5110,PALO PINTO 2 0,1,Closed,Line,NO,91.7,251.0,36.6,0.42
230.0,12727,COLORADO CITY 8,12721,COLORADO CITY 230,1,Closed,Transformer,YES,30.0,110.0,36.6,0.05
230.0,7019,NURSERY 1,7274,VICTORIA 3 0,1,Closed,Line,NO,-160.1,443.0,36.5,0.81
115.0,7179,FRESNO 0,7214,HOUSTON 27 0,1,Closed,Line,NO,50.4,140.1,36.5,0.46
500.0,2116,PARIS 1 3,2113,PARIS 1 0,1,Closed,Transformer,YES,92.8,262.3,36.5,0.04
115.0,4109,CORPUS CHRISTI 11 0,4123,CORPUS CHRISTI 7 0,1,Closed,Line,NO,-45.2,133.6,36.4,0.08
161.0,5088,CLIFTON 1 0,5290,WHITNEY 0,3,Closed,Line,NO,116.3,321.0,36.4,0.04
161.0,5088,CLIFTON 1 0,5290,WHITNEY 0,2,Closed,Line,NO,116.3,321.0,36.4,0.04
500.0,3059,STERLING CITY 1 1,12564,STERLING CITY 1 500,2,Closed,Transformer,YES,896.2,2500.0,36.4,0.84
500.0,3059,STERLING CITY 1 1,12564,STERLING CITY 1 500,1,Closed,Transformer,YES,896.2,2500.0,36.4,0.84
115.0,4089,SANTA ROSA 1 0,4194,SEBASTIAN 1 0,1,Closed,Line,NO,-52.4,149.0,36.3,0.45
115.0,4088,PHARR 0,4042,SAN JUAN 1,2,Closed,Line,NO,90.4,250.0,36.3,0.24
115.0,4088,PHARR 0,4042,SAN JUAN 1,1,Closed,Line,NO,90.4,250.0,36.3,0.24
161.0,5199,FORT WORTH 12 0,5443,FORT WORTH 11 0,1,Closed,Line,NO,75.6,221.1,36.3,0.07
115.0,13357,VICTORIA 6 1,13375,VICTORIA 7 1,1,Closed,Line,NO,-40.1,111.2,36.3,0.03
115.0,6015,ATASCOSA 0,6112,NATALIA 0,1,Closed,Line,NO,-73.8,220.0,36.3,1.26
500.0,7414,VICTORIA 1 0,7406,POINT COMFORT 1 0,2,Closed,Line,NO,952.6,2633.0,36.3,2.87
500.0,7414,VICTORIA 1 0,7406,POINT COMFORT 1 0,1,Closed,Line,NO,952.6,2633.0,36.3,2.87
161.0,5432,WEATHERFORD 3 0,5430,WEATHERFORD 2 0,1,Closed,Line,NO,111.7,310.0,36.3,0.42
161.0,5428,HURST 0,5143,FORT WORTH 2 0,2,Closed,Line,NO,-145.6,409.0,36.3,0.23
161.0,5143,FORT WORTH 2 0,5428,HURST 0,1,Closed,Line,NO,145.8,409.0,36.3,0.23
115.0,7221,HOUSTON 83 0,7296,HOUSTON 85 0,1,Closed,Line,NO,90.4,250.0,36.2,0.52
115.0,3109,FLUVANNA 1 0,12663,SNYDER 4 1,1,Closed,Line,NO,54.8,151.6,36.2,0.09
115.0,3109,FLUVANNA 1 0,12663,SNYDER 4 1,2,Closed,Line,NO,54.8,151.6,36.2,0.09
115.0,4178,GOLIAD 0,6253,YORKTOWN 0,1,Closed,Line,NO,53.4,149.0,36.1,0.72
161.0,12581,TULIA 1 1,12846,NAZARETH 1 1,1,Closed,Line,NO,64.3,180.9,36.1,0.07
115.0,4066,WESLACO 0,4068,ELSA 0,1,Closed,Line,NO,-50.3,149.0,36.1,0.36
115.0,4164,GRULLA 0,4155,SULLIVAN CITY 0,1,Closed,Line,NO,78.3,221.0,36.1,0.25
230.0,6255,AUSTIN 2 1,6277,KYLE 0,1,Closed,Line,NO,177.5,507.5,36.1,0.80
115.0,6195,INDUSTRY 0,6135,FAYETTEVILLE 0,1,Closed,Line,NO,-78.2,220.0,36.0,1.12
115.0,12834,PECOS 1 1,13022,COYANOSA 1 1,1,Closed,Line,NO,-79.4,224.0,36.0,1.17
115.0,6019,AUSTIN 25 0,6040,AUSTIN 3 2,1,Closed,Line,NO,-79.6,221.0,36.0,0.05
115.0,6040,AUSTIN 3 2,6019,AUSTIN 25 0,2,Closed,Line,NO,79.6,221.0,36.0,0.05
115.0,6040,AUSTIN 3 2,6019,AUSTIN 25 0,3,Closed,Line,NO,79.6,221.0,36.0,0.05
161.0,5334,CLYDE 0,12842,BAIRD 1 1,1,Closed,Line,NO,111.0,319.4,36.0,0.48
115.0,7234,PORTER 0,7143,NEW CANEY 0,1,Closed,Line,NO,29.8,98.0,36.0,0.08
115.0,6112,NATALIA 0,4023,MOORE 0,1,Closed,Line,NO,-75.3,220.0,36.0,2.51
115.0,6168,SAN ANTONIO 45 0,6182,SAN ANTONIO 38 0,1,Closed,Line,NO,-51.6,144.1,36.0,0.12
115.0,3006,HAMLIN 0,3100,HAWLEY 0,1,Closed,Line,NO,39.9,112.8,36.0,0.20
161.0,2133,SAINT JO 0,2080,NOCONA 0,1,Closed,Line,NO,-83.1,251.0,36.0,0.96
115.0,6200,SAN ANTONIO 18 0,6203,SAN ANTONIO 17 0,1,Closed,Line,NO,62.1,174.0,35.9,0.10
115.0,7255,HOUSTON 39 0,7399,HOUSTON 45 0,3,Closed,Line,NO,89.7,250.0,35.9,0.08
115.0,7255,HOUSTON 39 0,7399,HOUSTON 45 0,2,Closed,Line,NO,89.7,250.0,35.9,0.08
115.0,7255,HOUSTON 39 0,7399,HOUSTON 45 0,1,Closed,Line,NO,89.7,250.0,35.9,0.08
115.0,7255,HOUSTON 39 0,7399,HOUSTON 45 0,4,Closed,Line,NO,89.7,250.0,35.9,0.08
161.0,2091,SEYMOUR 0,13202,SEYMOUR 2 1,2,Closed,Line,NO,-196.4,548.0,35.9,0.42
161.0,2091,SEYMOUR 0,13202,SEYMOUR 2 1,1,Closed,Line,NO,-196.4,548.0,35.9,0.42
500.0,7232,LA MARQUE 0,12699,LA MARQUE 500,1,Closed,Transformer,YES,-205.5,600.0,35.9,0.04
115.0,12893,FORT STOCKTON 4 1,13415,MCCAMEY 6 1,1,Closed,Line,NO,67.4,190.0,35.9,0.76
500.0,7176,SPRING 7 1,7175,SPRING 7 0,1,Closed,Transformer,YES,-462.6,1292.0,35.9,0.39
500.0,7176,SPRING 7 1,7175,SPRING 7 0,2,Closed,Transformer,YES,-462.6,1292.0,35.9,0.39
115.0,7101,HOUSTON 88 0,7386,HOUSTON 71 0,2,Closed,Line,NO,30.2,121.2,35.8,0.07
161.0,5157,DESOTO 0,5376,DALLAS 43 0,1,Closed,Line,NO,-77.8,233.5,35.8,0.13
161.0,5408,FARMERSVILLE 0,5421,JOSEPHINE 0,1,Closed,Line,NO,-1.4,187.0,35.8,0.23
115.0,13271,DAMON 2 1,13287,ALVIN 1 1,1,Closed,Line,NO,43.5,126.5,35.8,0.40
115.0,1001,ODESSA 2 0,1064,ODESSA 3 0,2,Closed,Line,NO,77.5,221.0,35.8,0.32
115.0,1001,ODESSA 2 0,1064,ODESSA 3 0,1,Closed,Line,NO,77.5,221.0,35.8,0.32
115.0,7072,DICKINSON 0,7232,LA MARQUE 0,1,Closed,Line,NO,-64.1,186.2,35.7,0.23
115.0,7072,DICKINSON 0,7232,LA MARQUE 0,2,Closed,Line,NO,-64.1,186.2,35.7,0.23
161.0,5296,MCKINNEY 1 1,5400,MCKINNEY 2 0,1,Closed,Line,NO,140.6,409.0,35.7,0.44
500.0,7346,THOMPSONS 0,7186,HOUSTON 4 0,1,Closed,Line,NO,973.9,2768.0,35.7,2.36
161.0,5090,DALLAS 15 0,5272,DALLAS 16 0,1,Closed,Line,NO,-69.2,215.2,35.6,0.05
115.0,7052,MISSOURI CITY 1 0,7183,HOUSTON 77 0,1,Closed,Line,NO,68.4,221.0,35.6,0.51
500.0,1095,IND W TWFV 1_500,1096,IND W TWFV 1_230,1,Closed,Transformer,YES,-879.9,2500.0,35.6,0.79
500.0,1095,IND W TWFV 1_500,1096,IND W TWFV 1_230,2,Closed,Transformer,YES,-879.9,2500.0,35.6,0.79
500.0,1095,IND W TWFV 1_500,1096,IND W TWFV 1_230,3,Closed,Transformer,YES,-879.9,2500.0,35.6,0.79
500.0,1095,IND W TWFV 1_500,1096,IND W TWFV 1_230,4,Closed,Transformer,YES,-879.9,2500.0,35.6,0.79
115.0,7123,SEADRIFT 0,13407,PORT LAVACA 2 1,1,Closed,Line,NO,-38.6,109.1,35.6,0.23
115.0,6137,AUSTIN 35 0,6184,AUSTIN 32 0,1,Closed,Line,NO,33.7,98.0,35.6,0.22
500.0,6039,AUSTIN 3 1,6038,AUSTIN 3 0,1,Closed,Transformer,YES,-446.9,1269.0,35.5,0.53
500.0,6118,CEDAR PARK 0,6342,ROUND ROCK 3 0,1,Closed,Line,NO,977.0,2768.0,35.5,0.85
500.0,5047,MANSFIELD 0,5260,GLEN ROSE 1 0,1,Closed,Line,NO,-810.1,2295.0,35.5,4.97
500.0,6006,BASTROP 3,6003,BASTROP 0,1,Closed,Transformer,YES,112.6,412.4,35.4,0.03
161.0,2012,PANHANDLE 2 1,2041,PANHANDLE 3 0,1,Closed,Line,NO,-64.8,187.0,35.4,0.50
161.0,5235,SALADO 0,5271,BARTLETT 0,1,Closed,Line,NO,-64.8,187.0,35.4,0.60
500.0,6057,NEW BRAUNFELS 2 1,6056,NEW BRAUNFELS 2 0,1,Closed,Transformer,YES,-411.8,1171.0,35.4,0.37
161.0,2079,PADUCAH 0,2048,CROSBYTON 0,1,Closed,Line,NO,-129.9,384.0,35.4,5.11
115.0,6168,SAN ANTONIO 45 0,6261,LACKLAND A F B 0,1,Closed,Line,NO,34.3,98.0,35.4,0.04
115.0,1032,MCCAMEY 1 0,12893,FORT STOCKTON 4 1,1,Closed,Line,NO,-47.7,136.8,35.4,0.44
230.0,6212,MARBLE FALLS 2 2,6211,MARBLE FALLS 2 1,1,Closed,Transformer,YES,-133.3,381.0,35.4,0.15
230.0,12667,ODESSA 2 230,12594,RANKIN 1 230,1,Closed,Line,NO,-182.8,542.8,35.3,2.37
161.0,5348,ITASCA 0,5427,WAXAHACHIE 2 0,1,Closed,Line,NO,118.2,335.1,35.3,0.61
115.0,3015,ROSCOE 6 0,3127,SWEETWATER 2 0,1,Closed,Line,NO,33.7,98.0,35.3,0.13
115.0,3077,ABILENE 6 0,3099,DYESS AFB 0,2,Closed,Line,NO,-42.6,121.1,35.3,0.11
161.0,5100,DALLAS 11 0,5352,DALLAS 9 0,2,Closed,Line,NO,108.2,310.0,35.3,0.07
161.0,5100,DALLAS 11 0,5352,DALLAS 9 0,1,Closed,Line,NO,108.2,310.0,35.3,0.07
500.0,12648,HOUSTON 9 500,12501,TATUM 1 500,1,Closed,Line,NO,-997.0,2889.1,35.3,19.82
500.0,5033,DALLAS 1 0,5047,MANSFIELD 0,1,Closed,Line,NO,-969.3,2768.0,35.3,3.68
500.0,7305,WHARTON 1 1,7304,WHARTON 1 0,1,Closed,Transformer,YES,-408.6,1160.0,35.3,0.27
115.0,7188,HOUSTON 4 2,7255,HOUSTON 39 0,2,Closed,Line,NO,87.6,250.0,35.2,0.08
500.0,6304,NEW BRAUNFELS 1 6,6298,NEW BRAUNFELS 1 0,1,Closed,Transformer,YES,120.0,351.1,35.2,0.07
115.0,7089,HOUSTON 82 0,7388,HOUSTON 68 0,1,Closed,Line,NO,13.6,149.0,35.2,0.18
115.0,6032,AUSTIN 37 0,6207,LEANDER 2 0,1,Closed,Line,NO,-50.6,149.0,35.2,0.29
115.0,3019,CHRISTOVAL 1,13198,CHRISTOVAL 1 1,1,Closed,Line,NO,-57.8,165.0,35.2,0.19
115.0,7206,BAYTOWN 1 2,7294,PORT BOLIVAR 0,1,Closed,Line,NO,33.7,100.0,35.2,0.08
161.0,5059,MABANK 2 0,5426,KEMP 0,1,Closed,Line,NO,87.9,251.0,35.2,0.39
115.0,3070,NOLAN 0,3094,MERKEL 2 0,1,Closed,Line,NO,-51.8,151.1,35.2,0.09
115.0,7394,HUFFMAN 0,7041,DAYTON 1,2,Closed,Line,NO,-77.0,221.0,35.1,0.46
115.0,7041,DAYTON 1,7394,HUFFMAN 0,1,Closed,Line,NO,77.4,221.0,35.1,0.46
115.0,6205,AUSTIN 29 0,6223,AUSTIN 27 1,2,Closed,Line,NO,-75.4,221.0,35.1,0.14
115.0,6205,AUSTIN 29 0,6223,AUSTIN 27 1,1,Closed,Line,NO,-75.4,221.0,35.1,0.14
161.0,5194,DUNCANVILLE 1 0,5462,DALLAS 34 0,1,Closed,Line,NO,86.3,251.0,35.1,0.15
161.0,5112,HICO 0,5133,TOLAR 0,1,Closed,Line,NO,-61.4,187.0,35.1,0.70
115.0,3136,SNYDER 2 3,13312,SNYDER 7 1,1,Closed,Line,NO,-57.8,183.0,35.1,0.09
115.0,13097,SWEENY 1 1,13402,SWEENY 2 1,1,Closed,Line,NO,-30.1,98.5,35.1,0.02
230.0,8083,FRANKLIN 1,8139,COLLEGE STATION 2 0,1,Closed,Line,NO,252.0,719.5,35.1,1.92
161.0,5034,DALLAS 1 1,5313,HUTCHINS 0,3,Closed,Line,NO,143.3,409.0,35.0,0.23
161.0,5034,DALLAS 1 1,5313,HUTCHINS 0,2,Closed,Line,NO,143.3,409.0,35.0,0.23
161.0,5034,DALLAS 1 1,5313,HUTCHINS 0,1,Closed,Line,NO,143.3,409.0,35.0,0.23
161.0,12807,LOCKNEY 1 1,13065,FLOYDADA 2 1,1,Closed,Line,NO,-79.7,230.0,35.0,0.19
161.0,12807,LOCKNEY 1 1,13065,FLOYDADA 2 1,2,Closed,Line,NO,-79.7,230.0,35.0,0.19
115.0,7246,HOUSTON 89 0,7410,KATY 2 1,2,Closed,Line,NO,-74.7,221.0,35.0,0.54
115.0,7246,HOUSTON 89 0,7410,KATY 2 1,1,Closed,Line,NO,-74.7,221.0,35.0,0.54
161.0,5113,KRUM 0,5218,JUSTIN 0,1,Closed,Line,NO,62.9,187.0,34.9,0.35
115.0,6005,BASTROP 2,12620,BASTROP 1 1,4,Closed,Line,NO,-67.6,193.6,34.9,0.01
115.0,6005,BASTROP 2,12620,BASTROP 1 1,3,Closed,Line,NO,-67.6,193.6,34.9,0.01
115.0,6005,BASTROP 2,12620,BASTROP 1 1,2,Closed,Line,NO,-67.6,193.6,34.9,0.01
115.0,6005,BASTROP 2,12620,BASTROP 1 1,1,Closed,Line,NO,-67.6,193.6,34.9,0.01
115.0,7154,CONROE 4 0,7411,SPRING 3 0,1,Closed,Line,NO,-1.3,98.0,34.9,0.05
230.0,6022,LEANDER 1 1,6222,AUSTIN 27 0,1,Closed,Line,NO,151.6,438.9,34.9,0.80
161.0,5105,IRVING 1 0,5422,LEWSIVILLE 0,1,Closed,Line,NO,1.7,251.0,34.9,0.26
161.0,13065,FLOYDADA 2 1,13209,CROSBY 1 1,1,Closed,Line,NO,190.7,547.0,34.9,2.28
500.0,5052,GREENVILLE 1 3,5049,GREENVILLE 1 0,1,Closed,Transformer,YES,103.4,308.0,34.8,0.07
161.0,5386,RICHARDSON 1 0,5010,PLANO 2 0,2,Closed,Line,NO,-104.9,310.0,34.8,0.12
161.0,5386,RICHARDSON 1 0,5010,PLANO 2 0,1,Closed,Line,NO,-104.9,310.0,34.8,0.12
500.0,5350,GARLAND 1 0,5448,GRAND PRAIRIE 3 0,1,Closed,Line,NO,-689.4,2020.0,34.8,2.88
161.0,5143,FORT WORTH 2 0,5064,ARLINGTON 1 1,3,Closed,Line,NO,-141.9,409.0,34.7,0.16
161.0,5143,FORT WORTH 2 0,5064,ARLINGTON 1 1,2,Closed,Line,NO,-141.9,409.0,34.7,0.16
161.0,5064,ARLINGTON 1 1,5143,FORT WORTH 2 0,1,Closed,Line,NO,142.1,409.0,34.7,0.16
115.0,4114,LAREDO 1 1,4197,OILTON 2,2,Closed,Line,NO,-49.5,165.5,34.7,0.16
115.0,4114,LAREDO 1 1,4197,OILTON 2,1,Closed,Line,NO,-49.5,165.5,34.7,0.16
115.0,4081,CORPUS CHRISTI 3 1,4017,CORPUS CHRISTI 4 0,2,Closed,Line,NO,74.0,221.0,34.7,0.12
115.0,4081,CORPUS CHRISTI 3 1,4017,CORPUS CHRISTI 4 0,1,Closed,Line,NO,74.0,221.0,34.7,0.12
161.0,5313,HUTCHINS 0,5228,DALLAS 14 0,1,Closed,Line,NO,141.6,409.0,34.6,0.30
161.0,5313,HUTCHINS 0,5228,DALLAS 14 0,3,Closed,Line,NO,141.6,409.0,34.6,0.30
161.0,5313,HUTCHINS 0,5228,DALLAS 14 0,2,Closed,Line,NO,141.6,409.0,34.6,0.30
115.0,3027,ABILENE 2 1,3102,ABILENE 3 0,2,Closed,Line,NO,-50.1,147.8,34.6,0.15
115.0,8026,LINDALE 0,8154,TYLER 5 0,1,Closed,Line,NO,-32.3,98.0,34.6,0.22
161.0,5334,CLYDE 0,5484,CROSS PLAINS 0,1,Closed,Line,NO,85.1,251.0,34.5,0.80
115.0,6019,AUSTIN 25 0,6175,AUSTIN 16 0,1,Closed,Line,NO,44.5,138.6,34.5,0.07
115.0,4141,SARITA 1 1,4032,KINGSVILLE 0,2,Closed,Line,NO,68.4,200.0,34.5,0.86
115.0,4141,SARITA 1 1,4032,KINGSVILLE 0,1,Closed,Line,NO,68.4,200.0,34.5,0.86
230.0,12726,COLORADO CITY 7,12721,COLORADO CITY 230,1,Closed,Transformer,YES,30.0,95.1,34.5,0.07
500.0,7228,HOUSTON 90 1,7227,HOUSTON 90 0,1,Closed,Transformer,YES,-423.6,1259.0,34.5,0.28
115.0,1044,BIG LAKE 0,12810,BIG LAKE 1 1,1,Closed,Line,NO,-81.3,239.2,34.5,0.42
230.0,4026,CHRISTINE 2,4024,CHRISTINE 0,1,Closed,Transformer,YES,192.9,577.1,34.4,0.13
115.0,6173,CUERO 2 1,6265,CUERO 1 0,1,Closed,Line,NO,83.2,250.0,34.4,0.25
115.0,8027,WHITEHOUSE 0,8134,TYLER 7 1,2,Closed,Line,NO,-42.2,123.3,34.4,0.07
161.0,2010,VERNON 2 0,2091,SEYMOUR 0,1,Closed,Line,NO,63.9,187.0,34.4,0.95
115.0,6023,LEANDER 1 2,6084,ROUND ROCK 1 0,1,Closed,Line,NO,65.4,205.0,34.3,0.38
161.0,5244,FORT WORTH 22 0,5387,FORT WORTH 21 0,1,Closed,Line,NO,70.2,206.8,34.3,0.06
115.0,6064,BRENHAM 2,6341,CHAPPELL HILL 0,1,Closed,Line,NO,153.7,450.0,34.3,3.04
115.0,1013,MONAHANS 2 0,12834,PECOS 1 1,1,Closed,Line,NO,-45.3,148.0,34.2,0.28
115.0,8111,LUFKIN 2 0,8015,HUNTINGTON 0,1,Closed,Line,NO,-33.2,98.0,34.2,0.23
115.0,8062,CUSHING 2 0,8098,CUSHING 1 1,2,Closed,Line,NO,-46.5,136.3,34.2,0.14
115.0,4139,SANDIA 0,4144,ORANGE GROVE 0,1,Closed,Line,NO,-48.5,143.0,34.2,0.20
500.0,5315,DENTON 6 0,12709,DENTON 6 500,1,Closed,Transformer,YES,-230.5,675.0,34.2,0.05
500.0,5327,MOUNT CALM 0,12829,MOUNT CALM 500,1,Closed,Transformer,YES,-204.4,600.0,34.2,0.04
115.0,1084,BIG SPRING 2 0,3130,SAN ANGELO 3 0,1,Closed,Line,NO,74.2,221.0,34.2,1.13
161.0,2025,WICHITA FALLS 4 0,2082,WICHITA FALLS 2 0,1,Closed,Line,NO,-65.9,194.1,34.2,0.06
230.0,8094,COLLEGE STATION 1 0,8159,BRYAN 1 1,2,Closed,Line,NO,-145.7,428.2,34.1,0.32
500.0,6080,LA GRANGE 5,6075,LA GRANGE 0,1,Closed,Transformer,YES,180.0,530.2,34.1,0.17
500.0,6022,LEANDER 1 1,6021,LEANDER 1 0,1,Closed,Transformer,YES,-322.4,948.0,34.1,0.34
115.0,6220,SAN ANTONIO 13 0,6121,SAN ANTONIO 25 0,2,Closed,Line,NO,75.3,221.0,34.1,0.18
115.0,6220,SAN ANTONIO 13 0,6121,SAN ANTONIO 25 0,1,Closed,Line,NO,75.3,221.0,34.1,0.18
500.0,7297,HOUSTON 50 0,12742,HOUSTON 50 500,2,Closed,Transformer,YES,-609.2,1800.0,34.1,0.35
500.0,7297,HOUSTON 50 0,12742,HOUSTON 50 500,1,Closed,Transformer,YES,-609.2,1800.0,34.1,0.35
115.0,7279,MONT BELVIEU 1,13253,BAYTOWN 5 1,1,Closed,Line,NO,-44.3,134.1,34.0,0.15
115.0,7088,RICHMOND 2 0,7182,PATTISON 0,1,Closed,Line,NO,-34.3,102.4,34.0,0.19
115.0,6207,LEANDER 2 0,6344,ROUND ROCK 3 2,1,Closed,Line,NO,-35.1,119.9,34.0,0.28
115.0,3033,SNYDER 1 0,3136,SNYDER 2 3,1,Closed,Line,NO,116.2,342.0,34.0,0.87
161.0,5027,FORT WORTH 23 0,5481,FORT WORTH 28 0,1,Closed,Line,NO,-130.7,409.0,34.0,0.39
161.0,2010,VERNON 2 0,2079,PADUCAH 0,1,Closed,Line,NO,-120.4,377.0,34.0,3.21
161.0,5194,DUNCANVILLE 1 0,5330,ARLINGTON 4 0,1,Closed,Line,NO,-81.9,251.0,34.0,0.42
115.0,7296,HOUSTON 85 0,7427,HOUSTON 87 0,2,Closed,Line,NO,-36.2,110.3,33.9,0.02
