# of AC Lines,PU Volt,Number,Name,Area Name,Nom kV,Angle (Deg),Load MW,Gen MW,Act G Shunt MW,Area Num,Longitude,Latitude,Zone Num
0,1.0318,7110,DEER PARK 6,Coast,24.00,-21.19,,0.00,0.00,7,-95.132618,29.709545,1
0,1.0318,7111,DEER PARK 7,Coast,24.00,-21.19,,0.00,0.00,7,-95.132618,29.709076,1
0,1.0318,7112,DEER PARK 8,Coast,24.00,-21.19,,0.00,0.00,7,-95.132618,29.708607,1
4,1.0029,7116,WALLIS 0,Coast,115.00,-23.80,12.16,10.00,0.00,7,-96.075544,29.630385,1
10,1.0162,7117,HOUSTON 67 0,Coast,115.00,-24.03,84.03,,0.00,7,-95.488643,29.916759,1
5,1.0098,7118,SPRING 4 0,Coast,115.00,-26.93,121.15,,0.00,7,-95.469339,30.058372,1
5,1.0139,7119,SOUTH HOUSTON 0,Coast,115.00,-27.28,49.70,,0.00,7,-95.228434,29.660094,1
8,1.0128,7120,HOUSTON 3 0,Coast,115.00,-27.03,149.70,,0.00,7,-95.636899,29.725079,1
3,1.0355,7123,SEADRIFT 0,Coast,115.00,-4.93,6.63,,0.00,7,-96.570573,28.427093,1
6,1.0108,7124,HOUSTON 34 0,Coast,115.00,-27.52,184.73,,0.00,7,-95.366240,29.794407,1
3,1.0312,7125,SUGAR LAND 2 0,Coast,500.00,-16.39,,,0.00,7,-95.604536,29.483508,1
5,1.0258,7126,SUGAR LAND 2 1,Coast,230.00,-21.16,,,0.00,7,-95.601836,29.483508,1
22,1.0262,7127,SUGAR LAND 2 2,Coast,115.00,-23.31,402.37,,0.00,7,-95.604536,29.481158,1
2,1.0100,7128,CONROE 7 0,Coast,115.00,-23.27,63.94,,0.00,7,-95.501408,30.322060,1
3,1.0352,7129,LOLITA 0,Coast,115.00,-6.77,6.04,,0.00,7,-96.552818,28.849804,1
3,1.0318,7130,LAPORTE 0,Coast,500.00,-21.38,,,0.00,7,-95.006948,29.758186,1
3,1.0254,7131,LAPORTE 1,Coast,230.00,-22.97,,,0.00,7,-95.004248,29.758186,1
5,1.0196,7132,LAPORTE 2,Coast,115.00,-26.16,115.16,,0.00,7,-95.004248,29.756311,1
0,1.0400,7133,LAPORTE 3,Coast,13.80,-15.59,,140.00,0.00,7,-95.007758,29.756663,1
0,1.0318,7134,LAPORTE 4,Coast,13.80,-21.38,,0.00,0.00,7,-95.007758,29.756194,1
0,1.0400,7135,LAPORTE 5,Coast,13.80,-17.93,,29.00,0.00,7,-95.007758,29.755725,1
0,1.0400,7136,LAPORTE 6,Coast,13.80,-20.44,,29.00,0.00,7,-95.007758,29.755256,1
0,1.0400,7137,LAPORTE 7,Coast,13.80,-15.99,,29.00,0.00,7,-95.007758,29.754788,1
5,1.0193,7143,NEW CANEY 0,Coast,115.00,-29.32,111.24,,0.00,7,-95.186161,30.158729,1
14,1.0144,7144,HOUSTON 14 0,Coast,115.00,-26.91,103.68,35.00,0.00,7,-95.253350,29.697162,1
5,1.0300,7145,HOUSTON 2 0,Coast,115.00,-28.49,226.69,,0.00,7,-95.240850,29.951264,1
12,1.0233,7147,HOUSTON 78 0,Coast,115.00,-25.79,74.65,,0.00,7,-95.544880,29.651266,1
8,1.0071,7148,HOUSTON 40 0,Coast,115.00,-27.34,61.80,,0.00,7,-95.391177,29.889424,1
2,1.0339,7149,BLOOMINGTON 0,Coast,115.00,-3.72,12.25,,0.00,7,-96.790557,28.693036,1
4,1.0300,7150,WILLIS 2 0,Coast,230.00,-20.05,,,0.00,7,-95.359552,30.468892,1
1,1.0237,7151,WILLIS 2 1,Coast,115.00,-22.79,75.77,,0.00,7,-95.355232,30.468892,1
8,1.0154,7152,HOUSTON 51 0,Coast,115.00,-26.60,4.04,,0.00,7,-95.431996,29.732839,1
2,1.0176,7153,PALACIOS 0,Coast,115.00,-9.50,43.78,,0.00,7,-96.186325,28.620895,1
4,1.0126,7154,CONROE 4 0,Coast,115.00,-28.20,93.78,,0.00,7,-95.412691,30.185705,1
2,1.0099,7155,HOUSTON 52 0,Coast,115.00,-26.22,82.45,,0.00,7,-95.433414,29.684768,1
4,1.0175,7156,SPRING 2 0,Coast,230.00,-23.88,,,0.00,7,-95.382346,30.061234,1
6,1.0127,7157,SPRING 2 1,Coast,115.00,-26.71,163.83,,0.00,7,-95.380726,30.061234,1
4,1.0028,7158,KINGWOOD 1 0,Coast,115.00,-29.65,118.65,,0.00,7,-95.156593,30.052170,1
6,1.0283,7159,HOUSTON 5 0,Coast,500.00,-18.58,,392.00,0.00,7,-95.527900,29.934525,1
3,1.0229,7160,HOUSTON 5 1,Coast,230.00,-21.29,,,0.00,7,-95.525200,29.934525,1
6,1.0172,7161,HOUSTON 5 2,Coast,115.00,-23.89,148.43,,0.00,7,-95.525200,29.932185,1
0,1.0283,7162,HOUSTON 5 3,Coast,18.00,-18.58,,0.00,0.00,7,-95.528710,29.931600,1
0,1.0283,7163,HOUSTON 5 4,Coast,18.00,-18.58,,0.00,0.00,7,-95.528710,29.931132,1
0,1.0400,7164,HOUSTON 5 5,Coast,18.00,-17.17,,56.00,0.00,7,-95.528710,29.930664,1
0,1.0400,7165,HOUSTON 5 6,Coast,18.00,-12.02,,56.00,0.00,7,-95.528710,29.930196,1
0,1.0400,7166,HOUSTON 5 7,Coast,18.00,-13.45,,56.00,0.00,7,-95.528710,29.929728,1
0,1.0400,7167,HOUSTON 5 8,Coast,18.00,-14.75,,56.00,0.00,7,-95.528710,29.929260,1
0,1.0388,7168,HOUSTON 5 9,Coast,18.00,-17.46,,56.00,0.00,7,-95.528710,29.928792,1
0,1.0400,7169,HOUSTON 5 10,Coast,18.00,-15.13,,56.00,0.00,7,-95.528710,29.928324,1
0,1.0400,7170,HOUSTON 5 11,Coast,18.00,-14.62,,54.00,0.00,7,-95.528710,29.927856,1
3,1.0287,7171,TEXAS CITY 1 0,Coast,230.00,-21.81,,,0.00,7,-94.927373,29.370882,1
7,1.0340,7172,TEXAS CITY 1 1,Coast,115.00,-20.95,92.96,,0.00,7,-94.927373,29.368999,1
4,1.0090,7173,KINGWOOD 2 0,Coast,115.00,-30.17,188.71,,0.00,7,-95.219672,30.045842,1
4,1.0088,7174,HOUSTON 8 0,Coast,115.00,-28.19,186.48,,0.00,7,-95.129263,29.572613,1
2,1.0258,7175,SPRING 7 0,Coast,500.00,-18.73,,,0.00,7,-95.527299,30.039941,1
3,1.0236,7176,SPRING 7 1,Coast,230.00,-21.87,,,0.00,7,-95.525679,30.039941,1
7,1.0122,7177,SPRING 7 2,Coast,115.00,-26.31,343.23,,0.00,7,-95.527299,30.038539,1
5,1.0049,7178,HOUSTON 41 0,Coast,115.00,-27.35,187.80,,0.00,7,-95.393522,29.933759,1
5,1.0165,7179,FRESNO 0,Coast,115.00,-24.75,58.29,,0.00,7,-95.473265,29.536361,1
9,1.0115,7180,HOUSTON 48 0,Coast,115.00,-27.49,91.45,,0.00,7,-95.415583,29.797312,1
5,1.0051,7181,HOUSTON 58 0,Coast,115.00,-27.71,278.49,,0.00,7,-95.451269,29.880551,1
4,1.0098,7182,PATTISON 0,Coast,115.00,-23.14,3.26,,0.00,7,-96.010865,29.791750,1
7,1.0264,7183,HOUSTON 77 0,Coast,115.00,-27.41,303.31,,0.00,7,-95.533187,29.700909,1
5,1.0339,7184,MISSOURI CITY 2 0,Coast,230.00,-19.64,,356.00,0.00,7,-95.618657,29.491872,1
12,1.0273,7185,MISSOURI CITY 2 1,Coast,115.00,-23.27,209.35,,0.00,7,-95.617037,29.491872,1
3,1.0400,7186,HOUSTON 4 0,Coast,500.00,-19.03,,,0.00,7,-95.393740,29.720110,1
3,1.0267,7187,HOUSTON 4 1,Coast,230.00,-22.40,,,0.00,7,-95.392120,29.720110,1
16,1.0176,7188,HOUSTON 4 2,Coast,115.00,-26.06,76.58,,0.00,7,-95.393740,29.718234,1
3,1.0300,7198,TOMBALL 2 0,Coast,115.00,-26.58,96.34,,0.00,7,-95.680154,30.060792,1
7,1.0298,7199,CYPRESS 1 0,Coast,500.00,-17.81,,,0.00,7,-95.667824,29.996840,1
2,1.0400,7200,CYPRESS 1 1,Coast,230.00,-22.12,,,0.00,7,-95.666204,29.996840,1
4,1.0271,7201,CYPRESS 1 2,Coast,115.00,-25.72,216.79,,0.00,7,-95.666204,29.994501,1
2,0.9978,7202,HEMPSTEAD 0,Coast,115.00,-24.78,65.59,,0.00,7,-96.064204,30.098997,1
8,1.0299,7203,WEST COLUMBIA 0,Coast,115.00,-16.47,35.39,,0.00,7,-95.664372,29.135003,1
3,1.0316,7204,BAYTOWN 1 0,Coast,500.00,-21.75,,,0.00,7,-94.912280,29.673462,1
3,1.0280,7205,BAYTOWN 1 1,Coast,230.00,-22.76,,,0.00,7,-94.910660,29.673462,1
3,1.0239,7206,BAYTOWN 1 2,Coast,115.00,-25.21,,,0.00,7,-94.912280,29.671585,1
6,1.0244,7213,SANTA FE 1 0,Coast,115.00,-21.97,116.76,,0.00,7,-95.030977,29.302613,1
7,1.0125,7214,HOUSTON 27 0,Coast,115.00,-26.49,83.89,,0.00,7,-95.333783,29.665942,1
4,0.9952,7215,SPRING 5 0,Coast,115.00,-27.82,104.88,,0.00,7,-95.497360,30.175758,1
7,1.0116,7216,HOUSTON 46 0,Coast,115.00,-27.36,161.88,,0.00,7,-95.409733,29.770608,1
3,1.0103,7217,HOUSTON 23 0,Coast,115.00,-28.13,123.13,,0.00,7,-95.312977,29.772242,1
2,0.9967,7218,MONTGOMERY 0,Coast,115.00,-26.18,48.11,,0.00,7,-95.682790,30.303677,1
5,1.0261,7219,HUNGERFORD 0,Coast,115.00,-16.94,1.25,,0.00,7,-96.086903,29.454330,1
10,1.0190,7220,HOUSTON 84 0,Coast,115.00,-26.24,279.04,,0.00,7,-95.584640,29.669931,1
10,1.0171,7221,HOUSTON 83 0,Coast,115.00,-26.45,169.58,,0.00,7,-95.583467,29.698750,1
6,1.0110,7222,HOUSTON 24 0,Coast,115.00,-27.34,86.99,,0.00,7,-95.316925,29.720887,1
7,1.0154,7223,HOUSTON 76 0,Coast,115.00,-24.34,49.62,,0.00,7,-95.529851,29.987511,1
5,1.0157,7224,HOUSTON 43 0,Coast,115.00,-26.33,30.77,0.00,0.00,7,-95.396967,29.702516,1
4,1.0032,7225,HOUSTON 81 0,Coast,115.00,-28.05,111.44,,0.00,7,-95.579418,29.857663,1
6,1.0156,7226,HOUSTON 35 0,Coast,115.00,-27.24,45.25,,0.00,7,-95.377346,29.655174,1
3,1.0287,7227,HOUSTON 90 0,Coast,500.00,-20.05,,,0.00,7,-95.658300,29.826549,1
2,1.0191,7228,HOUSTON 90 1,Coast,230.00,-22.59,,,0.00,7,-95.656680,29.826549,1
4,1.0134,7229,HOUSTON 90 2,Coast,115.00,-25.24,441.65,,0.00,7,-95.658300,29.824675,1
2,1.0266,7230,BEASLEY 0,Coast,115.00,-19.40,7.37,10.00,0.00,7,-95.968198,29.536542,1
9,1.0153,7231,HOUSTON 7 0,Coast,115.00,-27.35,50.85,,0.00,7,-95.118020,29.612663,1
7,1.0347,7232,LA MARQUE 0,Coast,115.00,-20.92,42.92,,0.00,7,-94.931229,29.377756,1
2,0.9993,7233,WALLER 0,Coast,115.00,-26.80,33.20,,0.00,7,-95.930914,30.078658,1
4,1.0136,7234,PORTER 0,Coast,115.00,-28.56,121.94,,0.00,7,-95.295771,30.105751,1
3,1.0300,7235,CYPRESS 2 0,Coast,115.00,-29.07,151.62,,0.00,7,-95.746280,29.933394,1
3,1.0300,7236,HOUSTON 30 0,Coast,115.00,-26.77,46.92,,0.00,7,-95.352062,29.986870,1
4,1.0148,7237,FULSHEAR 0,Coast,115.00,-18.69,15.09,,0.00,7,-95.979010,29.559372,1
5,1.0093,7238,LIBERTY 0,Coast,115.00,-27.75,47.85,,0.00,7,-94.732091,30.074723,1
2,0.9953,7239,WINNIE 0,Coast,115.00,-28.72,56.59,,0.00,7,-94.601671,29.867609,1
5,1.0169,7240,HOUSTON 63 0,Coast,115.00,-27.01,107.69,,0.00,7,-95.457366,29.646328,1
5,1.0046,7241,HOUSTON 70 0,Coast,115.00,-27.81,156.28,,0.00,7,-95.510401,29.770288,1
8,1.0107,7242,HOUSTON 55 0,Coast,115.00,-25.79,80.14,,0.00,7,-95.439844,29.917659,1
4,1.0232,7243,CROSBY 0,Coast,115.00,-25.43,78.71,,0.00,7,-95.016894,29.873103,1
4,1.0255,7244,MANVEL 0,Coast,115.00,-21.30,38.02,,0.00,7,-95.308660,29.454720,1
5,1.0120,7245,HOUSTON 54 0,Coast,115.00,-27.73,98.79,,0.00,7,-95.437646,30.007305,1
5,0.9973,7246,HOUSTON 89 0,Coast,115.00,-28.02,199.51,,0.00,7,-95.649884,29.908279,1
8,1.0300,7247,DAMON 0,Coast,115.00,-16.66,12.71,,0.00,7,-95.659400,29.188486,1
6,1.0114,7248,HOUSTON 74 0,Coast,115.00,-27.45,220.52,,0.00,7,-95.521942,29.735357,1
6,1.0089,7249,HOUSTON 26 0,Coast,115.00,-27.68,71.82,,0.00,7,-95.327538,29.799250,1
6,1.0178,7250,HOUSTON 32 0,Coast,115.00,-27.05,32.62,,0.00,7,-95.358460,29.752686,1
5,0.9983,7251,HOCKLEY 0,Coast,115.00,-28.25,66.27,,0.00,7,-95.832383,30.046684,1
4,1.0314,7252,ANGLETON 0,Coast,230.00,-19.26,,,0.00,7,-95.398644,29.225973,1
5,1.0348,7253,ANGLETON 1,Coast,115.00,-20.57,90.93,,0.00,7,-95.391444,29.225973,1
2,1.0154,7254,CONROE 3 0,Coast,115.00,-25.47,62.49,,0.00,7,-95.373540,30.375469,1
18,1.0160,7255,HOUSTON 39 0,Coast,115.00,-26.40,58.99,,0.00,7,-95.389952,29.740032,1
4,1.0162,7256,HOUSTON 59 0,Coast,115.00,-25.11,106.74,,0.00,7,-95.459343,29.582603,1
8,1.0112,7257,PEARLAND 1 0,Coast,115.00,-26.35,127.60,,0.00,7,-95.278389,29.560615,1
10,1.0154,7258,HOUSTON 56 0,Coast,115.00,-26.61,42.99,,0.00,7,-95.445059,29.739141,1
7,1.0170,7259,HOUSTON 13 0,Coast,115.00,-27.76,146.05,,0.00,7,-95.224251,29.586020,1
5,1.0284,7260,CHANNELVIEW 2 0,Coast,115.00,-22.82,124.64,,0.00,7,-95.013158,29.847435,1
2,1.0261,7261,BAY CITY 0,Coast,230.00,-12.66,,,0.00,7,-95.855900,28.840777,1
4,1.0257,7262,BAY CITY 1,Coast,115.00,-14.34,72.03,,0.00,7,-95.848700,28.840777,1
3,1.0310,7263,PASADENA 3 0,Coast,500.00,-21.79,,,0.00,7,-95.043100,29.621561,1
3,1.0273,7264,PASADENA 3 1,Coast,230.00,-22.85,,,0.00,7,-95.040400,29.621561,1
4,1.0185,7265,PASADENA 3 2,Coast,115.00,-26.45,111.94,,0.00,7,-95.040400,29.619214,1
0,1.0310,7266,PASADENA 3 3,Coast,13.80,-21.79,,0.00,0.00,7,-95.043910,29.620035,1
0,1.0310,7267,PASADENA 3 4,Coast,13.80,-21.79,,0.00,0.00,7,-95.043910,29.619566,1
0,1.0310,7268,PASADENA 3 5,Coast,13.80,-21.79,,0.00,0.00,7,-95.043910,29.619097,1
0,1.0310,7269,PASADENA 3 6,Coast,13.80,-21.79,,0.00,0.00,7,-95.043910,29.618627,1
2,0.9990,7271,BROOKSHIRE 0,Coast,115.00,-26.94,41.41,,0.00,7,-95.975752,29.847526,1
6,1.0169,7272,HOUSTON 25 0,Coast,115.00,-26.01,86.40,,0.00,7,-95.322871,29.617775,1
5,1.0356,7273,TEXAS CITY 2 0,Coast,115.00,-21.00,71.74,,0.00,7,-94.973427,29.425448,1
7,1.0348,7274,VICTORIA 3 0,Coast,230.00,0.71,,,0.00,7,-97.194362,28.674203,1
1,1.0307,7275,VICTORIA 3 1,Coast,115.00,0.67,42.31,,0.00,7,-97.190042,28.674203,1
6,1.0292,7276,HOUSTON 36 0,Coast,115.00,-27.83,100.13,,0.00,7,-95.378203,29.830653,1
2,1.0300,7277,GANADO 0,Coast,115.00,-7.80,15.99,,0.00,7,-96.525161,29.106631,1
2,1.0244,7278,MONT BELVIEU 0,Coast,230.00,-23.10,,,0.00,7,-94.899200,29.772163,1
5,1.0136,7279,MONT BELVIEU 1,Coast,115.00,-26.92,261.43,,0.00,7,-94.896500,29.772163,1
0,1.0244,7280,MONT BELVIEU 2,Coast,13.80,-23.10,,0.00,0.00,7,-94.900010,29.771108,1
0,1.0244,7281,MONT BELVIEU 3,Coast,13.80,-23.10,,0.00,0.00,7,-94.900010,29.770639,1
4,1.0267,7282,BAYTOWN 3 0,Coast,230.00,-22.83,,,0.00,7,-94.920420,29.756958,1
4,1.0160,7283,BAYTOWN 3 1,Coast,115.00,-26.55,215.13,,0.00,7,-94.917720,29.756958,1
0,1.0267,7284,BAYTOWN 3 2,Coast,13.20,-22.83,,0.00,0.00,7,-94.921230,29.754966,1
0,1.0267,7285,BAYTOWN 3 3,Coast,13.20,-22.83,,0.00,0.00,7,-94.921230,29.754497,1
0,1.0267,7286,BAYTOWN 3 4,Coast,13.20,-22.83,,0.00,0.00,7,-94.921230,29.754028,1
2,1.0051,7290,SPRING 6 0,Coast,115.00,-28.06,63.77,,0.00,7,-95.515714,30.122494,1
4,0.9998,7291,HUMBLE 2 0,Coast,115.00,-29.85,191.02,,0.00,7,-95.284867,30.016366,1
7,1.0232,7292,HOUSTON 69 0,Coast,115.00,-22.08,104.90,,0.00,7,-95.525854,29.942956,1
2,1.0160,7293,SANTA FE 2 0,Coast,115.00,-24.26,17.75,,0.00,7,-95.129728,29.363527,1
3,1.0254,7294,PORT BOLIVAR 0,Coast,115.00,-25.97,11.48,,0.00,7,-94.518771,29.505926,1
5,1.0046,7295,HOUSTON 42 0,Coast,115.00,-27.70,169.98,,0.00,7,-95.398857,29.998361,1
3,1.0127,7296,HOUSTON 85 0,Coast,115.00,-27.90,151.17,,0.00,7,-95.601687,29.775156,1
4,1.0342,7297,HOUSTON 50 0,Coast,115.00,-21.98,93.77,,0.00,7,-95.448450,29.644421,1
7,1.0091,7298,HOUSTON 62 0,Coast,115.00,-27.64,103.65,,0.00,7,-95.473059,29.829087,1
2,1.0135,7299,EAGLE LAKE 0,Coast,115.00,-18.99,28.20,,0.00,7,-96.383158,29.396506,1
3,1.0300,7300,CONROE 2 0,Coast,115.00,-28.70,54.35,,0.00,7,-95.335211,30.219364,1
2,1.0046,7301,WEBSTER 0,Coast,115.00,-28.78,135.00,,0.00,7,-95.134750,29.537700,1
5,1.0287,7302,SWEENY 0,Coast,115.00,-16.65,24.53,,0.00,7,-95.731348,28.930572,1
3,1.0304,7303,BLESSING 0,Coast,115.00,-9.70,6.49,,0.00,7,-96.350268,28.855358,1
5,1.0333,7304,WHARTON 1 0,Coast,500.00,-10.32,,,0.00,7,-96.062699,29.275913,1
4,1.0327,7305,WHARTON 1 1,Coast,230.00,-13.05,,,0.00,7,-96.059999,29.275913,1
5,1.0324,7306,WHARTON 1 2,Coast,115.00,-11.83,11.70,,0.00,7,-96.059999,29.273558,1
0,1.0400,7307,WHARTON 1 3,Coast,24.00,-9.93,,70.00,0.00,7,-96.063509,29.273440,1
0,1.0333,7308,WHARTON 1 4,Coast,24.00,-10.32,,0.00,0.00,7,-96.063509,29.272969,1
0,1.0333,7309,WHARTON 1 5,Coast,24.00,-10.32,,0.00,0.00,7,-96.063509,29.272498,1
3,1.0307,7312,LAKE JACKSON 0,Coast,230.00,-19.56,,11.70,0.00,7,-95.386800,29.005778,1
5,1.0281,7313,LAKE JACKSON 1,Coast,115.00,-19.89,110.28,,0.00,7,-95.379600,29.005778,1
2,0.9822,7314,BELLVILLE 0,Coast,115.00,-21.09,46.65,,0.00,7,-96.251592,29.986182,1
6,1.0132,7315,KATY 4 0,Coast,115.00,-27.45,69.31,,0.00,7,-95.830106,29.852278,1
6,1.0208,7316,HOUSTON 38 0,Coast,115.00,-24.27,63.23,,0.00,7,-95.385513,29.609711,1
7,1.0113,7317,FRIENDSWOOD 0,Coast,115.00,-26.84,283.23,,0.00,7,-95.190783,29.514134,1
5,1.0086,7318,HOUSTON 17 0,Coast,115.00,-27.57,112.16,,0.00,7,-95.267589,29.619481,1
5,1.0115,7319,HOUSTON 66 0,Coast,115.00,-25.68,38.75,,0.00,7,-95.487012,30.006128,1
1,1.0326,7320,FREEPORT 1 0,Coast,500.00,-21.38,,,0.00,7,-95.334800,28.977681,1
1,1.0296,7321,FREEPORT 1 1,Coast,230.00,-20.59,,,0.00,7,-95.327600,28.977681,1
1,1.0198,7322,FREEPORT 1 2,Coast,115.00,-22.47,,,0.00,7,-95.327600,28.973901,1
0,1.0326,7323,FREEPORT 1 3,Coast,13.80,-21.38,,0.00,0.00,7,-95.336960,28.976106,1
0,1.0326,7324,FREEPORT 1 4,Coast,13.80,-21.38,,0.00,0.00,7,-95.336960,28.974846,1
0,1.0326,7325,FREEPORT 1 5,Coast,13.80,-21.38,,0.00,0.00,7,-95.336960,28.973586,1
0,1.0326,7326,FREEPORT 1 6,Coast,13.80,-21.38,,0.00,0.00,7,-95.336960,28.972327,1
2,1.0321,7327,NEWGULF 0,Coast,230.00,-14.61,,,0.00,7,-95.897000,29.262958,1
1,1.0324,7328,NEWGULF 1,Coast,115.00,-14.16,,,0.00,7,-95.894300,29.262958,1
0,1.0321,7329,NEWGULF 2,Coast,13.80,-14.61,,0.00,0.00,7,-95.897810,29.261898,1
7,1.0142,7330,HOUSTON 60 0,Coast,115.00,-26.95,196.05,,0.00,7,-95.459555,29.703081,1
3,1.0307,7331,PASADENA 1 0,Coast,500.00,-19.93,,,0.00,7,-95.229200,29.717962,1
5,1.0251,7332,PASADENA 1 1,Coast,230.00,-22.86,,,0.00,7,-95.226500,29.717962,1
9,1.0159,7333,PASADENA 1 2,Coast,115.00,-26.53,29.21,,0.00,7,-95.226500,29.715148,1
0,1.0307,7334,PASADENA 1 3,Coast,20.00,-19.93,,0.00,0.00,7,-95.230010,29.716438,1
0,1.0307,7335,PASADENA 1 4,Coast,20.00,-19.93,,0.00,0.00,7,-95.230010,29.715969,1
17,1.0220,7336,STAFFORD 0,Coast,115.00,-25.01,107.69,,0.00,7,-95.566618,29.623371,1
3,1.0156,7337,EDNA 0,Coast,115.00,-7.94,24.56,,0.00,7,-96.686115,29.039897,1
4,1.0099,7338,HOUSTON 21 0,Coast,115.00,-27.51,109.20,,0.00,7,-95.302809,29.684683,1
6,1.0347,7339,NEEDVILLE 0,Coast,115.00,-13.59,32.04,,0.00,7,-95.820040,29.332608,1
3,0.9899,7340,SEALY 0,Coast,115.00,-25.38,76.34,,0.00,7,-96.106363,29.794211,1
6,1.0300,7341,KATY 3 0,Coast,500.00,-14.86,,,0.00,7,-95.827951,29.739692,1
3,1.0225,7342,KATY 3 1,Coast,230.00,-20.78,,,0.00,7,-95.826331,29.739692,1
1,1.0034,7343,KATY 3 2,Coast,115.00,-24.28,184.80,,0.00,7,-95.826331,29.737817,1
4,1.0043,7344,HOUSTON 37 0,Coast,115.00,-27.99,101.41,,0.00,7,-95.380834,29.859084,1
9,1.0127,7345,HOUSTON 19 0,Coast,115.00,-27.23,114.99,,0.00,7,-95.275280,29.646073,1
3,1.0338,7346,THOMPSONS 0,Coast,500.00,-16.25,,,0.00,7,-95.621200,29.481860,1
4,1.0334,7347,THOMPSONS 1,Coast,230.00,-19.15,,,0.00,7,-95.618500,29.481860,1
13,1.0273,7348,THOMPSONS 2,Coast,115.00,-23.13,,,0.00,7,-95.618500,29.479509,1
0,1.0400,7349,THOMPSONS 3,Coast,13.80,-15.86,,175.00,0.00,7,-95.622010,29.480332,1
0,1.0338,7350,THOMPSONS 4,Coast,13.80,-16.25,,0.00,0.00,7,-95.622010,29.479862,1
0,1.0338,7351,THOMPSONS 5,Coast,13.80,-16.25,,0.00,0.00,7,-95.622010,29.479392,1
0,1.0338,7352,THOMPSONS 6,Coast,13.80,-16.25,,0.00,0.00,7,-95.622010,29.478922,1
0,1.0400,7353,THOMPSONS 7,Coast,13.80,-15.73,,60.00,0.00,7,-95.622010,29.478452,1
0,1.0338,7354,THOMPSONS 8,Coast,13.80,-16.25,,0.00,0.00,7,-95.622010,29.477982,1
0,1.0400,7355,THOMPSONS 9,Coast,13.80,-15.52,,85.60,0.00,7,-95.622010,29.477512,1
0,1.0338,7356,THOMPSONS 10,Coast,13.80,-16.25,,0.00,0.00,7,-95.622010,29.477041,1
0,1.0400,7357,THOMPSONS 11,Coast,13.80,-11.97,,13.00,0.00,7,-95.622010,29.476571,1
6,1.0072,7362,HOUSTON 61 0,Coast,115.00,-27.62,56.02,,0.00,7,-95.467598,29.747264,1
2,1.0183,7363,GALVESTON 3 0,Coast,115.00,-22.84,37.94,,0.00,7,-94.923302,29.252224,1
2,1.0092,7364,EAST BERNARD 0,Coast,115.00,-21.70,18.88,,0.00,7,-96.217345,29.521278,1
11,1.0148,7365,HOUSTON 20 0,Coast,115.00,-26.79,80.97,,0.00,7,-95.298630,29.861595,1
3,1.0316,7366,CHANNELVIEW 1 0,Coast,500.00,-21.07,,,0.00,7,-95.119044,29.836015,1
4,1.0275,7367,CHANNELVIEW 1 1,Coast,230.00,-22.43,,,0.00,7,-95.116344,29.836015,1
7,1.0280,7368,CHANNELVIEW 1 2,Coast,115.00,-22.65,,,0.00,7,-95.116344,29.833205,1
0,1.0316,7369,CHANNELVIEW 1 3,Coast,18.00,-21.07,,0.00,0.00,7,-95.119854,29.834493,1
0,1.0316,7370,CHANNELVIEW 1 4,Coast,18.00,-21.07,,0.00,0.00,7,-95.119854,29.834024,1
0,1.0316,7371,CHANNELVIEW 1 5,Coast,18.00,-21.07,,0.00,0.00,7,-95.119854,29.833556,1
0,1.0316,7372,CHANNELVIEW 1 6,Coast,18.00,-21.07,,0.00,0.00,7,-95.119854,29.833087,1
0,1.0316,7373,CHANNELVIEW 1 7,Coast,18.00,-21.07,,0.00,0.00,7,-95.119854,29.832619,1
2,1.0142,7380,FREEPORT 3 0,Coast,115.00,-23.11,52.24,,0.00,7,-95.303344,28.976648,1
4,1.0089,7381,HOUSTON 15 0,Coast,115.00,-27.98,183.45,,0.00,7,-95.252726,29.851442,1
7,1.0115,7382,HOUSTON 31 0,Coast,115.00,-27.27,78.13,,0.00,7,-95.355550,29.697492,1
7,1.0312,7383,ROSHARON 0,Coast,115.00,-22.05,85.59,,0.00,7,-95.431828,29.363187,1
5,1.0179,7384,HOUSTON 44 0,Coast,115.00,-25.76,66.87,,0.00,7,-95.403563,29.679312,1
6,1.0092,7385,HOUSTON 75 0,Coast,115.00,-27.76,135.24,,0.00,7,-95.525749,29.873639,1
9,1.0199,7386,HOUSTON 71 0,Coast,115.00,-27.03,156.32,,0.00,7,-95.514375,29.687009,1
5,1.0140,7387,HUMBLE 1 0,Coast,115.00,-29.77,160.73,,0.00,7,-95.176149,29.993564,1
6,1.0113,7388,HOUSTON 68 0,Coast,115.00,-27.92,125.97,,0.00,7,-95.490300,29.795934,1
2,1.0223,7389,WILLIS 1 0,Coast,500.00,-15.88,,,0.00,7,-95.517080,30.433117,1
3,1.0248,7390,WILLIS 1 1,Coast,230.00,-19.47,,,0.00,7,-95.512760,30.433117,1
1,1.0195,7391,WILLIS 1 2,Coast,115.00,-21.18,42.84,,0.00,7,-95.517080,30.429392,1
3,1.0077,7392,BAYTOWN 4 0,Coast,115.00,-27.77,57.52,12.30,0.00,7,-94.899311,29.837201,1
3,1.0319,7393,VAN VLECK 0,Coast,115.00,-15.16,7.31,,0.00,7,-95.953118,29.188782,1
5,1.0037,7394,HUFFMAN 0,Coast,115.00,-28.83,66.55,,0.00,7,-95.039477,30.008724,1
