From Number,To Number,To Nom kV,From Nom kV,Circuit,Status,Branch Device Type,Xfrmr,R,X,B,Lim MVA A,Lim MVA B,Lim MVA C
5332,5093,161.000,161.000,1,Closed,Line,NO,0.00371,0.02175,0.01086,251.0,0.0,0.0
5333,5157,161.000,161.000,1,Closed,Line,NO,0.00236,0.01792,0.00941,310.0,0.0,0.0
5333,5157,161.000,161.000,2,Closed,Line,NO,0.00236,0.01792,0.00941,310.0,0.0,0.0
5333,5212,161.000,161.000,1,Closed,Line,NO,0.00352,0.02679,0.01407,310.0,0.0,0.0
5334,5118,161.000,161.000,1,Closed,Line,NO,0.01328,0.05646,0.02824,187.0,0.0,0.0
5334,5484,161.000,161.000,1,Closed,Line,NO,0.01111,0.06511,0.03251,251.0,0.0,0.0
5334,12842,161.000,161.000,1,Closed,Line,NO,0.00380,0.02200,0.03620,319.4,319.4,319.4
5335,5372,161.000,161.000,1,Closed,Line,NO,0.00458,0.02019,0.00940,187.0,0.0,0.0
5335,5425,161.000,161.000,1,Closed,Line,NO,0.00232,0.01697,0.00961,310.0,0.0,0.0
5336,5146,161.000,161.000,1,Closed,Line,NO,0.00105,0.00797,0.00418,310.0,0.0,0.0
5336,5146,161.000,161.000,2,Closed,Line,NO,0.00105,0.00797,0.00418,310.0,0.0,0.0
5336,5146,161.000,161.000,3,Closed,Line,NO,0.00105,0.00797,0.00418,310.0,0.0,0.0
5337,5119,161.000,161.000,1,Closed,Line,NO,0.01103,0.04691,0.02346,187.0,0.0,0.0
5337,5197,161.000,161.000,1,Closed,Line,NO,0.00702,0.03093,0.01440,187.0,0.0,0.0
5340,5462,161.000,161.000,1,Closed,Line,NO,0.00437,0.02559,0.01278,251.0,0.0,0.0
5340,5467,161.000,161.000,1,Closed,Line,NO,0.00082,0.00348,0.00174,187.0,0.0,0.0
5340,5467,161.000,161.000,2,Closed,Line,NO,0.00059,0.00353,0.00181,222.1,222.1,222.1
5341,5095,161.000,161.000,1,Closed,Line,NO,0.00257,0.01134,0.00528,265.0,265.0,265.0
5341,5465,161.000,161.000,1,Closed,Line,NO,0.00307,0.02252,0.01276,310.0,0.0,0.0
5341,5465,161.000,161.000,2,Closed,Line,NO,0.00307,0.02252,0.01276,310.0,0.0,0.0
5341,5465,161.000,161.000,3,Closed,Line,NO,0.00307,0.02252,0.01276,310.0,0.0,0.0
5341,5465,161.000,161.000,4,Closed,Line,NO,0.00307,0.02252,0.01276,310.0,0.0,0.0
5344,5139,161.000,161.000,1,Closed,Line,NO,0.00178,0.00785,0.00365,310.0,0.0,0.0
5344,5482,161.000,161.000,1,Closed,Line,NO,0.00385,0.01695,0.00789,187.0,0.0,0.0
5346,5375,161.000,161.000,1,Closed,Line,NO,0.00103,0.00605,0.00302,251.0,0.0,0.0
5346,5441,161.000,161.000,1,Closed,Line,NO,0.00168,0.01277,0.00670,310.0,0.0,0.0
5346,5441,161.000,161.000,2,Closed,Line,NO,0.00168,0.01277,0.00670,310.0,0.0,0.0
5346,5443,161.000,161.000,1,Closed,Line,NO,0.00070,0.00512,0.00290,310.0,0.0,0.0
5346,5469,161.000,161.000,1,Closed,Line,NO,0.00100,0.00548,0.00172,257.3,257.3,257.3
5347,5008,161.000,161.000,1,Closed,Line,NO,0.01147,0.05055,0.02353,187.0,0.0,0.0
5347,5118,161.000,161.000,1,Closed,Line,NO,0.01023,0.04352,0.02177,187.0,0.0,0.0
5347,12885,161.000,161.000,1,Closed,Line,NO,0.00329,0.02036,0.01692,201.2,201.2,201.2
5347,13243,161.000,161.000,1,Closed,Line,NO,0.00644,0.04196,0.03004,228.9,228.9,228.9
5348,5355,161.000,161.000,1,Closed,Line,NO,0.00810,0.03570,0.01662,187.0,0.0,0.0
5348,5427,161.000,161.000,1,Closed,Line,NO,0.00445,0.02846,0.03568,335.1,335.1,335.1
5349,5228,161.000,161.000,1,Closed,Line,NO,0.00130,0.00988,0.00519,310.0,0.0,0.0
5349,5462,161.000,161.000,1,Closed,Line,NO,0.00235,0.01326,0.00713,251.0,0.0,0.0
5350,5448,500.000,500.000,1,Closed,Line,NO,0.00061,0.00734,0.48762,2020.0,0.0,0.0
5350,5464,500.000,500.000,1,Closed,Line,NO,0.00053,0.00645,0.42860,2020.0,0.0,0.0
5351,5308,161.000,161.000,2,Closed,Line,NO,0.00160,0.01174,0.00665,409.0,0.0,0.0
5351,5336,161.000,161.000,1,Closed,Line,NO,0.00118,0.00899,0.00472,409.0,0.0,0.0
5351,5336,161.000,161.000,2,Closed,Line,NO,0.00118,0.00899,0.00472,409.0,0.0,0.0
5351,5336,161.000,161.000,3,Closed,Line,NO,0.00118,0.00899,0.00472,409.0,0.0,0.0
5351,5350,500.000,161.000,1,Closed,Transformer,YES,0.00008,0.00906,0.00000,1258.0,0.0,0.0
5351,5350,500.000,161.000,2,Closed,Transformer,YES,0.00008,0.00906,0.00000,1258.0,0.0,0.0
5351,5431,161.000,161.000,1,Closed,Line,NO,0.00463,0.02714,0.01355,251.0,0.0,0.0
5353,5376,161.000,161.000,1,Closed,Line,NO,0.00100,0.00700,0.00500,350.0,0.0,0.0
5353,5468,161.000,161.000,1,Closed,Line,NO,0.00184,0.01402,0.00736,310.0,0.0,0.0
5355,5445,161.000,161.000,1,Closed,Line,NO,0.00332,0.02526,0.01326,310.0,0.0,0.0
5355,5445,161.000,161.000,2,Closed,Line,NO,0.00332,0.02526,0.01326,310.0,0.0,0.0
5356,5386,161.000,161.000,1,Closed,Line,NO,0.00100,0.00567,0.00305,251.0,0.0,0.0
5356,5431,161.000,161.000,1,Closed,Line,NO,0.00571,0.03230,0.01737,251.0,0.0,0.0
5357,5084,161.000,161.000,1,Closed,Line,NO,0.00149,0.01134,0.00596,310.0,0.0,0.0
5357,5084,161.000,161.000,2,Closed,Line,NO,0.00149,0.01134,0.00596,310.0,0.0,0.0
5357,5084,161.000,161.000,3,Closed,Line,NO,0.00149,0.01134,0.00596,310.0,0.0,0.0
5357,5386,161.000,161.000,1,Closed,Line,NO,0.00324,0.02375,0.01346,310.0,0.0,0.0
5358,5179,500.000,500.000,1,Closed,Line,NO,0.00053,0.01093,0.76232,3146.0,0.0,0.0
5358,12826,500.000,500.000,1,Closed,Line,NO,0.00009,0.00149,0.11048,2065.1,2065.1,2065.1
5359,5276,161.000,161.000,1,Closed,Line,NO,0.00542,0.03062,0.01647,251.0,0.0,0.0
5359,5358,500.000,161.000,1,Closed,Transformer,YES,0.00026,0.01828,0.00000,1057.0,0.0,0.0
5360,5358,500.000,13.800,1,Closed,Transformer,YES,0.00022,0.01331,0.00000,1355.8,1355.8,1355.8
5361,5015,500.000,500.000,1,Closed,Line,NO,0.00044,0.00530,0.35460,4352.0,0.0,0.0
5361,12736,500.000,500.000,1,Closed,Line,NO,0.00091,0.01494,1.91795,2917.5,2917.5,2917.5
5362,5361,500.000,161.000,1,Closed,Transformer,YES,0.00018,0.01755,0.00000,646.0,0.0,0.0
5370,5253,161.000,161.000,2,Closed,Line,NO,0.00126,0.00956,0.00502,397.0,397.0,397.0
5371,5034,161.000,161.000,1,Closed,Line,NO,0.00330,0.01934,0.00966,251.0,0.0,0.0
5372,5344,161.000,161.000,1,Closed,Line,NO,0.00186,0.00821,0.00382,187.0,0.0,0.0
5373,5433,161.000,161.000,1,Closed,Line,NO,0.00240,0.01407,0.00702,251.0,0.0,0.0
5374,5158,161.000,161.000,1,Closed,Line,NO,0.00143,0.01044,0.00592,500.0,0.0,0.0
5374,5158,161.000,161.000,2,Closed,Line,NO,0.00143,0.01044,0.00592,500.0,0.0,0.0
5375,5441,161.000,161.000,1,Closed,Line,NO,0.00088,0.00519,0.00952,317.4,317.4,317.4
5376,5323,161.000,161.000,1,Closed,Line,NO,0.00121,0.00887,0.00503,349.0,349.0,349.0
5376,5323,161.000,161.000,2,Closed,Line,NO,0.00121,0.00887,0.00503,349.0,349.0,349.0
5376,5353,161.000,161.000,2,Closed,Line,NO,0.00100,0.00700,0.00500,350.0,0.0,0.0
5377,5477,161.000,161.000,1,Closed,Line,NO,0.00328,0.01925,0.00961,251.0,0.0,0.0
5377,5477,161.000,161.000,2,Closed,Line,NO,0.00225,0.01382,0.01400,208.4,208.4,208.4
5379,5442,161.000,161.000,1,Closed,Line,NO,0.00383,0.02248,0.01122,251.0,0.0,0.0
5380,5384,500.000,500.000,1,Closed,Line,NO,0.00026,0.00590,0.51266,3146.0,0.0,0.0
5381,5380,500.000,161.000,1,Closed,Transformer,YES,0.00015,0.00982,0.00000,1057.0,0.0,0.0
5381,5439,161.000,161.000,1,Closed,Line,NO,0.00275,0.02093,0.01099,310.0,0.0,0.0
5381,5439,161.000,161.000,2,Closed,Line,NO,0.00275,0.02093,0.01099,310.0,0.0,0.0
5382,5380,500.000,13.800,1,Closed,Transformer,YES,0.00049,0.02673,0.00000,321.0,321.0,321.0
5383,5380,500.000,13.800,1,Closed,Transformer,YES,0.00104,0.09212,0.00000,166.2,166.2,166.2
5384,5102,500.000,500.000,1,Closed,Line,NO,0.00039,0.00470,0.31216,2020.0,0.0,0.0
5385,5374,161.000,161.000,1,Closed,Line,NO,0.00128,0.00939,0.00532,409.0,0.0,0.0
5385,5374,161.000,161.000,2,Closed,Line,NO,0.00128,0.00939,0.00532,409.0,0.0,0.0
5385,5374,161.000,161.000,3,Closed,Line,NO,0.00128,0.00939,0.00532,409.0,0.0,0.0
5385,5384,500.000,161.000,1,Closed,Transformer,YES,0.00004,0.00492,0.00000,1538.0,1538.0,1538.0
5385,5384,500.000,161.000,2,Closed,Transformer,YES,0.00004,0.00492,0.00000,1538.0,1538.0,1538.0
5386,5010,161.000,161.000,1,Closed,Line,NO,0.00106,0.00803,0.00422,310.0,0.0,0.0
5386,5010,161.000,161.000,2,Closed,Line,NO,0.00106,0.00803,0.00422,310.0,0.0,0.0
5387,5184,161.000,161.000,1,Closed,Line,NO,0.00193,0.01132,0.00565,251.0,0.0,0.0
5387,5429,161.000,161.000,1,Closed,Line,NO,0.00362,0.01597,0.00743,187.0,0.0,0.0
5387,5469,161.000,161.000,1,Closed,Line,NO,0.00095,0.00722,0.00379,310.0,0.0,0.0
5388,5317,500.000,500.000,1,Closed,Line,NO,0.00128,0.01548,1.02824,2020.0,0.0,0.0
5388,8067,500.000,500.000,1,Closed,Line,NO,0.00062,0.01267,0.88350,2768.0,0.0,0.0
5389,5144,161.000,161.000,1,Closed,Line,NO,0.00473,0.02084,0.00970,187.0,0.0,0.0
5389,5388,500.000,161.000,1,Closed,Transformer,YES,0.00011,0.00666,0.00000,1064.0,0.0,0.0
5389,5393,161.000,161.000,1,Closed,Line,NO,0.00709,0.04153,0.02074,251.0,0.0,0.0
5390,5278,161.000,161.000,1,Closed,Line,NO,0.00646,0.02848,0.01326,342.0,342.0,342.0
5390,5458,161.000,161.000,1,Closed,Line,NO,0.00669,0.02948,0.01372,187.0,0.0,0.0
5391,5390,161.000,115.000,1,Closed,Transformer,YES,0.00410,0.10984,0.00000,250.0,0.0,0.0
5391,5390,161.000,115.000,2,Closed,Transformer,YES,0.00410,0.10984,0.00000,250.0,0.0,0.0
5391,13006,115.000,115.000,1,Closed,Line,NO,0.00513,0.01910,0.00816,231.0,231.0,231.0
5391,13006,115.000,115.000,2,Closed,Line,NO,0.00513,0.01910,0.00816,231.0,231.0,231.0
5394,12883,500.000,500.000,1,Closed,Line,NO,0.00147,0.02143,2.95110,3197.4,3197.4,3197.4
5394,12883,500.000,500.000,2,Closed,Line,NO,0.00147,0.02143,2.95111,3197.4,3197.4,3197.4
5395,3088,230.000,230.000,1,Closed,Line,NO,0.00237,0.02460,0.08383,750.0,0.0,0.0
5395,3088,230.000,230.000,2,Closed,Line,NO,0.00237,0.02460,0.08383,750.0,0.0,0.0
5395,5394,500.000,230.000,1,Closed,Transformer,YES,0.00009,0.00527,0.00000,1163.0,0.0,0.0
5395,5394,500.000,230.000,2,Closed,Transformer,YES,0.00009,0.00527,0.00000,1163.0,0.0,0.0
5396,5008,161.000,161.000,1,Closed,Line,NO,0.00397,0.02909,0.01648,400.0,0.0,0.0
5396,5395,230.000,161.000,1,Closed,Transformer,YES,0.00057,0.04373,0.00000,320.0,0.0,0.0
5396,12783,161.000,161.000,1,Closed,Line,NO,0.00789,0.04336,0.04327,445.0,445.0,445.0
5397,3021,115.000,115.000,1,Closed,Line,NO,0.02082,0.09277,0.01360,220.0,0.0,0.0
5397,5396,161.000,115.000,1,Closed,Transformer,YES,0.00233,0.06520,0.00000,168.0,0.0,0.0
5397,5396,161.000,115.000,2,Closed,Transformer,YES,0.00233,0.06520,0.00000,168.0,0.0,0.0
5399,5394,500.000,13.800,1,Closed,Transformer,YES,0.00087,0.05563,0.00000,229.5,229.5,229.5
5400,5331,161.000,161.000,1,Closed,Line,NO,0.00473,0.02774,0.01385,251.0,0.0,0.0
5401,5317,500.000,500.000,2,Closed,Line,NO,0.00005,0.00111,0.09678,3146.0,0.0,0.0
5401,12601,500.000,500.000,1,Closed,Line,NO,0.00006,0.00104,0.10977,1830.3,1830.3,1830.3
5401,12826,500.000,500.000,1,Closed,Line,NO,0.00087,0.01337,1.70917,2289.4,2289.4,2289.4
5402,5401,500.000,161.000,1,Closed,Transformer,YES,0.00019,0.01369,0.00000,1174.0,0.0,0.0
5402,5473,161.000,161.000,1,Closed,Line,NO,0.00356,0.02110,0.00871,218.4,218.4,218.4
5402,12600,161.000,161.000,1,Closed,Line,NO,0.00262,0.01714,0.00670,219.1,219.1,219.1
5403,5401,500.000,18.000,1,Closed,Transformer,YES,0.00035,0.01731,0.00000,380.2,380.2,380.2
5404,5401,500.000,18.000,1,Closed,Transformer,YES,0.00149,0.06550,0.00000,297.0,297.0,297.0
5405,5401,500.000,18.000,1,Closed,Transformer,YES,0.00044,0.02844,0.00000,306.1,306.1,306.1
5407,5151,161.000,161.000,1,Closed,Line,NO,0.00814,0.03465,0.01733,187.0,0.0,0.0
5407,5470,161.000,161.000,1,Closed,Line,NO,0.01779,0.07838,0.03648,187.0,0.0,0.0
5407,13382,161.000,161.000,1,Closed,Line,NO,0.00083,0.00548,0.00620,224.9,224.9,224.9
5408,5031,161.000,161.000,1,Closed,Line,NO,0.00513,0.02263,0.01054,187.0,0.0,0.0
5408,5421,161.000,161.000,1,Closed,Line,NO,0.00543,0.02392,0.01113,187.0,0.0,0.0
5409,5447,161.000,161.000,1,Closed,Line,NO,0.00189,0.01068,0.00574,251.0,0.0,0.0
5410,5451,500.000,500.000,1,Closed,Line,NO,0.00040,0.00490,0.32555,2020.0,0.0,0.0
5411,5235,161.000,161.000,1,Closed,Line,NO,0.00717,0.03052,0.01526,187.0,0.0,0.0
5411,5410,500.000,161.000,1,Closed,Transformer,YES,0.00015,0.01564,0.00000,1041.0,0.0,0.0
5411,5477,161.000,161.000,1,Closed,Line,NO,0.00331,0.01942,0.00970,251.0,0.0,0.0
5413,5045,500.000,500.000,1,Closed,Line,NO,0.00055,0.00672,0.44670,2020.0,0.0,0.0
5414,5413,500.000,161.000,1,Closed,Transformer,YES,0.00122,0.05952,0.00000,315.0,0.0,0.0
5414,5471,161.000,161.000,1,Closed,Line,NO,0.01049,0.04462,0.02231,187.0,0.0,0.0
5415,5413,500.000,13.800,1,Closed,Transformer,YES,0.00021,0.01486,0.00000,274.9,274.9,274.9
5416,5413,500.000,13.800,1,Closed,Transformer,YES,0.00176,0.16126,0.00000,125.8,125.8,125.8
5417,5413,500.000,13.800,1,Closed,Transformer,YES,0.00198,0.11137,0.00000,165.5,165.5,165.5
5418,5413,500.000,13.800,1,Closed,Transformer,YES,0.00049,0.02616,0.00000,143.7,143.7,143.7
5419,5413,500.000,13.800,1,Closed,Transformer,YES,0.00202,0.21157,0.00000,99.1,99.1,99.1
5420,5016,161.000,161.000,1,Closed,Line,NO,0.00135,0.01028,0.00540,310.0,0.0,0.0
5420,5016,161.000,161.000,2,Closed,Line,NO,0.00135,0.01028,0.00540,310.0,0.0,0.0
5422,5341,161.000,161.000,1,Closed,Line,NO,0.00126,0.00925,0.00524,409.0,0.0,0.0
5422,5341,161.000,161.000,2,Closed,Line,NO,0.00126,0.00925,0.00524,409.0,0.0,0.0
5426,5202,161.000,161.000,1,Closed,Line,NO,0.01126,0.04962,0.02310,187.0,0.0,0.0
5427,5269,161.000,161.000,1,Closed,Line,NO,0.00325,0.02378,0.01347,310.0,0.0,0.0
5427,5333,161.000,161.000,1,Closed,Line,NO,0.00478,0.03636,0.01909,310.0,0.0,0.0
5427,5333,161.000,161.000,2,Closed,Line,NO,0.00478,0.03636,0.01909,310.0,0.0,0.0
5428,5143,161.000,161.000,2,Closed,Line,NO,0.00107,0.00811,0.00426,409.0,0.0,0.0
5429,5291,161.000,161.000,1,Closed,Line,NO,0.00544,0.02400,0.01117,187.0,0.0,0.0
5429,5332,161.000,161.000,1,Closed,Line,NO,0.00313,0.01379,0.00642,187.0,0.0,0.0
5429,5438,161.000,161.000,1,Closed,Line,NO,0.00062,0.00329,0.00803,207.4,207.4,207.4
5430,5172,161.000,161.000,1,Closed,Line,NO,0.00249,0.01461,0.00730,251.0,0.0,0.0
5432,5430,161.000,161.000,1,Closed,Line,NO,0.00343,0.02608,0.01369,310.0,0.0,0.0
5433,12528,500.000,161.000,1,Closed,Transformer,YES,0.00010,0.00750,0.00000,1600.0,800.0,800.0
5434,5185,161.000,161.000,1,Closed,Line,NO,0.00242,0.01843,0.00967,310.0,0.0,0.0
5434,5185,161.000,161.000,2,Closed,Line,NO,0.00242,0.01843,0.00967,310.0,0.0,0.0
5435,5471,161.000,161.000,1,Closed,Line,NO,0.01193,0.05076,0.02538,187.0,0.0,0.0
5439,5256,161.000,161.000,1,Closed,Line,NO,0.00370,0.02813,0.01477,310.0,0.0,0.0
5440,5232,161.000,161.000,1,Closed,Line,NO,0.00256,0.01088,0.00544,300.0,0.0,0.0
5443,5346,161.000,161.000,2,Closed,Line,NO,0.00070,0.00512,0.00290,310.0,0.0,0.0
5443,5469,161.000,161.000,1,Closed,Line,NO,0.00205,0.00902,0.00420,380.0,0.0,0.0
5444,5448,500.000,500.000,1,Closed,Line,NO,0.00020,0.00317,0.37113,2095.7,2095.7,2095.7
5445,5269,161.000,161.000,2,Closed,Line,NO,0.00170,0.01248,0.00707,310.0,0.0,0.0
5445,5444,500.000,161.000,1,Closed,Transformer,YES,0.00020,0.01571,0.00000,1266.0,0.0,0.0
5446,5328,161.000,161.000,1,Closed,Line,NO,0.00871,0.03704,0.01852,187.0,0.0,0.0
5447,5104,161.000,161.000,1,Closed,Line,NO,0.00135,0.01026,0.00539,363.0,363.0,363.0
5447,5104,161.000,161.000,2,Closed,Line,NO,0.00135,0.01026,0.00539,363.0,363.0,363.0
5448,5479,500.000,500.000,1,Closed,Line,NO,0.00039,0.00471,0.31303,2020.0,0.0,0.0
5449,5108,161.000,161.000,1,Closed,Line,NO,0.00150,0.01102,0.00625,310.0,0.0,0.0
5449,5108,161.000,161.000,2,Closed,Line,NO,0.00150,0.01102,0.00625,310.0,0.0,0.0
5449,5108,161.000,161.000,3,Closed,Line,NO,0.00150,0.01102,0.00625,310.0,0.0,0.0
5449,5448,500.000,161.000,1,Closed,Transformer,YES,0.00007,0.00805,0.00000,1267.0,0.0,0.0
5450,2124,161.000,161.000,1,Closed,Line,NO,0.00519,0.02933,0.01578,251.0,0.0,0.0
5450,5331,161.000,161.000,1,Closed,Line,NO,0.00779,0.03434,0.01599,187.0,0.0,0.0
5451,5239,500.000,500.000,1,Closed,Line,NO,0.00065,0.00791,0.52569,2020.0,0.0,0.0
5452,5024,161.000,161.000,1,Closed,Line,NO,0.00923,0.05217,0.02806,251.0,0.0,0.0
5452,5451,500.000,161.000,1,Closed,Transformer,YES,0.00023,0.01073,0.00000,960.0,0.0,0.0
5453,5025,161.000,161.000,1,Closed,Line,NO,0.00495,0.03768,0.01978,310.0,0.0,0.0
5453,5025,161.000,161.000,2,Closed,Line,NO,0.00495,0.03768,0.01978,310.0,0.0,0.0
5453,5092,161.000,161.000,1,Closed,Line,NO,0.00849,0.03611,0.01806,250.0,0.0,0.0
5453,12863,500.000,161.000,1,Closed,Transformer,YES,0.00010,0.00750,0.00000,600.0,600.0,600.0
5454,5050,161.000,161.000,1,Closed,Line,NO,0.00279,0.02125,0.01116,310.0,0.0,0.0
5454,5050,161.000,161.000,2,Closed,Line,NO,0.00279,0.02125,0.01116,310.0,0.0,0.0
5454,5115,161.000,161.000,1,Closed,Line,NO,0.00397,0.02326,0.01161,251.0,0.0,0.0
5454,13421,161.000,161.000,1,Closed,Line,NO,0.00512,0.03036,0.02225,219.8,219.8,219.8
5456,5156,161.000,161.000,1,Closed,Line,NO,0.00659,0.03866,0.01930,295.0,295.0,295.0
5456,13282,161.000,161.000,1,Closed,Line,NO,0.00476,0.02831,0.04486,382.6,382.6,382.6
5459,5391,115.000,115.000,1,Closed,Line,NO,0.00912,0.05206,0.00782,98.0,0.0,0.0
5459,5458,161.000,115.000,1,Closed,Transformer,YES,0.00338,0.11671,0.00000,91.0,91.0,91.0
5459,6325,115.000,115.000,1,Closed,Line,NO,0.01669,0.07435,0.01090,149.0,0.0,0.0
5461,5029,161.000,161.000,1,Closed,Line,NO,0.00376,0.02202,0.01099,251.0,0.0,0.0
5463,5148,161.000,161.000,1,Closed,Line,NO,0.00259,0.01144,0.00532,187.0,0.0,0.0
5463,5478,161.000,161.000,1,Closed,Line,NO,0.00106,0.00601,0.00323,409.0,0.0,0.0
5463,5478,161.000,161.000,2,Closed,Line,NO,0.00051,0.00294,0.00693,225.0,225.0,225.0
5464,5102,500.000,500.000,1,Closed,Line,NO,0.00028,0.00339,0.22498,2020.0,0.0,0.0
5465,5464,500.000,161.000,1,Closed,Transformer,YES,0.00008,0.00976,0.00000,1284.0,0.0,0.0
5467,5482,161.000,161.000,1,Closed,Line,NO,0.00166,0.00971,0.00485,409.0,0.0,0.0
5470,5267,161.000,161.000,1,Closed,Line,NO,0.01229,0.05415,0.02521,187.0,0.0,0.0
5470,5378,161.000,161.000,1,Closed,Line,NO,0.00267,0.01179,0.00549,409.0,0.0,0.0
5470,5446,161.000,161.000,1,Closed,Line,NO,0.00445,0.01961,0.00913,187.0,0.0,0.0
5470,13342,161.000,161.000,1,Closed,Line,NO,0.00340,0.02424,0.01419,203.8,203.8,203.8
5472,2108,161.000,161.000,1,Closed,Line,NO,0.01619,0.07138,0.03323,250.0,0.0,0.0
5472,2108,161.000,161.000,2,Closed,Line,NO,0.01619,0.07138,0.03323,250.0,0.0,0.0
5472,12676,500.000,161.000,1,Closed,Transformer,YES,0.00010,0.00750,0.00000,2500.0,600.0,600.0
5472,12676,500.000,161.000,2,Closed,Transformer,YES,0.00010,0.00750,0.00000,2500.0,600.0,600.0
5472,13012,161.000,161.000,1,Closed,Line,NO,0.00369,0.01994,0.01175,346.2,346.2,346.2
5472,13012,161.000,161.000,2,Closed,Line,NO,0.00369,0.01994,0.01175,346.2,346.2,346.2
5472,13012,161.000,161.000,3,Closed,Line,NO,0.00369,0.01994,0.01175,346.2,346.2,346.2
5472,13012,161.000,161.000,4,Closed,Line,NO,0.00369,0.01994,0.01175,346.2,346.2,346.2
5473,5318,161.000,161.000,2,Closed,Line,NO,0.00242,0.01844,0.00968,310.0,0.0,0.0
5474,5174,161.000,161.000,1,Closed,Line,NO,0.00547,0.03094,0.01664,251.0,0.0,0.0
5475,5092,161.000,161.000,1,Closed,Line,NO,0.00472,0.02665,0.01434,251.0,0.0,0.0
5476,5004,161.000,161.000,1,Closed,Line,NO,0.00400,0.02260,0.01216,251.0,0.0,0.0
5479,5021,500.000,500.000,1,Closed,Line,NO,0.00021,0.00435,0.30317,2768.0,0.0,0.0
5480,5048,161.000,161.000,1,Closed,Line,NO,0.00268,0.02037,0.01070,310.0,0.0,0.0
5480,5048,161.000,161.000,2,Closed,Line,NO,0.00268,0.02037,0.01070,310.0,0.0,0.0
5480,5048,161.000,161.000,3,Closed,Line,NO,0.00268,0.02037,0.01070,310.0,0.0,0.0
5480,5048,161.000,161.000,4,Closed,Line,NO,0.00268,0.02037,0.01070,310.0,0.0,0.0
5480,5479,500.000,161.000,1,Closed,Transformer,YES,0.00031,0.01505,0.00000,961.0,0.0,0.0
5481,5338,161.000,161.000,1,Closed,Line,NO,0.00337,0.02561,0.01345,310.0,0.0,0.0
5481,5338,161.000,161.000,2,Closed,Line,NO,0.00337,0.02561,0.01345,310.0,0.0,0.0
5483,5217,161.000,161.000,1,Closed,Line,NO,0.00126,0.00922,0.00522,409.0,0.0,0.0
5483,5217,161.000,161.000,2,Closed,Line,NO,0.00126,0.00922,0.00522,409.0,0.0,0.0
5483,5265,161.000,161.000,2,Closed,Line,NO,0.00103,0.00785,0.00412,409.0,0.0,0.0
5483,5265,161.000,161.000,3,Closed,Line,NO,0.00103,0.00785,0.00412,409.0,0.0,0.0
5484,5073,161.000,161.000,1,Closed,Line,NO,0.01110,0.06505,0.03248,251.0,0.0,0.0
5484,13380,161.000,161.000,1,Closed,Line,NO,0.01106,0.05712,0.04011,254.2,254.2,254.2
5485,5094,161.000,161.000,1,Closed,Line,NO,0.00237,0.01799,0.00945,310.0,0.0,0.0
6001,6281,115.000,115.000,1,Closed,Line,NO,0.00258,0.01473,0.00221,250.0,0.0,0.0
6001,6283,115.000,115.000,1,Closed,Line,NO,0.01462,0.03576,0.00468,98.0,0.0,0.0
6001,6312,115.000,115.000,1,Closed,Line,NO,0.00777,0.03462,0.00508,221.0,0.0,0.0
6002,6060,115.000,115.000,1,Closed,Line,NO,0.00991,0.05949,0.00807,98.0,0.0,0.0
6002,6291,115.000,115.000,1,Closed,Line,NO,0.00199,0.01285,0.00245,221.0,0.0,0.0
6002,6291,115.000,115.000,2,Closed,Line,NO,0.00199,0.01285,0.00245,221.0,0.0,0.0
6002,6332,115.000,115.000,1,Closed,Line,NO,0.00746,0.03326,0.00488,149.0,0.0,0.0
6003,6107,500.000,500.000,1,Closed,Line,NO,0.00065,0.00791,0.52580,2020.0,0.0,0.0
6003,12621,500.000,500.000,1,Closed,Line,NO,0.00000,0.00006,0.00171,2073.3,2073.3,2073.3
6004,6003,500.000,230.000,1,Closed,Transformer,YES,0.00026,0.01763,0.00000,1117.0,0.0,0.0
6005,6004,230.000,115.000,1,Closed,Transformer,YES,0.00134,0.05853,0.00000,200.0,0.0,0.0
6005,6004,230.000,115.000,2,Closed,Transformer,YES,0.00134,0.05853,0.00000,200.0,0.0,0.0
6005,6117,115.000,115.000,1,Closed,Line,NO,0.00772,0.04984,0.00951,221.0,0.0,0.0
6005,6117,115.000,115.000,2,Closed,Line,NO,0.00772,0.04984,0.00951,221.0,0.0,0.0
6005,12620,115.000,115.000,1,Closed,Line,NO,0.00033,0.00121,0.00009,193.6,193.6,193.6
6005,12620,115.000,115.000,2,Closed,Line,NO,0.00033,0.00121,0.00009,193.6,193.6,193.6
6005,12620,115.000,115.000,3,Closed,Line,NO,0.00033,0.00121,0.00009,193.6,193.6,193.6
6005,12620,115.000,115.000,4,Closed,Line,NO,0.00033,0.00121,0.00009,193.6,193.6,193.6
6006,6003,500.000,13.800,1,Closed,Transformer,YES,0.00017,0.00746,0.00000,412.4,412.4,412.4
6007,6003,500.000,13.800,1,Closed,Transformer,YES,0.00025,0.02056,0.00000,197.4,197.4,197.4
6008,6003,500.000,13.800,1,Closed,Transformer,YES,0.00043,0.02091,0.00000,192.7,192.7,192.7
6011,6068,115.000,115.000,1,Closed,Line,NO,0.00433,0.03013,0.00493,221.0,0.0,0.0
6012,6005,115.000,115.000,1,Closed,Line,NO,0.00833,0.05690,0.00968,221.0,0.0,0.0
6012,6005,115.000,115.000,2,Closed,Line,NO,0.00833,0.05690,0.00968,221.0,0.0,0.0
