Gen
Number of Bus,Sub Num of Bus,AVR,Name of Bus,ID,Min Mvar,Set Volt,Gen Mvar,Max Mvar,Status,Longitude of Bus,Latitude of Bus,Fuel Cost,IOD,IOC,IOB,Gen MW,Min MW,Max MW,AGC,Part. Factor,Fuel Type,"Ramp Rate Up, MW/Minute","Ramp Rate Down, MW/Minute"
4059,275,YES,GREGORY 3,1,-17.2000,1.0400,19.2386,78.9000,Closed,-97.230538,27.876095,1.000,0.000,0.007,4.779,93.0000,0.0000,155.0000,YES,155.0000,NG (Natural Gas),0.000,-100.000
13312,1483,YES,SNYDER 7 1,3,-1.8000,1.0400,8.1000,8.1000,Closed,-100.953311,32.746150,1.000,0.000,0.004,4.593,16.0000,4.0000,16.0000,YES,16.0000,NG (Natural Gas),0.000,-100.000
8139,1236,YES,COLLEGE STATION 2 0,1,-3.6000,1.0400,16.5000,16.5000,Closed,-96.339013,30.615299,1.000,0.000,0.003,4.615,32.4000,27.0000,32.4000,YES,32.4000,NG (Natural Gas),0.000,-100.000
8116,1220,YES,JACKSONVILLE 1 4,1,-18.5000,1.0400,2.1942,85.0000,Closed,-94.984794,31.933434,1.000,0.000,0.005,4.795,137.6000,20.0000,167.0000,YES,167.0000,NG (Natural Gas),0.000,-100.000
6007,718,YES,BASTROP 4,1,-15.1000,1.0400,34.4553,69.2000,Closed,-97.265760,30.119135,1.000,0.000,0.006,4.753,112.6000,19.0000,136.0000,YES,136.0000,NG (Natural Gas),0.000,-100.000
8115,1220,YES,JACKSONVILLE 1 3,1,-55.7000,1.0400,-20.3564,255.5000,Closed,-94.984794,31.934656,1.000,0.000,0.007,5.244,35.0000,35.0000,502.0000,YES,502.0000,NG (Natural Gas),0.000,-100.000
6006,718,YES,BASTROP 3,3,-37.2000,1.0400,93.2351,170.5000,Closed,-97.265760,30.120381,1.000,0.000,0.006,5.020,112.6000,57.0000,335.0000,YES,335.0000,NG (Natural Gas),0.000,-100.000
4058,275,YES,GREGORY 2,1,-17.2000,1.0400,7.9117,78.9000,Closed,-97.230538,27.877368,1.000,0.000,0.006,4.779,124.0000,0.0000,155.0000,YES,155.0000,NG (Natural Gas),0.000,-100.000
4052,271,YES,BISHOP 1,1,-3.6000,1.0400,16.5000,16.5000,Closed,-97.821360,27.560445,1.000,0.000,0.004,4.615,32.5000,18.0000,32.5000,YES,32.5000,NG (Natural Gas),0.000,-100.000
2105,125,YES,SHERMAN 1 4,1,-22.1000,1.0400,0.0000,101.3000,Open,-96.612853,33.575075,1.000,0.000,0.007,4.838,0.0000,125.0000,199.0000,YES,199.0000,NG (Natural Gas),0.000,-100.000
8080,1198,YES,MT. ENTERPRISE 6,1,-16.2000,1.0400,-7.7713,74.3000,Closed,-94.614703,32.007753,1.000,0.000,0.005,4.767,134.8000,90.0000,146.0000,YES,146.0000,NG (Natural Gas),0.000,-100.000
5419,658,YES,PALO PINTO 1 6,1,-7.3000,1.0400,0.0000,33.6000,Open,-98.308410,32.653440,1.000,0.000,0.005,4.660,0.0000,20.0000,66.0000,YES,66.0000,NG (Natural Gas),0.000,-100.000
8079,1198,YES,MT. ENTERPRISE 5,1,-16.2000,1.0400,-2.8593,74.3000,Closed,-94.614703,32.008974,1.000,0.000,0.006,4.767,112.4000,90.0000,146.0000,YES,146.0000,NG (Natural Gas),0.000,-100.000
8078,1198,YES,MT. ENTERPRISE 4,1,-16.4000,1.0400,1.0495,75.3000,Closed,-94.614703,32.010195,1.000,0.000,0.005,4.769,136.4000,90.0000,148.0000,YES,148.0000,NG (Natural Gas),0.000,-100.000
8077,1198,YES,MT. ENTERPRISE 3,1,-45.0000,1.0400,0.0000,206.1000,Open,-94.614703,32.011416,1.000,0.000,0.007,5.114,0.0000,190.0000,405.0000,YES,405.0000,NG (Natural Gas),0.000,-100.000
5418,658,YES,PALO PINTO 1 5,2,-11.1000,1.0400,0.0000,50.9000,Open,-98.308410,32.653895,1.000,0.000,0.004,4.705,0.0000,38.0000,100.0000,YES,100.0000,NG (Natural Gas),0.000,-100.000
1048,35,YES,MONAHANS 1 1,1,-7.2000,1.0400,2.6263,33.1000,Closed,-102.946740,31.576233,1.000,0.000,0.005,4.658,65.0000,41.0000,65.0000,YES,65.0000,NG (Natural Gas),0.000,-100.000
5417,658,YES,PALO PINTO 1 4,5,-11.5000,1.0400,0.0000,52.9000,Open,-98.308410,32.654349,1.000,0.000,0.005,4.710,0.0000,35.0000,104.0000,YES,104.0000,NG (Natural Gas),0.000,-100.000
2104,125,YES,SHERMAN 1 3,1,-22.1000,1.0400,0.0000,101.3000,Open,-96.612853,33.576275,1.000,0.000,0.007,4.838,0.0000,125.0000,199.0000,YES,199.0000,NG (Natural Gas),0.000,-100.000
8051,1183,YES,FAIRFIELD 1 8,1,-18.5000,1.0400,5.6924,85.0000,Closed,-96.108060,31.876944,1.000,0.000,0.006,4.795,105.4000,90.0000,167.0000,YES,167.0000,NG (Natural Gas),0.000,-100.000
8050,1183,YES,FAIRFIELD 1 7,1,-18.5000,1.0400,11.4356,85.0000,Closed,-96.108060,31.878167,1.000,0.000,0.007,4.795,90.0000,90.0000,167.0000,YES,167.0000,NG (Natural Gas),0.000,-100.000
5416,658,YES,PALO PINTO 1 3,4,-11.5000,1.0400,0.0000,52.9000,Open,-98.308410,32.654804,1.000,0.000,0.006,4.710,0.0000,35.0000,104.0000,YES,104.0000,NG (Natural Gas),0.000,-100.000
8049,1183,YES,FAIRFIELD 1 6,1,-18.5000,1.0400,6.0080,85.0000,Closed,-96.108060,31.879390,1.000,0.000,0.006,4.795,120.8000,90.0000,167.0000,YES,167.0000,NG (Natural Gas),0.000,-100.000
8048,1183,YES,FAIRFIELD 1 5,1,-18.5000,1.0400,0.0000,85.0000,Open,-96.108060,31.880613,1.000,0.000,0.006,4.795,0.0000,90.0000,167.0000,YES,167.0000,NG (Natural Gas),0.000,-100.000
5415,658,YES,PALO PINTO 1 2,3,-22.2000,1.0400,0.0000,101.8000,Open,-98.308410,32.655259,1.000,0.000,0.006,4.839,0.0000,40.0000,200.0000,YES,200.0000,NG (Natural Gas),0.000,-100.000
8047,1183,YES,FAIRFIELD 1 4,1,-20.2000,1.0400,0.0000,92.6000,Open,-96.108060,31.881835,1.000,0.000,0.006,4.815,0.0000,80.0000,182.0000,YES,182.0000,NG (Natural Gas),0.000,-100.000
8046,1183,YES,FAIRFIELD 1 3,1,-20.2000,1.0400,10.0843,92.6000,Closed,-96.108060,31.883058,1.000,0.000,0.006,4.815,100.4000,80.0000,182.0000,YES,182.0000,NG (Natural Gas),0.000,-100.000
5405,652,YES,GRANBURY 2 4,1,-26.0000,1.0400,0.0000,119.4000,Open,-97.729796,32.323003,1.000,0.000,0.006,4.885,0.0000,84.0000,234.5000,YES,234.5000,NG (Natural Gas),0.000,-100.000
5404,652,YES,GRANBURY 2 3,1,-26.2000,1.0400,0.0000,120.1000,Open,-97.729796,32.323459,1.000,0.000,0.007,4.887,0.0000,84.0000,236.0000,YES,236.0000,NG (Natural Gas),0.000,-100.000
7428,1147,YES,FREEPORT 2 0,1,-3.9000,1.0400,0.0000,17.8000,Open,-95.400281,28.988770,1.000,0.000,0.003,4.618,0.0000,9.0000,35.0000,YES,35.0000,NG (Natural Gas),0.000,-100.000
5403,652,YES,GRANBURY 2 2,ST,-31.1000,1.0400,0.0000,142.5000,Open,-97.729796,32.323915,1.000,0.000,0.006,4.946,0.0000,84.0000,280.0000,YES,280.0000,NG (Natural Gas),0.000,-100.000
2103,125,YES,SHERMAN 1 2,1,-31.9000,1.0400,33.3513,146.1000,Closed,-96.612853,33.577474,1.000,0.000,0.007,4.956,150.0000,150.0000,287.0000,YES,287.0000,NG (Natural Gas),0.000,-100.000
7414,1138,YES,VICTORIA 1 0,2,-4.8000,1.0400,21.9000,21.9000,Closed,-96.933780,28.681211,1.000,0.000,0.003,4.629,43.0000,32.0000,43.0000,YES,43.0000,NG (Natural Gas),0.000,-100.000
7414,1138,YES,VICTORIA 1 0,1,-4.8000,1.0400,21.9000,21.9000,Closed,-96.933780,28.681211,1.000,0.000,0.003,4.629,43.0000,32.0000,43.0000,YES,43.0000,NG (Natural Gas),0.000,-100.000
12597,944,YES,RICHMOND 1 3,1,-22.6000,1.0400,26.4288,103.8000,Closed,-95.622510,29.465304,1.000,0.000,0.006,4.844,150.0000,150.0000,204.0000,YES,204.0000,NG (Natural Gas),0.000,-100.000
5383,643,YES,ENNIS 3,1,-12.7000,1.0400,0.0000,58.2000,Open,-96.673110,32.317604,1.000,0.000,0.005,4.724,0.0000,80.0000,114.4000,YES,114.4000,NG (Natural Gas),0.000,-100.000
7403,1130,YES,PASADENA 4 0,3,-4.0000,1.0400,0.0000,18.3000,Open,-95.070450,29.701862,1.000,0.000,0.004,4.619,0.0000,36.0000,36.0000,YES,36.0000,NG (Natural Gas),0.000,-100.000
7403,1130,YES,PASADENA 4 0,2,-4.0000,1.0400,0.0000,18.3000,Open,-95.070450,29.701862,1.000,0.000,0.004,4.619,0.0000,36.0000,36.0000,YES,36.0000,NG (Natural Gas),0.000,-100.000
7403,1130,YES,PASADENA 4 0,1,-4.0000,1.0400,0.0000,18.3000,Open,-95.070450,29.701862,1.000,0.000,0.004,4.619,0.0000,36.0000,36.0000,YES,36.0000,NG (Natural Gas),0.000,-100.000
5382,643,YES,ENNIS 2,1,-27.2000,1.0400,0.0000,124.8000,Open,-96.673110,32.318061,1.000,0.000,0.006,4.900,0.0000,190.0000,245.1000,YES,245.1000,NG (Natural Gas),0.000,-100.000
12598,944,YES,RICHMOND 1 4,1,-18.5000,1.0400,0.0000,85.0000,Open,-95.622510,29.464833,1.000,0.000,0.007,4.795,0.0000,90.0000,167.0000,YES,167.0000,NG (Natural Gas),0.000,-100.000
4035,261,YES,CORPUS CHRISTI 18 0,1,-3.7000,1.0400,16.8000,16.8000,Closed,-97.592213,27.808536,1.000,0.000,0.003,4.615,33.0000,26.0000,33.0000,YES,33.0000,NG (Natural Gas),0.000,-100.000
7400,1129,YES,HOUSTON 6 0,82,-5.2000,1.0400,0.0000,23.9000,Open,-95.216729,29.821264,1.000,0.000,0.005,4.634,0.0000,30.0000,47.0000,YES,47.0000,NG (Natural Gas),0.000,-100.000
7400,1129,YES,HOUSTON 6 0,81,-5.9000,1.0400,27.0000,27.0000,Closed,-95.216729,29.821264,1.000,0.000,0.004,4.642,53.0000,30.0000,53.0000,YES,53.0000,NG (Natural Gas),0.000,-100.000
7400,1129,YES,HOUSTON 6 0,74,-5.9000,1.0400,27.0000,27.0000,Closed,-95.216729,29.821264,1.000,0.000,0.003,4.642,53.0000,30.0000,53.0000,YES,53.0000,NG (Natural Gas),0.000,-100.000
5326,602,YES,DALLAS 2 4,7,-13.1000,1.0400,50.8091,60.1000,Closed,-96.933910,32.718898,1.000,0.000,0.005,4.729,118.0000,15.0000,118.0000,YES,118.0000,NG (Natural Gas),0.000,-100.000
1073,46,YES,ODESSA 1 2,1,-22.9000,1.0400,97.3161,104.9000,Closed,-102.321360,31.820419,1.000,0.000,0.008,4.847,85.6800,55.6000,206.0000,YES,206.0000,NG (Natural Gas),0.000,-100.000
4103,295,YES,EDINBURG 1 0,1,-2.0000,1.0400,0.0000,9.3000,Open,-98.173900,26.448532,1.000,0.000,0.003,4.596,0.0000,7.5000,18.3000,YES,18.3000,NG (Natural Gas),0.000,-100.000
5325,602,YES,DALLAS 2 3,6,-13.5000,1.0400,29.4408,62.1000,Closed,-96.933910,32.719352,1.000,0.000,0.004,4.735,122.0000,15.0000,122.0000,YES,122.0000,NG (Natural Gas),0.000,-100.000
7392,1121,YES,BAYTOWN 4 0,1,-1.4000,1.0400,6.3000,6.3000,Closed,-94.899311,29.837201,1.000,0.000,0.003,4.588,12.3000,11.0000,12.3000,YES,12.3000,NG (Natural Gas),0.000,-100.000
7373,1110,YES,CHANNELVIEW 1 7,1,-14.0000,1.0400,0.0000,64.1000,Open,-95.119854,29.832619,1.000,0.000,0.006,4.740,0.0000,55.0000,126.0000,YES,126.0000,NG (Natural Gas),0.000,-100.000
7372,1110,YES,CHANNELVIEW 1 6,1,-17.6000,1.0400,0.0000,80.9000,Open,-95.119854,29.833087,1.000,0.000,0.005,4.784,0.0000,120.0000,159.0000,YES,159.0000,NG (Natural Gas),0.000,-100.000
5324,602,YES,DALLAS 2 2,8,-63.0000,1.0400,99.8164,289.1000,Closed,-96.933910,32.719806,1.000,0.000,0.007,5.332,200.0000,200.0000,568.0000,YES,568.0000,NG (Natural Gas),0.000,-100.000
5321,601,YES,GRANBURY 1 4,1,-36.4000,1.0400,0.0000,166.9000,Open,-97.732722,32.333002,1.000,0.000,0.007,5.010,0.0000,113.0000,327.8000,YES,327.8000,NG (Natural Gas),0.000,-100.000
7370,1110,YES,CHANNELVIEW 1 4,1,-18.1000,1.0400,0.0000,83.0000,Open,-95.119854,29.834024,1.000,0.000,0.006,4.790,0.0000,120.0000,163.0000,YES,163.0000,NG (Natural Gas),0.000,-100.000
4103,295,YES,EDINBURG 1 0,8,-2.0000,1.0400,0.0000,9.3000,Open,-98.173900,26.448532,1.000,0.000,0.003,4.596,0.0000,7.5000,18.3000,YES,18.3000,NG (Natural Gas),0.000,-100.000
7369,1110,YES,CHANNELVIEW 1 3,1,-18.1000,1.0400,0.0000,83.0000,Open,-95.119854,29.834493,1.000,0.000,0.006,4.790,0.0000,120.0000,163.0000,YES,163.0000,NG (Natural Gas),0.000,-100.000
12994,1352,YES,FREEPORT 4 1,1,-5.5000,1.0400,25.4000,25.4000,Closed,-95.391817,28.967346,1.000,0.000,0.004,4.638,50.0000,4.0000,50.0000,YES,50.0000,NG (Natural Gas),0.000,-100.000
7357,1105,YES,THOMPSONS 11,1,-1.4000,1.0400,1.4005,6.6000,Closed,-95.622010,29.476571,1.000,0.000,0.004,4.589,13.0000,3.0000,13.0000,YES,13.0000,NG (Natural Gas),0.000,-100.000
5320,601,YES,GRANBURY 1 3,1,-36.6000,1.0400,0.0000,167.6000,Open,-97.732722,32.333459,1.000,0.000,0.008,5.012,0.0000,113.0000,329.3000,YES,329.3000,NG (Natural Gas),0.000,-100.000
12599,944,YES,RICHMOND 1 5,1,-18.5000,1.0400,0.0000,85.0000,Open,-95.622510,29.464363,1.000,0.000,0.006,4.795,0.0000,90.0000,167.0000,YES,167.0000,NG (Natural Gas),0.000,-100.000
7356,1105,YES,THOMPSONS 10,2,-18.8000,1.0400,0.0000,86.0000,Open,-95.622010,29.477041,1.000,0.000,0.006,4.798,0.0000,30.0000,169.0000,YES,169.0000,NG (Natural Gas),0.000,-100.000
5319,601,YES,GRANBURY 1 2,1,-49.5000,1.0400,0.0000,227.2000,Open,-97.732722,32.333915,1.000,0.000,0.007,5.169,0.0000,60.0000,446.3000,YES,446.3000,NG (Natural Gas),0.000,-100.000
12652,929,YES,HOUSTON 9 6,1,-7.3000,1.0400,0.0000,33.7000,Open,-95.105840,29.812235,1.000,0.000,0.004,4.660,0.0000,40.0000,66.2000,YES,66.2000,NG (Natural Gas),0.000,-100.000
7354,1105,YES,THOMPSONS 8,3,-26.6000,1.0400,0.0000,122.2000,Open,-95.622010,29.477982,1.000,0.000,0.006,4.893,0.0000,60.0000,240.0000,YES,240.0000,NG (Natural Gas),0.000,-100.000
7353,1105,YES,THOMPSONS 7,4,-61.3000,1.0400,39.0646,281.0000,Closed,-95.622010,29.478452,1.000,0.000,0.008,5.311,60.0000,60.0000,552.0000,YES,552.0000,NG (Natural Gas),0.000,-100.000
1072,46,YES,ODESSA 1 1,1,-22.9000,1.0400,38.1350,104.9000,Closed,-102.321360,31.821643,1.000,0.000,0.007,4.847,114.3800,53.3000,206.0000,YES,206.0000,NG (Natural Gas),0.000,-100.000
6233,854,YES,AUSTIN 4 0,3,-5.8000,1.0400,26.5000,26.5000,Closed,-97.609200,30.300813,1.000,0.000,0.004,4.641,52.0000,49.0000,52.0000,YES,52.0000,NG (Natural Gas),0.000,-100.000
6182,816,YES,SAN ANTONIO 38 0,1,-5.1000,1.0400,23.4000,23.4000,Closed,-98.574750,29.351559,1.000,0.000,0.003,4.633,46.0000,20.0000,46.0000,YES,46.0000,NG (Natural Gas),0.000,-100.000
13253,1460,YES,BAYTOWN 5 1,6,-2.0000,1.0400,0.0000,9.2000,Open,-94.995927,29.752579,1.000,0.000,0.003,4.595,0.0000,16.0000,18.0000,YES,18.0000,NG (Natural Gas),0.000,-100.000
7335,1096,YES,PASADENA 1 4,1,-19.2000,1.0400,0.0000,88.1000,Open,-95.230010,29.715969,1.000,0.000,0.006,4.803,0.0000,120.0000,173.0000,YES,173.0000,NG (Natural Gas),0.000,-100.000
7334,1096,YES,PASADENA 1 3,1,-26.8000,1.0400,0.0000,122.7000,Open,-95.230010,29.716438,1.000,0.000,0.007,4.894,0.0000,80.0000,241.0000,YES,241.0000,NG (Natural Gas),0.000,-100.000
5283,576,YES,TEMPLE 1 4,1,-25.8000,1.0400,0.0000,118.1000,Open,-97.312182,31.046889,1.000,0.000,0.008,4.882,0.0000,140.0000,232.0000,YES,232.0000,NG (Natural Gas),0.000,-100.000
7329,1094,YES,NEWGULF 2,1,-7.7000,1.0400,0.0000,35.1000,Open,-95.897810,29.261898,1.000,0.000,0.005,4.664,0.0000,60.0000,69.0000,YES,69.0000,NG (Natural Gas),0.000,-100.000
12958,69,YES,PARIS 2 5,1,-8.4000,1.0400,17.8584,38.7000,Closed,-95.552660,33.689312,1.000,0.000,0.004,4.673,76.0000,40.0000,76.0000,YES,76.0000,NG (Natural Gas),0.000,-100.000
7326,1093,YES,FREEPORT 1 6,1,-8.1000,1.0400,0.0000,37.2000,Open,-95.336960,28.972327,1.000,0.000,0.005,4.669,0.0000,70.0000,73.0000,YES,73.0000,NG (Natural Gas),0.000,-100.000
5282,576,YES,TEMPLE 1 3,1,-36.2000,1.0400,64.3028,165.9000,Closed,-97.312182,31.048123,1.000,0.000,0.006,5.008,115.7439,70.0000,326.0000,YES,326.0000,NG (Natural Gas),0.000,-100.000
7325,1093,YES,FREEPORT 1 5,1,-8.1000,1.0400,0.0000,37.2000,Open,-95.336960,28.973586,1.000,0.000,0.004,4.669,0.0000,70.0000,73.0000,YES,73.0000,NG (Natural Gas),0.000,-100.000
5281,576,YES,TEMPLE 1 2,1,-36.2000,1.0400,0.0000,165.9000,Open,-97.312182,31.049356,1.000,0.000,0.006,5.008,0.0000,70.0000,326.0000,YES,326.0000,NG (Natural Gas),0.000,-100.000
2085,116,YES,WICHITA FALLS 2 3,1,-2.2000,1.0400,3.8893,10.0000,Closed,-98.587960,33.846655,1.000,0.000,0.003,4.598,19.7000,2.0000,19.7000,YES,19.7000,NG (Natural Gas),0.000,-100.000
7323,1093,YES,FREEPORT 1 3,1,-17.8000,1.0400,0.0000,81.4000,Open,-95.336960,28.976106,1.000,0.000,0.007,4.786,0.0000,50.0000,160.0000,YES,160.0000,NG (Natural Gas),0.000,-100.000
13356,1498,YES,VICTORIA 5 1,2,-4.8000,1.0400,21.9000,21.9000,Closed,-97.005700,28.763843,1.000,0.000,0.005,4.629,43.0000,32.0000,43.0000,YES,43.0000,NG (Natural Gas),0.000,-100.000
13356,1498,YES,VICTORIA 5 1,1,-4.8000,1.0400,21.9000,21.9000,Closed,-97.005700,28.763843,1.000,0.000,0.004,4.629,43.0000,32.0000,43.0000,YES,43.0000,NG (Natural Gas),0.000,-100.000
7309,1085,YES,WHARTON 1 5,1,-36.6000,1.0400,0.0000,167.6000,Open,-96.063509,29.272498,1.000,0.000,0.008,5.012,0.0000,113.0000,329.3000,YES,329.3000,NG (Natural Gas),0.000,-100.000
7308,1085,YES,WHARTON 1 4,1,-37.2000,1.0400,0.0000,170.5000,Open,-96.063509,29.272969,1.000,0.000,0.007,5.020,0.0000,113.0000,335.0000,YES,335.0000,NG (Natural Gas),0.000,-100.000
7307,1085,YES,WHARTON 1 3,1,-53.1000,1.0400,64.2418,243.5000,Closed,-96.063509,29.273440,1.000,0.000,0.008,5.212,70.0000,70.0000,478.4000,YES,478.4000,NG (Natural Gas),0.000,-100.000
12934,955,YES,HOUSTON 10 4,1,-8.3000,1.0400,0.0000,38.2000,Open,-95.128316,29.717909,1.000,0.000,0.004,4.672,0.0000,40.0000,75.0000,YES,75.0000,NG (Natural Gas),0.000,-100.000
7286,1070,YES,BAYTOWN 3 4,42,-18.1000,1.0400,0.0000,83.0000,Open,-94.921230,29.754028,1.000,0.000,0.007,4.790,0.0000,130.0000,163.0000,YES,163.0000,NG (Natural Gas),0.000,-100.000
13357,1499,YES,VICTORIA 6 1,2,-4.8000,1.0400,0.9838,21.9000,Closed,-96.942525,28.695951,1.000,0.000,0.005,4.629,43.0000,32.0000,43.0000,YES,43.0000,NG (Natural Gas),0.000,-100.000
7285,1070,YES,BAYTOWN 3 3,41,-18.1000,1.0400,0.0000,83.0000,Open,-94.921230,29.754497,1.000,0.000,0.007,4.790,0.0000,130.0000,163.0000,YES,163.0000,NG (Natural Gas),0.000,-100.000
7284,1070,YES,BAYTOWN 3 2,4,-19.8000,1.0400,0.0000,90.6000,Open,-94.921230,29.754966,1.000,0.000,0.007,4.810,0.0000,70.0000,178.0000,YES,178.0000,NG (Natural Gas),0.000,-100.000
7281,1069,YES,MONT BELVIEU 3,1,-22.0000,1.0400,0.0000,100.8000,Open,-94.900010,29.770639,1.000,0.000,0.007,4.836,0.0000,120.0000,198.0000,YES,198.0000,NG (Natural Gas),0.000,-100.000
7280,1069,YES,MONT BELVIEU 2,1,-28.6000,1.0400,0.0000,131.3000,Open,-94.900010,29.771108,1.000,0.000,0.006,4.917,0.0000,25.0000,258.0000,YES,258.0000,NG (Natural Gas),0.000,-100.000
2084,116,YES,WICHITA FALLS 2 2,1,-2.2000,1.0400,4.2250,10.0000,Closed,-98.587960,33.847851,1.000,0.000,0.003,4.598,19.7000,2.0000,19.7000,YES,19.7000,NG (Natural Gas),0.000,-100.000
13357,1499,YES,VICTORIA 6 1,1,-4.8000,1.0400,0.9838,21.9000,Closed,-96.942525,28.695951,1.000,0.000,0.003,4.629,43.0000,32.0000,43.0000,YES,43.0000,NG (Natural Gas),0.000,-100.000
13355,1497,YES,POINT COMFORT 3 1,2,-4.8000,1.0400,-2.5603,21.9000,Closed,-96.542610,28.645543,1.000,0.000,0.003,4.629,43.0000,20.0000,43.0000,YES,43.0000,NG (Natural Gas),0.000,-100.000
7269,1062,YES,PASADENA 3 6,1,-8.3000,1.0400,0.0000,38.2000,Open,-95.043910,29.618627,1.000,0.000,0.005,4.672,0.0000,65.0000,75.0000,YES,75.0000,NG (Natural Gas),0.000,-100.000
7268,1062,YES,PASADENA 3 5,1,-8.3000,1.0400,0.0000,38.2000,Open,-95.043910,29.619097,1.000,0.000,0.005,4.672,0.0000,65.0000,75.0000,YES,75.0000,NG (Natural Gas),0.000,-100.000
7267,1062,YES,PASADENA 3 4,1,-8.3000,1.0400,0.0000,38.2000,Open,-95.043910,29.619566,1.000,0.000,0.004,4.672,0.0000,65.0000,75.0000,YES,75.0000,NG (Natural Gas),0.000,-100.000
7266,1062,YES,PASADENA 3 3,1,-8.3000,1.0400,0.0000,38.2000,Open,-95.043910,29.620035,1.000,0.000,0.005,4.672,0.0000,65.0000,75.0000,YES,75.0000,NG (Natural Gas),0.000,-100.000
5208,514,YES,POOLVILLE 4,1,-18.3000,1.0400,0.0000,84.0000,Open,-97.955510,33.096363,1.000,0.000,0.006,4.792,0.0000,164.0000,165.0000,YES,165.0000,NG (Natural Gas),0.000,-100.000
7224,1027,YES,HOUSTON 43 0,2,-5.2000,1.0400,0.0000,23.9000,Open,-95.396967,29.702516,1.000,0.000,0.004,4.634,0.0000,22.0000,47.0000,YES,47.0000,NG (Natural Gas),0.000,-100.000
5207,514,YES,POOLVILLE 3,1,-32.2000,1.0400,147.9000,147.9000,Closed,-97.955510,33.096816,1.000,0.000,0.007,4.960,106.1000,60.0000,290.5000,YES,290.5000,NG (Natural Gas),0.000,-100.000
5206,514,YES,POOLVILLE 2,1,-32.2000,1.0400,0.0000,147.9000,Open,-97.955510,33.097268,1.000,0.000,0.007,4.960,0.0000,60.0000,290.5000,YES,290.5000,NG (Natural Gas),0.000,-100.000
7184,1009,YES,MISSOURI CITY 2 0,8,-4.9000,1.0400,22.7000,22.7000,Closed,-95.618657,29.491872,1.000,0.000,0.004,4.631,44.5000,22.5000,44.5000,YES,44.5000,NG (Natural Gas),0.000,-100.000
2083,116,YES,WICHITA FALLS 2 1,1,-2.2000,1.0400,5.9113,10.0000,Closed,-98.587960,33.849047,1.000,0.000,0.003,4.598,19.7000,2.0000,19.7000,YES,19.7000,NG (Natural Gas),0.000,-100.000
13358,1500,YES,HOUSTON 92 1,2,-4.8000,1.0400,21.9000,21.9000,Closed,-95.110130,29.880994,1.000,0.000,0.004,4.629,43.0000,34.0000,43.0000,YES,43.0000,NG (Natural Gas),0.000,-100.000
7184,1009,YES,MISSOURI CITY 2 0,7,-4.9000,1.0400,22.7000,22.7000,Closed,-95.618657,29.491872,1.000,0.000,0.003,4.631,44.5000,22.5000,44.5000,YES,44.5000,NG (Natural Gas),0.000,-100.000
7184,1009,YES,MISSOURI CITY 2 0,6,-4.9000,1.0400,22.7000,22.7000,Closed,-95.618657,29.491872,1.000,0.000,0.004,4.631,44.5000,22.5000,44.5000,YES,44.5000,NG (Natural Gas),0.000,-100.000
7184,1009,YES,MISSOURI CITY 2 0,5,-4.9000,1.0400,22.7000,22.7000,Closed,-95.618657,29.491872,1.000,0.000,0.004,4.631,44.5000,22.5000,44.5000,YES,44.5000,NG (Natural Gas),0.000,-100.000
7184,1009,YES,MISSOURI CITY 2 0,4,-4.9000,1.0400,22.7000,22.7000,Closed,-95.618657,29.491872,1.000,0.000,0.003,4.631,44.5000,22.5000,44.5000,YES,44.5000,NG (Natural Gas),0.000,-100.000
7184,1009,YES,MISSOURI CITY 2 0,3,-4.9000,1.0400,22.7000,22.7000,Closed,-95.618657,29.491872,1.000,0.000,0.004,4.631,44.5000,22.5000,44.5000,YES,44.5000,NG (Natural Gas),0.000,-100.000
12872,1141,YES,LA PORTE 5,1,-7.3000,1.0400,0.0000,33.6000,Open,-95.083360,29.726125,1.000,0.000,0.003,4.660,0.0000,52.0000,66.0000,YES,66.0000,NG (Natural Gas),0.000,-100.000
7184,1009,YES,MISSOURI CITY 2 0,2,-4.9000,1.0400,22.7000,22.7000,Closed,-95.618657,29.491872,1.000,0.000,0.003,4.631,44.5000,22.5000,44.5000,YES,44.5000,NG (Natural Gas),0.000,-100.000
7184,1009,YES,MISSOURI CITY 2 0,1,-4.9000,1.0400,22.7000,22.7000,Closed,-95.618657,29.491872,1.000,0.000,0.005,4.631,44.5000,22.5000,44.5000,YES,44.5000,NG (Natural Gas),0.000,-100.000
12865,687,YES,CLEBURNE 1 4,1,-11.5000,1.0400,0.0000,52.9000,Open,-97.405910,32.396094,1.000,0.000,0.006,4.710,0.0000,100.0000,104.0000,YES,104.0000,NG (Natural Gas),0.000,-100.000
7170,998,YES,HOUSTON 5 11,31,-6.0000,1.0400,9.4740,27.5000,Closed,-95.528710,29.927856,1.000,0.000,0.004,4.644,54.0000,53.0000,54.0000,YES,54.0000,NG (Natural Gas),0.000,-100.000
5167,482,YES,DENTON 1 3,5,-6.8000,1.0400,0.0000,31.0000,Open,-97.104210,33.193772,1.000,0.000,0.004,4.653,0.0000,10.0000,61.0000,YES,61.0000,NG (Natural Gas),0.000,-100.000
2082,116,YES,WICHITA FALLS 2 0,1,-1.9000,1.0400,8.7000,8.7000,Closed,-98.585800,33.860108,1.000,0.000,0.004,4.594,17.0000,2.0000,17.0000,YES,17.0000,NG (Natural Gas),0.000,-100.000
