Load
Number of Bus,Name of Bus,Area Name of Load,Zone Name of Load,ID,Status,MW,Mvar,MVA,S MW,S Mvar,Dist Status,Dist MW Input,Dist Mvar Input
5227,TERRELL 2 0,North Central,1,1,Closed,70.88,19.52,73.52,70.88,19.52,Closed,0.00,0.00
1093,IND W TWFV 0_230,Far West,1,2,Closed,70.78,0.00,70.78,70.78,0.00,Closed,0.00,0.00
6114,SAN ANTONIO 43 0,South Central,1,1,Closed,70.54,42.54,82.38,70.54,42.54,Closed,0.00,0.00
5470,WOODWAY 0,North Central,1,1,Closed,70.52,19.98,73.29,70.52,19.98,Closed,0.00,0.00
6231,BUDA 0,South Central,1,1,Closed,70.51,19.98,73.28,70.51,19.98,Closed,0.00,0.00
5141,ANNA 0,North Central,1,2,Closed,70.33,10.06,71.04,70.33,10.06,Closed,0.00,0.00
1133,IND W TWFV 19_230,Far West,1,1,Closed,70.31,59.65,92.21,70.31,59.65,Closed,0.00,0.00
6319,GEORGETOWN 3 4,South Central,1,1,Closed,70.22,35.38,78.63,70.22,35.38,Closed,0.00,0.00
1126,IND W TWFV 15_115,Far West,1,3,Closed,70.19,29.82,76.26,70.19,29.82,Closed,0.00,0.00
1111,IND W TWFV 8_230,Far West,1,2,Closed,70.09,0.00,70.09,70.09,0.00,Closed,0.00,0.00
7089,HOUSTON 82 0,Coast,1,1,Closed,70.07,19.85,72.83,70.07,19.85,Closed,0.00,0.00
6284,SAN ANTONIO 16 0,South Central,1,2,Closed,70.02,19.84,72.78,70.02,19.84,Closed,0.00,0.00
8016,BRYAN 4 0,East,1,1,Closed,69.86,19.79,72.61,69.86,19.79,Closed,0.00,0.00
5289,DALLAS 26 0,North Central,1,1,Closed,69.76,19.77,72.51,69.76,19.77,Closed,0.00,0.00
5098,FORT WORTH 24 0,North Central,1,1,Closed,69.53,36.10,78.34,69.53,36.10,Closed,0.00,0.00
1097,IND W TWFV 1_115,Far West,1,3,Closed,69.42,-7.58,69.83,69.42,-7.58,Closed,0.00,0.00
7411,SPRING 3 0,Coast,1,1,Closed,69.41,19.67,72.14,69.41,19.67,Closed,0.00,0.00
8063,NACOGDOCHES 3 0,East,1,1,Closed,69.38,10.72,70.20,69.38,10.72,Closed,0.00,0.00
7315,KATY 4 0,Coast,1,1,Closed,69.31,38.29,79.19,69.31,38.29,Closed,0.00,0.00
5160,DENTON 2 0,North Central,1,1,Closed,69.13,-6.88,69.47,69.13,-6.88,Closed,0.00,0.00
5374,BALCH SPRINGS 0,North Central,1,1,Closed,69.09,19.58,71.81,69.09,19.58,Closed,0.00,0.00
5371,SEAGOVILLE 0,North Central,1,1,Closed,69.00,19.55,71.71,69.00,19.55,Closed,0.00,0.00
3077,ABILENE 6 0,West,1,1,Closed,68.66,19.45,71.36,68.66,19.45,Closed,0.00,0.00
6095,HUTTO 0,South Central,1,1,Closed,68.37,8.06,68.85,68.37,8.06,Closed,0.00,0.00
5043,ROYSE CITY 0,North Central,1,1,Closed,68.10,19.29,70.78,68.10,19.29,Closed,0.00,0.00
5378,WACO 5 0,North Central,1,1,Closed,68.06,19.28,70.74,68.06,19.28,Closed,0.00,0.00
6094,SAN ANTONIO 14 0,South Central,1,1,Closed,67.98,19.26,70.66,67.98,19.26,Closed,0.00,0.00
5125,ARLINGTON 6 0,North Central,1,1,Closed,67.92,19.24,70.59,67.92,19.24,Closed,0.00,0.00
1130,IND W TWFV 17_115,Far West,1,3,Closed,67.79,39.53,78.47,67.79,39.53,Closed,0.00,0.00
2025,WICHITA FALLS 4 0,North,1,1,Closed,67.72,11.23,68.64,67.72,11.23,Closed,0.00,0.00
5099,FLOWER MOUND 2 0,North Central,1,1,Closed,67.63,42.90,80.09,67.63,42.90,Closed,0.00,0.00
6290,AUSTIN 21 0,South Central,1,1,Closed,67.61,19.16,70.28,67.61,19.16,Closed,0.00,0.00
8072,PALESTINE 2 0,East,1,2,Closed,67.19,19.04,69.84,67.19,19.04,Closed,0.00,0.00
1107,IND W TWFV 6_230,Far West,1,2,Closed,67.04,11.64,68.05,67.04,11.64,Closed,0.00,0.00
7384,HOUSTON 44 0,Coast,1,1,Closed,66.87,18.95,69.50,66.87,18.95,Closed,0.00,0.00
1122,IND W TWFV 13_115,Far West,1,3,Closed,66.80,26.41,71.83,66.80,26.41,Closed,0.00,0.00
7394,HUFFMAN 0,Coast,1,1,Closed,66.55,10.60,67.38,66.55,10.60,Closed,0.00,0.00
2082,WICHITA FALLS 2 0,North,1,1,Closed,66.45,16.73,68.52,66.45,16.73,Closed,0.00,0.00
2030,BONHAM 0,North,1,2,Closed,66.41,12.25,67.53,66.41,12.25,Closed,0.00,0.00
1107,IND W TWFV 6_230,Far West,1,1,Closed,66.40,22.27,70.04,66.40,22.27,Closed,0.00,0.00
5230,DALLAS 28 0,North Central,1,1,Closed,66.37,18.81,68.98,66.37,18.81,Closed,0.00,0.00
5200,MINERAL WELLS 0,North Central,1,1,Closed,66.35,18.80,68.96,66.35,18.80,Closed,0.00,0.00
7251,HOCKLEY 0,Coast,1,1,Closed,66.27,10.09,67.03,66.27,10.09,Closed,0.00,0.00
1120,IND W TWFV 12_115,Far West,1,3,Closed,66.25,22.58,69.99,66.25,22.58,Closed,0.00,0.00
1123,IND W TWFV 14_230,Far West,1,1,Closed,66.09,48.51,81.98,66.09,48.51,Closed,0.00,0.00
2036,WICHITA FALLS 7 0,North,1,1,Closed,66.08,11.78,67.13,66.08,11.78,Closed,0.00,0.00
6025,SAN ANTONIO 31 0,South Central,1,1,Closed,65.60,39.28,76.46,65.60,39.28,Closed,0.00,0.00
7202,HEMPSTEAD 0,Coast,1,1,Closed,65.59,10.18,66.38,65.59,10.18,Closed,0.00,0.00
5481,FORT WORTH 28 0,North Central,1,1,Closed,65.39,16.49,67.43,65.39,16.49,Closed,0.00,0.00
2001,PARIS 3 0,North,1,2,Closed,65.22,9.65,65.93,65.22,9.65,Closed,0.00,0.00
5244,FORT WORTH 22 0,North Central,1,1,Closed,65.13,-4.13,65.26,65.13,-4.13,Closed,0.00,0.00
4027,MCALLEN 3 0,South,1,1,Closed,65.12,18.45,67.68,65.12,18.45,Closed,0.00,0.00
5373,HALTOM CITY 0,North Central,1,2,Closed,65.06,18.43,67.62,65.06,18.43,Closed,0.00,0.00
5122,DALLAS 6 0,North Central,1,1,Closed,65.00,18.42,67.55,65.00,18.42,Closed,0.00,0.00
6027,ELGIN 0,South Central,1,1,Closed,64.98,18.41,67.53,64.98,18.41,Closed,0.00,0.00
5188,CARROLLTON 1 0,North Central,1,1,Closed,64.82,18.37,67.37,64.82,18.37,Closed,0.00,0.00
6132,AUSTIN 19 0,South Central,1,1,Closed,64.74,19.92,67.73,64.74,19.92,Closed,0.00,0.00
1096,IND W TWFV 1_230,Far West,1,2,Closed,64.58,24.98,69.24,64.58,24.98,Closed,0.00,0.00
3013,ABILENE 4 0,West,1,1,Closed,64.56,18.29,67.10,64.56,18.29,Closed,0.00,0.00
3124,FREDERICKSBURG 0,West,1,1,Closed,64.54,18.29,67.08,64.54,18.29,Closed,0.00,0.00
6002,SAN ANTONIO 46 0,South Central,1,1,Closed,64.29,9.20,64.95,64.29,9.20,Closed,0.00,0.00
6160,AUSTIN 8 0,South Central,1,2,Closed,64.00,18.13,66.52,64.00,18.13,Closed,0.00,0.00
7128,CONROE 7 0,Coast,1,1,Closed,63.94,18.12,66.46,63.94,18.12,Closed,0.00,0.00
1024,ODESSA 6 0,Far West,1,1,Closed,63.94,17.86,66.38,63.94,17.86,Closed,0.00,0.00
6219,AUSTIN 17 0,South Central,1,1,Closed,63.93,18.11,66.45,63.93,18.11,Closed,0.00,0.00
2067,WICHITA FALLS 5 0,North,1,1,Closed,63.88,15.29,65.69,63.88,15.29,Closed,0.00,0.00
7290,SPRING 6 0,Coast,1,1,Closed,63.77,13.77,65.23,63.77,13.77,Closed,0.00,0.00
1103,IND W TWFV 4_230,Far West,1,2,Closed,63.70,0.00,63.70,63.70,0.00,Closed,0.00,0.00
5386,RICHARDSON 1 0,North Central,1,1,Closed,63.55,18.00,66.05,63.55,18.00,Closed,0.00,0.00
5453,CLEBURNE 1 0,North Central,1,2,Closed,63.49,15.10,65.26,63.49,15.10,Closed,0.00,0.00
7316,HOUSTON 38 0,Coast,1,1,Closed,63.23,17.92,65.72,63.23,17.92,Closed,0.00,0.00
5293,JOSHUA 0,North Central,1,1,Closed,62.97,17.84,65.45,62.97,17.84,Closed,0.00,0.00
6124,NEW BRAUNFELS 3 0,South Central,1,1,Closed,62.73,16.27,64.80,62.73,16.27,Closed,0.00,0.00
1106,IND W TWFV 5_115,Far West,1,3,Closed,62.69,25.52,67.69,62.69,25.52,Closed,0.00,0.00
5009,DALLAS 21 0,North Central,1,1,Closed,62.68,17.76,65.14,62.68,17.76,Closed,0.00,0.00
7254,CONROE 3 0,Coast,1,1,Closed,62.49,28.90,68.85,62.49,28.90,Closed,0.00,0.00
6217,AUSTIN 36 0,South Central,1,1,Closed,62.29,14.60,63.98,62.29,14.60,Closed,0.00,0.00
5375,FORT WORTH 13 0,North Central,1,1,Closed,62.09,14.55,63.77,62.09,14.55,Closed,0.00,0.00
7405,GALVESTON 2 0,Coast,1,1,Closed,62.05,42.93,75.45,62.05,42.93,Closed,0.00,0.00
6032,AUSTIN 37 0,South Central,1,1,Closed,62.02,7.28,62.44,62.02,7.28,Closed,0.00,0.00
7426,BRAZORIA 0,Coast,1,1,Closed,61.96,11.84,63.08,61.96,11.84,Closed,0.00,0.00
5060,MABANK 2 1,North Central,1,1,Closed,61.86,12.39,63.09,61.86,12.39,Closed,0.00,0.00
5268,COMMERCE 0,North Central,1,1,Closed,61.85,9.13,62.52,61.85,9.13,Closed,0.00,0.00
7148,HOUSTON 40 0,Coast,1,1,Closed,61.80,37.59,72.33,61.80,37.59,Closed,0.00,0.00
1019,MIDLAND 4 0,Far West,1,1,Closed,61.78,17.50,64.21,61.78,17.50,Closed,0.00,0.00
5096,PLANO 1 0,North Central,1,1,Closed,61.74,17.49,64.17,61.74,17.49,Closed,0.00,0.00
5152,SACHSE 0,North Central,1,1,Closed,60.98,-2.82,61.05,60.98,-2.82,Closed,0.00,0.00
5349,LANCASTER 2 0,North Central,1,1,Closed,60.83,17.23,63.22,60.83,17.23,Closed,0.00,0.00
6339,CEDAR CREEK 2 0,South Central,1,1,Closed,60.80,9.74,61.57,60.80,9.74,Closed,0.00,0.00
5430,WEATHERFORD 2 0,North Central,1,1,Closed,60.59,17.17,62.97,60.59,17.17,Closed,0.00,0.00
6322,FLORESVILLE 1,South Central,1,2,Closed,60.31,17.09,62.68,60.31,17.09,Closed,0.00,0.00
5223,MEXIA 0,North Central,1,1,Closed,60.24,9.86,61.04,60.24,9.86,Closed,0.00,0.00
5315,DENTON 6 0,North Central,1,1,Closed,60.23,9.53,60.98,60.23,9.53,Closed,0.00,0.00
4149,ROCKPORT 0,South,1,2,Closed,60.22,17.06,62.59,60.22,17.06,Closed,0.00,0.00
5074,PROSPER 0,North Central,1,1,Closed,60.10,9.00,60.77,60.10,9.00,Closed,0.00,0.00
8013,MINEOLA 0,East,1,1,Closed,60.03,26.33,65.55,60.03,26.33,Closed,0.00,0.00
6184,AUSTIN 32 0,South Central,1,1,Closed,59.96,24.37,64.73,59.96,24.37,Closed,0.00,0.00
6186,AUSTIN 30 0,South Central,1,1,Closed,59.78,11.15,60.81,59.78,11.15,Closed,0.00,0.00
1105,IND W TWFV 5_230,Far West,1,1,Closed,59.70,41.56,72.74,59.70,41.56,Closed,0.00,0.00
1119,IND W TWFV 12_230,Far West,1,1,Closed,59.59,-8.43,60.18,59.59,-8.43,Closed,0.00,0.00
7014,HOUSTON 1 0,Coast,1,1,Closed,59.41,8.97,60.08,59.41,8.97,Closed,0.00,0.00
5475,ALVARADO 0,North Central,1,1,Closed,59.28,16.80,61.61,59.28,16.80,Closed,0.00,0.00
6019,AUSTIN 25 0,South Central,1,1,Closed,59.07,16.74,61.40,59.07,16.74,Closed,0.00,0.00
5194,DUNCANVILLE 1 0,North Central,1,1,Closed,59.01,16.72,61.33,59.01,16.72,Closed,0.00,0.00
7255,HOUSTON 39 0,Coast,1,1,Closed,58.99,16.71,61.31,58.99,16.71,Closed,0.00,0.00
6092,GONZALES 0,South Central,1,1,Closed,58.88,10.10,59.74,58.88,10.10,Closed,0.00,0.00
7103,HOUSTON 22 0,Coast,1,1,Closed,58.64,-1.70,58.67,58.64,-1.70,Closed,0.00,0.00
7179,FRESNO 0,Coast,1,1,Closed,58.29,16.52,60.59,58.29,16.52,Closed,0.00,0.00
6324,SAN ANTONIO 7 0,South Central,1,1,Closed,58.22,16.78,60.59,58.22,16.78,Closed,0.00,0.00
5377,KILLEEN 2 0,North Central,1,1,Closed,57.62,43.79,72.37,57.62,43.79,Closed,0.00,0.00
1094,IND W TWFV 0_115,Far West,1,3,Closed,57.59,16.90,60.02,57.59,16.90,Closed,0.00,0.00
2009,IOWA PARK 0,North,1,1,Closed,57.37,11.09,58.43,57.37,11.09,Closed,0.00,0.00
4110,LOS FRESNOS 0,South,1,1,Closed,57.35,16.25,59.60,57.35,16.25,Closed,0.00,0.00
5114,KAUFMAN 0,North Central,1,1,Closed,56.95,40.38,69.81,56.95,40.38,Closed,0.00,0.00
2053,BOWIE 0,North,1,1,Closed,56.93,8.25,57.53,56.93,8.25,Closed,0.00,0.00
7399,HOUSTON 45 0,Coast,1,1,Closed,56.83,14.12,58.56,56.83,14.12,Closed,0.00,0.00
7239,WINNIE 0,Coast,1,1,Closed,56.59,12.01,57.85,56.59,12.01,Closed,0.00,0.00
7392,BAYTOWN 4 0,Coast,1,2,Closed,56.59,14.48,58.41,56.59,14.48,Closed,0.00,0.00
5353,DUNCANVILLE 2 0,North Central,1,1,Closed,56.58,16.03,58.81,56.58,16.03,Closed,0.00,0.00
1040,ANDREWS 0,Far West,1,1,Closed,56.23,12.57,57.62,56.23,12.57,Closed,0.00,0.00
6360,BURNET 1,South Central,1,1,Closed,56.05,11.03,57.13,56.05,11.03,Closed,0.00,0.00
7362,HOUSTON 61 0,Coast,1,1,Closed,56.02,15.87,58.22,56.02,15.87,Closed,0.00,0.00
1109,IND W TWFV 7_230,Far West,1,2,Closed,55.90,-3.03,55.99,55.90,-3.03,Closed,0.00,0.00
1113,IND W TWFV 9_230,Far West,1,2,Closed,55.77,41.29,69.39,55.77,41.29,Closed,0.00,0.00
6357,DEVINE 0,South Central,1,2,Closed,55.46,8.19,56.06,55.46,8.19,Closed,0.00,0.00
5034,DALLAS 1 1,North Central,1,1,Closed,55.35,11.19,56.47,55.35,11.19,Closed,0.00,0.00
5195,ARGYLE 0,North Central,1,1,Closed,55.26,15.66,57.43,55.26,15.66,Closed,0.00,0.00
8026,LINDALE 0,East,1,1,Closed,55.08,28.92,62.21,55.08,28.92,Closed,0.00,0.00
1105,IND W TWFV 5_230,Far West,1,2,Closed,54.99,0.00,54.99,54.99,0.00,Closed,0.00,0.00
4119,ROMA 0,South,1,2,Closed,54.38,15.41,56.52,54.38,15.41,Closed,0.00,0.00
7300,CONROE 2 0,Coast,1,1,Closed,54.35,15.40,56.49,54.35,15.40,Closed,0.00,0.00
6306,AUSTIN 11 0,South Central,1,1,Closed,54.19,15.35,56.33,54.19,15.35,Closed,0.00,0.00
5109,LANCASTER 1 0,North Central,1,1,Closed,53.98,6.65,54.39,53.98,6.65,Closed,0.00,0.00
1100,IND W TWFV 2_115,Far West,1,3,Closed,53.58,24.03,58.72,53.58,24.03,Closed,0.00,0.00
5032,DALLAS 27 0,North Central,1,1,Closed,53.43,-4.58,53.63,53.43,-4.58,Closed,0.00,0.00
2109,BURKBURNETT 0,North,1,1,Closed,53.41,-8.44,54.08,53.41,-8.44,Closed,0.00,0.00
5376,DALLAS 43 0,North Central,1,1,Closed,53.19,13.56,54.89,53.19,13.56,Closed,0.00,0.00
6116,TAYLOR 0,South Central,1,2,Closed,52.98,15.01,55.07,52.98,15.01,Closed,0.00,0.00
1117,IND W TWFV 11_230,Far West,1,2,Closed,52.86,0.00,52.86,52.86,0.00,Closed,0.00,0.00
1131,IND W TWFV 18_230,Far West,1,2,Closed,52.63,0.00,52.63,52.63,0.00,Closed,0.00,0.00
7330,HOUSTON 60 0,Coast,1,1,Closed,52.47,1.90,52.51,52.47,1.90,Closed,0.00,0.00
1134,IND W TWFV 19_115,Far West,1,3,Closed,52.39,-7.53,52.93,52.39,-7.53,Closed,0.00,0.00
7380,FREEPORT 3 0,Coast,1,1,Closed,52.24,14.80,54.29,52.24,14.80,Closed,0.00,0.00
1101,IND W TWFV 3_230,Far West,1,2,Closed,52.01,0.00,52.01,52.01,0.00,Closed,0.00,0.00
8109,ATHENS 2 0,East,1,1,Closed,51.76,14.67,53.80,51.76,14.67,Closed,0.00,0.00
4072,CORPUS CHRISTI 10 0,South,1,1,Closed,51.71,17.47,54.58,51.71,17.47,Closed,0.00,0.00
5085,DALLAS 38 0,North Central,1,1,Closed,51.30,14.54,53.32,51.30,14.54,Closed,0.00,0.00
5372,DALLAS 31 0,North Central,1,1,Closed,51.27,11.28,52.49,51.27,11.28,Closed,0.00,0.00
5024,GATESVILLE 4 0,North Central,1,1,Closed,50.92,25.17,56.80,50.92,25.17,Closed,0.00,0.00
7231,HOUSTON 7 0,Coast,1,1,Closed,50.85,5.53,51.15,50.85,5.53,Closed,0.00,0.00
8025,PALESTINE 1 0,East,1,1,Closed,50.76,30.91,59.43,50.76,30.91,Closed,0.00,0.00
4100,CORPUS CHRISTI 13 0,South,1,1,Closed,50.60,28.68,58.17,50.60,28.68,Closed,0.00,0.00
7092,HOUSTON 47 0,Coast,1,1,Closed,50.42,11.11,51.63,50.42,11.11,Closed,0.00,0.00
6126,AUSTIN 34 0,South Central,1,1,Closed,50.38,14.27,52.36,50.38,14.27,Closed,0.00,0.00
5438,FORT WORTH 17 0,North Central,1,1,Closed,50.24,9.03,51.05,50.24,9.03,Closed,0.00,0.00
5071,WACO 3 0,North Central,1,2,Closed,50.09,14.19,52.06,50.09,14.19,Closed,0.00,0.00
5340,DALLAS 29 0,North Central,1,1,Closed,50.01,8.20,50.67,50.01,8.20,Closed,0.00,0.00
6207,LEANDER 2 0,South Central,1,1,Closed,49.72,8.31,50.41,49.72,8.31,Closed,0.00,0.00
7119,SOUTH HOUSTON 0,Coast,1,1,Closed,49.70,-2.35,49.76,49.70,-2.35,Closed,0.00,0.00
7223,HOUSTON 76 0,Coast,1,1,Closed,49.62,14.06,51.58,49.62,14.06,Closed,0.00,0.00
7174,HOUSTON 8 0,Coast,1,2,Closed,49.22,8.67,49.98,49.22,8.67,Closed,0.00,0.00
6181,MANOR 0,South Central,1,1,Closed,49.13,37.37,61.72,49.13,37.37,Closed,0.00,0.00
6137,AUSTIN 35 0,South Central,1,1,Closed,48.87,11.95,50.31,48.87,11.95,Closed,0.00,0.00
6155,SAN ANTONIO 26 0,South Central,1,1,Closed,48.28,19.42,52.04,48.28,19.42,Closed,0.00,0.00
7418,HOUSTON 65 0,Coast,1,1,Closed,48.22,33.52,58.73,48.22,33.52,Closed,0.00,0.00
7218,MONTGOMERY 0,Coast,1,1,Closed,48.11,25.62,54.51,48.11,25.62,Closed,0.00,0.00
5093,HASLET 0,North Central,1,1,Closed,47.98,1.93,48.02,47.98,1.93,Closed,0.00,0.00
2020,WICHITA FALLS 6 0,North,1,1,Closed,47.97,13.59,49.86,47.97,13.59,Closed,0.00,0.00
6320,SAN ANTONIO 9 0,South Central,1,1,Closed,47.89,27.01,54.99,47.89,27.01,Closed,0.00,0.00
7238,LIBERTY 0,Coast,1,1,Closed,47.85,13.56,49.73,47.85,13.56,Closed,0.00,0.00
5220,SANGER 0,North Central,1,1,Closed,47.39,11.47,48.76,47.39,11.47,Closed,0.00,0.00
5408,FARMERSVILLE 0,North Central,1,1,Closed,47.24,31.45,56.75,47.24,31.45,Closed,0.00,0.00
5143,FORT WORTH 2 0,North Central,1,1,Closed,47.18,23.33,52.63,47.18,23.33,Closed,0.00,0.00
3136,SNYDER 2 3,West,1,1,Closed,46.96,13.30,48.80,46.96,13.30,Closed,0.00,0.00
7236,HOUSTON 30 0,Coast,1,1,Closed,46.92,10.84,48.16,46.92,10.84,Closed,0.00,0.00
7430,FREEPORT 2 2,Coast,1,1,Closed,46.92,13.29,48.76,46.92,13.29,Closed,0.00,0.00
7314,BELLVILLE 0,Coast,1,1,Closed,46.65,8.15,47.35,46.65,8.15,Closed,0.00,0.00
4120,CORPUS CHRISTI 12 0,South,1,1,Closed,46.52,-7.06,47.06,46.52,-7.06,Closed,0.00,0.00
7431,CONROE 6 0,Coast,1,1,Closed,46.47,10.08,47.55,46.47,10.08,Closed,0.00,0.00
6336,BANDERA 0,South Central,1,1,Closed,46.40,7.39,46.99,46.40,7.39,Closed,0.00,0.00
5341,LEWISVILLE 1 0,North Central,1,1,Closed,46.38,7.91,47.05,46.38,7.91,Closed,0.00,0.00
8152,BRYAN 2 0,East,1,1,Closed,46.35,13.13,48.17,46.35,13.13,Closed,0.00,0.00
6183,GIDDINGS 0,South Central,1,1,Closed,45.91,26.13,52.83,45.91,26.13,Closed,0.00,0.00
6122,HALLETTSVILLE 0,South Central,1,1,Closed,45.33,-5.86,45.71,45.33,-5.86,Closed,0.00,0.00
6176,AUSTIN 39 0,South Central,1,1,Closed,45.32,12.84,47.11,45.32,12.84,Closed,0.00,0.00
7226,HOUSTON 35 0,Coast,1,1,Closed,45.25,12.82,47.04,45.25,12.82,Closed,0.00,0.00
8125,NACOGDOCHES 1 0,East,1,1,Closed,45.16,30.52,54.51,45.16,30.52,Closed,0.00,0.00
4191,RAYMONDVILLE 0,South,1,2,Closed,44.89,3.11,45.00,44.89,3.11,Closed,0.00,0.00
6314,BULVERDE 0,South Central,1,1,Closed,44.76,16.40,47.67,44.76,16.40,Closed,0.00,0.00
5284,QUINLAN 0,North Central,1,1,Closed,44.65,33.42,55.77,44.65,33.42,Closed,0.00,0.00
5442,FORT WORTH 7 0,North Central,1,1,Closed,44.51,12.39,46.20,44.51,12.39,Closed,0.00,0.00
7213,SANTA FE 1 0,Coast,1,1,Closed,44.49,22.86,50.02,44.49,22.86,Closed,0.00,0.00
6194,AUSTIN 18 0,South Central,1,1,Closed,44.42,12.59,46.17,44.42,12.59,Closed,0.00,0.00
6015,ATASCOSA 0,South Central,1,1,Closed,44.05,7.02,44.60,44.05,7.02,Closed,0.00,0.00
5229,DALLAS 13 0,North Central,1,1,Closed,43.94,12.45,45.67,43.94,12.45,Closed,0.00,0.00
8108,WILLS POINT 0,East,1,1,Closed,43.93,12.45,45.66,43.93,12.45,Closed,0.00,0.00
5426,KEMP 0,North Central,1,1,Closed,43.86,10.54,45.10,43.86,10.54,Closed,0.00,0.00
1086,PECOS 0,Far West,1,1,Closed,43.68,11.24,45.10,43.68,11.24,Closed,0.00,0.00
7258,HOUSTON 56 0,Coast,1,1,Closed,42.99,12.18,44.69,42.99,12.18,Closed,0.00,0.00
5199,FORT WORTH 12 0,North Central,1,1,Closed,42.96,6.89,43.51,42.96,6.89,Closed,0.00,0.00
7232,LA MARQUE 0,Coast,1,1,Closed,42.92,12.16,44.61,42.92,12.16,Closed,0.00,0.00
7413,WHARTON 2 0,Coast,1,1,Closed,42.91,12.16,44.60,42.91,12.16,Closed,0.00,0.00
7391,WILLIS 1 2,Coast,1,1,Closed,42.84,5.52,43.20,42.84,5.52,Closed,0.00,0.00
1089,LAMESA 0,Far West,1,2,Closed,42.74,22.91,48.49,42.74,22.91,Closed,0.00,0.00
4172,PLEASANTON 0,South,1,1,Closed,42.31,11.99,43.97,42.31,11.99,Closed,0.00,0.00
5468,DALLAS 37 0,North Central,1,1,Closed,42.13,32.41,53.15,42.13,32.41,Closed,0.00,0.00
7275,VICTORIA 3 1,Coast,1,2,Closed,41.94,4.96,42.24,41.94,4.96,Closed,0.00,0.00
5352,DALLAS 9 0,North Central,1,1,Closed,41.84,11.85,43.49,41.84,11.85,Closed,0.00,0.00
5143,FORT WORTH 2 0,North Central,1,2,Closed,41.60,8.89,42.54,41.60,8.89,Closed,0.00,0.00
7271,BROOKSHIRE 0,Coast,1,1,Closed,41.41,1.06,41.42,41.41,1.06,Closed,0.00,0.00
2044,WHITESBORO 0,North,1,1,Closed,41.32,7.76,42.05,41.32,7.76,Closed,0.00,0.00
8100,TYLER 2 0,East,1,1,Closed,41.13,11.65,42.75,41.13,11.65,Closed,0.00,0.00
5311,DALLAS 30 0,North Central,1,1,Closed,40.96,11.61,42.57,40.96,11.61,Closed,0.00,0.00
5306,ALEDO 2 0,North Central,1,1,Closed,40.81,11.56,42.41,40.81,11.56,Closed,0.00,0.00
6093,SAN ANTONIO 11 0,South Central,1,1,Closed,40.54,6.29,41.02,40.54,6.29,Closed,0.00,0.00
5056,GRAHAM 1,North Central,1,1,Closed,40.40,11.45,41.99,40.40,11.45,Closed,0.00,0.00
5101,COMANCHE 0,North Central,1,1,Closed,40.37,6.41,40.88,40.37,6.41,Closed,0.00,0.00
6262,LIBERTY HILL 0,South Central,1,1,Closed,40.16,8.05,40.96,40.16,8.05,Closed,0.00,0.00
5108,DALLAS 44 0,North Central,1,1,Closed,40.12,11.37,41.70,40.12,11.37,Closed,0.00,0.00
2010,VERNON 2 0,North,1,5,Closed,40.11,11.04,41.60,40.11,11.04,Closed,0.00,0.00
1083,FORT STOCKTON 3 0,Far West,1,1,Closed,39.95,11.32,41.52,39.95,11.32,Closed,0.00,0.00
6276,VON ORMY 0,South Central,1,1,Closed,39.92,11.31,41.50,39.92,11.31,Closed,0.00,0.00
5210,BEDFORD 2 0,North Central,1,1,Closed,39.64,11.23,41.20,39.64,11.23,Closed,0.00,0.00
8027,WHITEHOUSE 0,East,1,1,Closed,39.38,14.53,41.97,39.38,14.53,Closed,0.00,0.00
5218,JUSTIN 0,North Central,1,1,Closed,39.29,9.63,40.46,39.29,9.63,Closed,0.00,0.00
8008,CHANDLER 0,East,1,1,Closed,39.22,11.11,40.77,39.22,11.11,Closed,0.00,0.00
6201,SAN ANTONIO 33 0,South Central,1,1,Closed,39.07,5.35,39.44,39.07,5.35,Closed,0.00,0.00
3103,SWEETWATER 5 0,West,1,2,Closed,38.98,11.05,40.52,38.98,11.05,Closed,0.00,0.00
7153,PALACIOS 0,Coast,1,2,Closed,38.97,6.09,39.45,38.97,6.09,Closed,0.00,0.00
7319,HOUSTON 66 0,Coast,1,1,Closed,38.75,8.55,39.68,38.75,8.55,Closed,0.00,0.00
4019,MERCEDES 0,South,1,1,Closed,38.25,-4.33,38.50,38.25,-4.33,Closed,0.00,0.00
5079,WACO 4 0,North Central,1,1,Closed,38.19,17.05,41.82,38.19,17.05,Closed,0.00,0.00
7244,MANVEL 0,Coast,1,1,Closed,38.02,10.77,39.51,38.02,10.77,Closed,0.00,0.00
7363,GALVESTON 3 0,Coast,1,1,Closed,37.94,7.53,38.68,37.94,7.53,Closed,0.00,0.00
4185,ZAPATA 0,South,1,1,Closed,37.84,3.61,38.01,37.84,3.61,Closed,0.00,0.00
6091,WIMBERLEY 0,South Central,1,1,Closed,37.81,15.48,40.85,37.81,15.48,Closed,0.00,0.00
6100,ADKINS 0,South Central,1,1,Closed,37.71,10.69,39.20,37.71,10.69,Closed,0.00,0.00
4034,HIDALGO 0,South,1,1,Closed,37.64,10.66,39.12,37.64,10.66,Closed,0.00,0.00
4106,PORT ISABEL 0,South,1,1,Closed,37.55,10.64,39.03,37.55,10.64,Closed,0.00,0.00
8006,FLINT 0,East,1,1,Closed,37.40,4.45,37.66,37.40,4.45,Closed,0.00,0.00
5111,ADDISON 0,North Central,1,1,Closed,37.24,23.32,43.94,37.24,23.32,Closed,0.00,0.00
